"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Index","Spreadsheet..X1","Spreadsheet..X2","Spreadsheet..Display","Spreadsheet..test_response_save","Manipulation..Spreadsheet","Store..test_response_save","Random_ID"
"11",11,1692006562085,"14/08/2023 09:49:22",1692010162085,1,"14/08/2023 11:49:22",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",4,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","You're very articulate.","Task",NA,NA,NA,"SUPPRF20908"
"12",12,1692006563989,"14/08/2023 09:49:23",1692010163989,1,"14/08/2023 11:49:23",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",5,"Task","Screen 1","113qg5",1,"response","You seemed very in-control.",1900,1883,1900,1900,1883,1900,1,1900,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You're very articulate.","You seemed very in-control.","Task",NA,NA,NA,"SUPPRF20908"
"13",13,1692006565734,"14/08/2023 09:49:25",1692010165734,1,"14/08/2023 11:49:25",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",5,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You're very articulate.","You seemed very in-control.","Task",NA,NA,NA,"SUPPRF20908"
"14",14,1692006568623,"14/08/2023 09:49:28",1692010168623,1,"14/08/2023 11:49:28",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",6,"Task","Screen 1","113qg5",1,"response","I could easily picture what you were describing.",2883,2866,2883,2883,2866,2883,1,2883,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You did what was asked of you.","I could easily picture what you were describing.","Task",NA,NA,NA,"SUPPRF20908"
"15",15,1692006570367,"14/08/2023 09:49:30",1692010170367,1,"14/08/2023 11:49:30",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",6,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","I could easily picture what you were describing.","Task",NA,NA,NA,"SUPPRF20908"
"16",16,1692006572389,"14/08/2023 09:49:32",1692010172389,1,"14/08/2023 11:49:32",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",7,"Task","Screen 1","113qg5",1,"response","I could easily picture what you were describing.",2016,1999,2016,2016,1999,2016,1,2016,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","Well done!","Task",NA,NA,NA,"SUPPRF20908"
"17",17,1692006574131,"14/08/2023 09:49:34",1692010174131,1,"14/08/2023 11:49:34",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",7,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","Well done!","Task",NA,NA,NA,"SUPPRF20908"
"18",18,1692006575654,"14/08/2023 09:49:35",1692010175654,1,"14/08/2023 11:49:35",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",8,"Task","Screen 1","113qg5",1,"response","You seemed very in-control.",1517,1500,1517,1517,1500,1517,1,1517,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You appear very smart.","You seemed very in-control.","Task",NA,NA,NA,"SUPPRF20908"
"19",19,1692006577397,"14/08/2023 09:49:37",1692010177397,1,"14/08/2023 11:49:37",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",8,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appear very smart.","You seemed very in-control.","Task",NA,NA,NA,"SUPPRF20908"
"20",20,1692006578753,"14/08/2023 09:49:38",1692010178753,1,"14/08/2023 11:49:38",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",9,"Task","Screen 1","113qg5",1,"response","You said all the right things.",1350,1333,1350,1350,1333,1350,1,1350,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You said all the right things.","That was decent.","Task",NA,NA,NA,"SUPPRF20908"
"21",21,1692006580495,"14/08/2023 09:49:40",1692010180495,1,"14/08/2023 11:49:40",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",9,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You said all the right things.","That was decent.","Task",NA,NA,NA,"SUPPRF20908"
"22",22,1692006583510,"14/08/2023 09:49:43",1692010183510,1,"14/08/2023 11:49:43",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",10,"Task","Screen 1","113qg5",1,"response","I could easily picture what you were describing.",3015.00000000001,2999,3015.00000000001,3015.00000000001,2999,3015.00000000001,1,3015.00000000001,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","You said all the right things.","Task",NA,NA,NA,"SUPPRF20908"
"23",23,1692006585262,"14/08/2023 09:49:45",1692010185262,1,"14/08/2023 11:49:45",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",10,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","You said all the right things.","Task",NA,NA,NA,"SUPPRF20908"
"24",24,1692006586618,"14/08/2023 09:49:46",1692010186618,1,"14/08/2023 11:49:46",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",11,"Task","Screen 1","113qg5",1,"response","Well done!",1350,1333,1350,1350,1333,1350,1,1350,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"Well done!","You appear very smart.","Task",NA,NA,NA,"SUPPRF20908"
"25",25,1692006588359,"14/08/2023 09:49:48",1692010188359,1,"14/08/2023 11:49:48",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",11,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You appear very smart.","Task",NA,NA,NA,"SUPPRF20908"
"26",26,1692006590382,"14/08/2023 09:49:50",1692010190382,1,"14/08/2023 11:49:50",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",12,"Task","Screen 1","113qg5",1,"response","You did what was asked of you.",2015,1999,2015,2015,1999,2015,1,2015,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"That was decent.","You did what was asked of you.","Task",NA,NA,NA,"SUPPRF20908"
"27",27,1692006592125,"14/08/2023 09:49:52",1692010192125,1,"14/08/2023 11:49:52",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",12,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","You did what was asked of you.","Task",NA,NA,NA,"SUPPRF20908"
"28",28,1692006596829,"14/08/2023 09:49:56",1692010196829,1,"14/08/2023 11:49:56",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",13,"Task","Screen 1","113qg5",1,"response","You seemed very in-control.",4699,4682,4699,4699,4682,4699,1,4699,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You are really engaging when you speak.","You seemed very in-control.","Task",NA,NA,NA,"SUPPRF20908"
"29",29,1692006598572,"14/08/2023 09:49:58",1692010198572,1,"14/08/2023 11:49:58",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",13,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You are really engaging when you speak.","You seemed very in-control.","Task",NA,NA,NA,"SUPPRF20908"
"30",30,1692006600311,"14/08/2023 09:50:00",1692010200311,1,"14/08/2023 11:50:00",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",14,"Task","Screen 1","113qg5",1,"response","That was perfect.",1732,1716,1732,1732,1716,1732,1,1732,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You appeared very confident.","That was perfect.","Task",NA,NA,NA,"SUPPRF20908"
"31",31,1692006602055,"14/08/2023 09:50:02",1692010202055,1,"14/08/2023 11:50:02",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",14,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appeared very confident.","That was perfect.","Task",NA,NA,NA,"SUPPRF20908"
"32",32,1692006603530,"14/08/2023 09:50:03",1692010203530,1,"14/08/2023 11:50:03",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",15,"Task","Screen 1","113qg5",1,"response","You said all the right things.",1466,1449,1466,1466,1449,1466,1,1466,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You said all the right things.","You're very articulate.","Task",NA,NA,NA,"SUPPRF20908"
"33",33,1692006605271,"14/08/2023 09:50:05",1692010205271,1,"14/08/2023 11:50:05",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",15,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You said all the right things.","You're very articulate.","Task",NA,NA,NA,"SUPPRF20908"
"34",34,1692006607207,"14/08/2023 09:50:07",1692010207207,1,"14/08/2023 11:50:07",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",16,"Task","Screen 1","113qg5",1,"response","You came across really well.",1933,1916,1933,1933,1916,1933,1,1933,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You came across really well.","Well done!","Task",NA,NA,NA,"SUPPRF20908"
"35",35,1692006608952,"14/08/2023 09:50:08",1692010208952,1,"14/08/2023 11:50:08",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",16,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You came across really well.","Well done!","Task",NA,NA,NA,"SUPPRF20908"
"36",36,1692006610956,"14/08/2023 09:50:10",1692010210956,1,"14/08/2023 11:50:10",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",17,"Task","Screen 1","113qg5",1,"response","You appeared very confident.",2000,1983,2000,2000,1983,2000,1,2000,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"That was decent.","You appeared very confident.","Task",NA,NA,NA,"SUPPRF20908"
