"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"30",1692018531919,"14/08/2023 13:08:51",1692022131919,1,"14/08/2023 15:08:51",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",182068.408,182052.032,182068.408,182068.408,182052.032,182068.408,1,182068.408,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"31",1692018531923,"14/08/2023 13:08:51",1692022131923,1,"14/08/2023 15:08:51",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","You did enough",175351.849,182052.032,182068.408,175351.849,182052.032,182068.408,1,175351.849,6716.55900000001,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"32",1692018531923,"14/08/2023 13:08:51",1692022131923,1,"14/08/2023 15:08:51",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","Your description was okay",5533.46499999997,182052.032,182068.408,5533.46499999997,182052.032,182068.408,1,5533.46499999997,176534.943,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"33",1692018532871,"14/08/2023 13:08:52",1692022132871,1,"14/08/2023 15:08:52",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.689000000013,966.689000000013,966.689000000013,966.689000000013,966.689000000013,966.689000000013,1,966.689000000013,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"34",1692018575383,"14/08/2023 13:09:35",1692022175383,1,"14/08/2023 15:09:35",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",42513.213,42500.5,42513.213,42513.213,42500.5,42513.213,1,42513.213,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"35",1692018575386,"14/08/2023 13:09:35",1692022175386,1,"14/08/2023 15:09:35",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","Your desciption was alright",33933.686,42500.5,42516.8129999642,33933.686,42500.5,42516.8129999642,1,33933.686,8583.12699996424,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"36",1692018575386,"14/08/2023 13:09:35",1692022175386,1,"14/08/2023 15:09:35",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","You described the picture well enough",20516.861,42500.5,42517.0129999523,20516.861,42500.5,42517.0129999523,1,20516.861,22000.1519999523,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"37",1692018576337,"14/08/2023 13:09:36",1692022176337,1,"14/08/2023 15:09:36",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.719000000041,966.719000000041,966.719000000041,966.719000000041,966.719000000041,966.719000000041,1,966.719000000041,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"38",1692018617265,"14/08/2023 13:10:17",1692022217265,1,"14/08/2023 15:10:17",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",40928.193999988,40916.8859999999,40928.193999988,40928.193999988,40916.8859999999,40928.193999988,1,40928.193999988,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"39",1692018617269,"14/08/2023 13:10:17",1692022217269,1,"14/08/2023 15:10:17",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"response","Excellent description",34183.629,40916.8859999999,40932.0939999642,34183.629,40916.8859999999,40932.0939999642,1,34183.629,6748.46499996423,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"40",1692018617269,"14/08/2023 13:10:17",1692022217269,1,"14/08/2023 15:10:17",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"response","Desctiption was clear and confident",18800.124,40916.8859999999,40932.4939999999,18800.124,40916.8859999999,40932.4939999999,1,18800.124,22132.37,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"41",1692018618221,"14/08/2023 13:10:18",1692022218221,1,"14/08/2023 15:10:18",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.81799999997,966.81799999997,966.81799999997,966.81799999997,966.81799999997,966.81799999997,1,966.81799999997,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"42",1692018618226,"14/08/2023 13:10:18",1692022218226,1,"14/08/2023 15:10:18",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF44269"
"1",1692031195054,"14/08/2023 16:39:55",1692034795054,1,"14/08/2023 18:39:55",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF53772"
"2",1692031221477,"14/08/2023 16:40:21",1692034821477,1,"14/08/2023 18:40:21",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",26113.347,26096.885,26113.347,26113.347,26096.885,26113.347,1,26113.347,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"3",1692031221496,"14/08/2023 16:40:21",1692034821496,1,"14/08/2023 18:40:21",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","They seem confident",20264.292,26096.885,26113.347,20264.292,26096.885,26113.347,1,20264.292,5849.055,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"4",1692031221498,"14/08/2023 16:40:21",1692034821498,1,"14/08/2023 18:40:21",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","They described the items",11632.143,26096.885,26113.347,11632.143,26096.885,26113.347,1,11632.143,14481.204,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"5",1692031222404,"14/08/2023 16:40:22",1692034822404,1,"14/08/2023 18:40:22",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",949.819,949.819,949.819,949.819,949.819,949.819,1,949.819,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"6",1692031250222,"14/08/2023 16:40:50",1692034850222,1,"14/08/2023 18:40:50",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",27813.563,27796.694,27813.563,27813.563,27796.694,27813.563,1,27813.563,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"7",1692031250244,"14/08/2023 16:40:50",1692034850244,1,"14/08/2023 18:40:50",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"response","You give a vivid image",18231.37,27796.694,27813.563,18231.37,27796.694,27813.563,1,18231.37,9582.193,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"8",1692031250249,"14/08/2023 16:40:50",1692034850249,1,"14/08/2023 18:40:50",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"response","You describe the details well",966.848000000002,27796.694,27813.563,966.848000000002,27796.694,27813.563,1,966.848000000002,26846.715,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"9",1692031251168,"14/08/2023 16:40:51",1692034851168,1,"14/08/2023 18:40:51",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",966.887000000002,966.887000000002,966.887000000002,966.887000000002,966.887000000002,966.887000000002,1,966.887000000002,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"10",1692031273234,"14/08/2023 16:41:13",1692034873234,1,"14/08/2023 18:41:13",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",22063.212,22046.587,22063.212,22063.212,22046.587,22063.212,1,22063.212,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"11",1692031273246,"14/08/2023 16:41:13",1692034873246,1,"14/08/2023 18:41:13",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"response","The details are specified",16763.982,22046.587,22063.212,16763.982,22046.587,22063.212,1,16763.982,5299.23,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"12",1692031273249,"14/08/2023 16:41:13",1692034873249,1,"14/08/2023 18:41:13",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"response","You describe the setting well",7948.786,22046.587,22063.212,7948.786,22046.587,22063.212,1,7948.786,14114.426,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"13",1692031274182,"14/08/2023 16:41:14",1692034874182,1,"14/08/2023 18:41:14",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.664000000004,966.664000000004,966.664000000004,966.664000000004,966.664000000004,966.664000000004,1,966.664000000004,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF53772"
"14",1692031306808,"14/08/2023 16:41:46",1692034906808,1,"14/08/2023 18:41:46",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",32627.2609998093,32612.433,32627.2609998093,32627.2609998093,32612.433,32627.2609998093,1,32627.2609998093,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF53772"
"15",1692031306823,"14/08/2023 16:41:46",1692034906823,1,"14/08/2023 18:41:46",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","You offer a bland setting",20747.21,32612.433,32629.183,20747.21,32612.433,32629.183,1,20747.21,11881.973,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF53772"
"16",1692031306829,"14/08/2023 16:41:46",1692034906829,1,"14/08/2023 18:41:46",140743,17,"task-f6fg",NA,31181284,9244017,NA,"complete",NA,"64da50a5b280d5d8e5e9eb1f","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x609",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","You give a vague description",6582.492,32612.433,32629.183,6582.492,32612.433,32629.183,1,6582.492,26046.691,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF53772"
