"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"25",1692448078091,"19/08/2023 12:27:58",1692451678091,1,"19/08/2023 14:27:58",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967.983000000007,967.983000000007,967.983000000007,967.983000000007,967.983000000007,967.983000000007,1,967.983000000007,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF88097"
"26",1692448092669,"19/08/2023 12:28:12",1692451692669,1,"19/08/2023 14:28:12",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",14578.4719998093,14562.523,14578.4719998093,14578.4719998093,14562.523,14578.4719998093,1,14578.4719998093,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF88097"
"27",1692448092675,"19/08/2023 12:28:12",1692451692675,1,"19/08/2023 14:28:12",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Video","w2ir4b",1,"response","it was excellent",8140.39799999999,14562.523,14579.253,8140.39799999999,14562.523,14579.253,1,8140.39799999999,6438.85499999998,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF88097"
"28",1692448092675,"19/08/2023 12:28:12",1692451692675,1,"19/08/2023 14:28:12",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Video","w2ir4b",1,"response","you did really well",3019.18700000001,14562.523,14579.253,3019.18700000001,14562.523,14579.253,1,3019.18700000001,11560.066,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF88097"
"29",1692448093622,"19/08/2023 12:28:13",1692451693622,1,"19/08/2023 14:28:13",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",967.983000000007,967.983000000007,967.983000000007,967.983000000007,967.983000000007,967.983000000007,1,967.983000000007,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF88097"
"30",1692448135849,"19/08/2023 12:28:55",1692451735849,1,"19/08/2023 14:28:55",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",42227.9659998093,42220.477,42227.9659998093,42227.9659998093,42220.477,42227.9659998093,1,42227.9659998093,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF88097"
"31",1692448135853,"19/08/2023 12:28:55",1692451735853,1,"19/08/2023 14:28:55",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","clear speaking i guess",35448.081,42220.477,42231.9659998093,35448.081,42220.477,42231.9659998093,1,35448.081,6783.88499980926,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF88097"
"32",1692448135853,"19/08/2023 12:28:55",1692451735853,1,"19/08/2023 14:28:55",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","it could be seen as a good description i think",17932.17,42220.477,42232.4659998093,17932.17,42220.477,42232.4659998093,1,17932.17,24300.2959998093,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF88097"
"33",1692448136810,"19/08/2023 12:28:56",1692451736810,1,"19/08/2023 14:28:56",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967.775999999983,967.775999999983,967.775999999983,967.775999999983,967.775999999983,967.775999999983,1,967.775999999983,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF88097"
"34",1692448151611,"19/08/2023 12:29:11",1692451751611,1,"19/08/2023 14:29:11",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",14801.7129998093,14796.301,14801.7129998093,14801.7129998093,14796.301,14801.7129998093,1,14801.7129998093,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF88097"
"35",1692448151614,"19/08/2023 12:29:11",1692451751614,1,"19/08/2023 14:29:11",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","it was okay",12260.728,14796.301,14805.1129999046,12260.728,14796.301,14805.1129999046,1,12260.728,2544.38499990464,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF88097"
"36",1692448151614,"19/08/2023 12:29:11",1692451751614,1,"19/08/2023 14:29:11",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","i think i can picture the image",1784.72200000001,14796.301,14805.513,1784.72200000001,14796.301,14805.513,1,1784.72200000001,13020.791,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF88097"
"37",1692448152574,"19/08/2023 12:29:12",1692451752574,1,"19/08/2023 14:29:12",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967.978000000003,967.978000000003,967.978000000003,967.978000000003,967.978000000003,967.978000000003,1,967.978000000003,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF88097"
"38",1692448167566,"19/08/2023 12:29:27",1692451767566,1,"19/08/2023 14:29:27",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",14996.403,14979.645,14996.403,14996.403,14979.645,14996.403,1,14996.403,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF88097"
"39",1692448167570,"19/08/2023 12:29:27",1692451767570,1,"19/08/2023 14:29:27",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"response","you were great",11710.339,14979.645,14996.403,11710.339,14979.645,14996.403,1,11710.339,3286.06399999998,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF88097"
"40",1692448167570,"19/08/2023 12:29:27",1692451767570,1,"19/08/2023 14:29:27",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"response","i can picture the image very clearly",3652.79000000001,14979.645,14996.403,3652.79000000001,14979.645,14996.403,1,3652.79000000001,11343.613,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF88097"
"41",1692448168518,"19/08/2023 12:29:28",1692451768518,1,"19/08/2023 14:29:28",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",967.90300000002,967.90300000002,967.90300000002,967.90300000002,967.90300000002,967.90300000002,1,967.90300000002,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF88097"
"42",1692448168522,"19/08/2023 12:29:28",1692451768522,1,"19/08/2023 14:29:28",140743,17,"task-f6fg",NA,31255489,9265347,NA,"complete",NA,"64e0bcd5bf3ef3ff724048a9","computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.82","1366x768","1311x649",NA,NA,0,"Video Feedback Task (Clone)",6,"BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF88097"
"1",1692198842889,"16/08/2023 15:14:02",1692202442889,1,"16/08/2023 17:14:02",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF01588"
"2",1692198980093,"16/08/2023 15:16:20",1692202580093,1,"16/08/2023 17:16:20",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",136602.516,136585.82,136602.516,136602.516,136585.82,136602.516,1,136602.516,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
"3",1692198980101,"16/08/2023 15:16:20",1692202580101,1,"16/08/2023 17:16:20",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","that was alright",130269.787,136585.82,136602.516,130269.787,136585.82,136602.516,1,130269.787,6332.72900000001,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
"4",1692198980102,"16/08/2023 15:16:20",1692202580102,1,"16/08/2023 17:16:20",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","easy voice to listen to",56244.208,136585.82,136602.516,56244.208,136585.82,136602.516,1,56244.208,80358.308,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
"5",1692198981040,"16/08/2023 15:16:21",1692202581040,1,"16/08/2023 17:16:21",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.531000000017,966.531000000017,966.531000000017,966.531000000017,966.531000000017,966.531000000017,1,966.531000000017,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
"6",1692199042181,"16/08/2023 15:17:22",1692202642181,1,"16/08/2023 17:17:22",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",61143.561,61126.94,61143.561,61143.561,61126.94,61143.561,1,61143.561,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01588"
"7",1692199042191,"16/08/2023 15:17:22",1692202642191,1,"16/08/2023 17:17:22",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"response","great job",50827.996,61126.94,61143.561,50827.996,61126.94,61143.561,1,50827.996,10315.565,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01588"
"8",1692199042192,"16/08/2023 15:17:22",1692202642192,1,"16/08/2023 17:17:22",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"response","nice and fluent making things easy to picture",22797.547,61126.94,61143.561,22797.547,61126.94,61143.561,1,22797.547,38346.014,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01588"
"9",1692199043130,"16/08/2023 15:17:23",1692202643130,1,"16/08/2023 17:17:23",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",966.554000000004,966.554000000004,966.554000000004,966.554000000004,966.554000000004,966.554000000004,1,966.554000000004,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01588"
"10",1692199118394,"16/08/2023 15:18:38",1692202718394,1,"16/08/2023 17:18:38",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",75265.1670001431,75258.826,75265.1670001431,75265.1670001431,75258.826,75265.1670001431,1,75265.1670001431,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
"11",1692199118403,"16/08/2023 15:18:38",1692202718403,1,"16/08/2023 17:18:38",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"response","good vibes",71242.531,75258.826,75274.067,71242.531,75258.826,75274.067,1,71242.531,4031.53600000002,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
"12",1692199118405,"16/08/2023 15:18:38",1692202718405,1,"16/08/2023 17:18:38",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"response","they seem very kind and gentle",38779.264,75258.826,75275.542,38779.264,75258.826,75275.542,1,38779.264,36496.278,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
"13",1692199119356,"16/08/2023 15:18:39",1692202719356,1,"16/08/2023 17:18:39",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.509999999951,966.509999999951,966.509999999951,966.509999999951,966.509999999951,966.509999999951,1,966.509999999951,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
"14",1692199293432,"16/08/2023 15:21:33",1692202893432,1,"16/08/2023 17:21:33",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",174073.331000143,174065.083,174073.331000143,174073.331000143,174065.083,174073.331000143,1,174073.331000143,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
"15",1692199293442,"16/08/2023 15:21:33",1692202893442,1,"16/08/2023 17:21:33",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","needs a bit of confidence",139918.664,174065.083,174081.798,139918.664,174065.083,174081.798,1,139918.664,34163.134,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
"16",1692199293443,"16/08/2023 15:21:33",1692202893443,1,"16/08/2023 17:21:33",140743,17,"task-f6fg",NA,31222477,9254717,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"Video Feedback Task (Clone)",6,"HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","decent ",49778.1200000001,174065.083,174081.798,49778.1200000001,174065.083,174081.798,1,49778.1200000001,124303.678,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01588"
