"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
4,1720779741735,"12/07/2024 10:22:21",1720783341735,1,"12/07/2024 12:22:21",177048,9,"task-xk4o",NA,38934734,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",30128.0999999523,30116.6,30128.0999999523,30128.0999999523,30116.6,30128.0999999523,1,30128.0999999523,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO34679"
5,1720779775890,"12/07/2024 10:22:55",1720783375890,1,"12/07/2024 12:22:55",177048,9,"task-xk4o",NA,38934734,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",34149.8,34133.2,34149.8,34149.8,34133.2,34149.8,1,34149.8,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO34679"
6,1720779797337,"12/07/2024 10:23:17",1720783397337,1,"12/07/2024 12:23:17",177048,9,"task-xk4o",NA,38934734,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",21457.6999998093,21449.9,21457.6999998093,21457.6999998093,21449.9,21457.6999998093,1,21457.6999998093,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO34679"
7,1720779810041,"12/07/2024 10:23:30",1720783410041,1,"12/07/2024 12:23:30",177048,9,"task-xk4o",NA,38934734,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",12711.3999999523,12700,12711.3999999523,12711.3999999523,12700,12711.3999999523,1,12711.3999999523,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO34679"
8,1720779838879,"12/07/2024 10:23:58",1720783438879,1,"12/07/2024 12:23:58",177048,9,"task-xk4o",NA,38934734,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",28848.499999857,28833.2,28848.499999857,28848.499999857,28833.2,28848.499999857,1,28848.499999857,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO34679"
9,1720779886891,"12/07/2024 10:24:46",1720783486891,1,"12/07/2024 12:24:46",177048,9,"task-xk4o",NA,38934734,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",48026.6999999523,48016.4,48026.6999999523,48026.6999999523,48016.4,48026.6999999523,1,48026.6999999523,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO34679"
10,1720779886901,"12/07/2024 10:24:46",1720783486901,1,"12/07/2024 12:24:46",177048,9,"task-xk4o",NA,38934734,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO34679"
1,1721308903579,"18/07/2024 13:21:43",1721312503579,1,"18/07/2024 15:21:43",177048,9,"task-xk4o",NA,39055115,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO96648"
2,1721308915842,"18/07/2024 13:21:55",1721312515842,1,"18/07/2024 15:21:55",177048,9,"task-xk4o",NA,39055115,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",11993.7999999523,11983.5,11993.7999999523,11993.7999999523,11983.5,11993.7999999523,1,11993.7999999523,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO96648"
3,1721308919154,"18/07/2024 13:21:59",1721312519154,1,"18/07/2024 15:21:59",177048,9,"task-xk4o",NA,39055115,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3322.19999980927,3316.9,3322.19999980927,3322.19999980927,3316.9,3322.19999980927,1,3322.19999980927,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO96648"
4,1721308938119,"18/07/2024 13:22:18",1721312538119,1,"18/07/2024 15:22:18",177048,9,"task-xk4o",NA,39055115,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",18970.6,18967.5,18970.6,18970.6,18967.5,18970.6,1,18970.6,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO96648"
5,1721308954725,"18/07/2024 13:22:34",1721312554725,1,"18/07/2024 15:22:34",177048,9,"task-xk4o",NA,39055115,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",16609.1999999046,16601.2,16609.1999999046,16609.1999999046,16601.2,16609.1999999046,1,16609.1999999046,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO96648"
6,1721308971763,"18/07/2024 13:22:51",1721312571763,1,"18/07/2024 15:22:51",177048,9,"task-xk4o",NA,39055115,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",17045.1999999523,17033.7,17045.1999999523,17045.1999999523,17033.7,17045.1999999523,1,17045.1999999523,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO96648"
7,1721308976705,"18/07/2024 13:22:56",1721312576705,1,"18/07/2024 15:22:56",177048,9,"task-xk4o",NA,39055115,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4953.09999985695,4950.09999999999,4953.09999985695,4953.09999985695,4950.09999999999,4953.09999985695,1,4953.09999985695,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO96648"
8,1721308987719,"18/07/2024 13:23:07",1721312587719,1,"18/07/2024 15:23:07",177048,9,"task-xk4o",NA,39055115,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",11017.499999857,11000.9,11017.499999857,11017.499999857,11000.9,11017.499999857,1,11017.499999857,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO96648"
9,1721308990112,"18/07/2024 13:23:10",1721312590112,1,"18/07/2024 15:23:10",177048,9,"task-xk4o",NA,39055115,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2409.49999995231,2400.09999999999,2409.49999995231,2409.49999995231,2400.09999999999,2409.49999995231,1,2409.49999995231,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO96648"
10,1721308990115,"18/07/2024 13:23:10",1721312590115,1,"18/07/2024 15:23:10",177048,9,"task-xk4o",NA,39055115,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO96648"
1,1721824952469,"24/07/2024 12:42:32",1721828552469,1,"24/07/2024 14:42:32",177048,9,"task-xk4o",NA,39179294,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO84507"
2,1721824955585,"24/07/2024 12:42:35",1721828555585,1,"24/07/2024 14:42:35",177048,9,"task-xk4o",NA,39179294,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3066.9,3050,3066.9,3066.9,3050,3066.9,1,3066.9,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO84507"
3,1721824958417,"24/07/2024 12:42:38",1721828558417,1,"24/07/2024 14:42:38",177048,9,"task-xk4o",NA,39179294,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2852.60000001192,2849.3,2852.60000001192,2852.60000001192,2849.3,2852.60000001192,1,2852.60000001192,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO84507"
4,1721824974415,"24/07/2024 12:42:54",1721828574415,1,"24/07/2024 14:42:54",177048,9,"task-xk4o",NA,39179294,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1920x1048",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",15999.9,15983.6,15999.9,15999.9,15983.6,15999.9,1,15999.9,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO84507"
5,1721824988485,"24/07/2024 12:43:08",1721828588485,1,"24/07/2024 14:43:08",177048,9,"task-xk4o",NA,39179294,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1920x1048",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",14087.7000000119,14083.7,14087.7000000119,14087.7000000119,14083.7,14087.7000000119,1,14087.7000000119,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO84507"
6,1721824996384,"24/07/2024 12:43:16",1721828596384,1,"24/07/2024 14:43:16",177048,9,"task-xk4o",NA,39179294,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1920x1048",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",7900.49999999999,7883.3,7900.49999999999,7900.49999999999,7883.3,7900.49999999999,1,7900.49999999999,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO84507"
7,1721825000712,"24/07/2024 12:43:20",1721828600712,1,"24/07/2024 14:43:20",177048,9,"task-xk4o",NA,39179294,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1920x1048",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4346.9,4333.3,4346.9,4346.9,4333.3,4346.9,1,4346.9,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO84507"
8,1721825003568,"24/07/2024 12:43:23",1721828603568,1,"24/07/2024 14:43:23",177048,9,"task-xk4o",NA,39179294,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1920x1048",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",2869.99999997616,2866.8,2869.99999997616,2869.99999997616,2866.8,2869.99999997616,1,2869.99999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO84507"
9,1721825007318,"24/07/2024 12:43:27",1721828607318,1,"24/07/2024 14:43:27",177048,9,"task-xk4o",NA,39179294,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1920x1048",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3753.40000002384,3749,3753.40000002384,3753.40000002384,3749,3753.40000002384,1,3753.40000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO84507"
10,1721825007320,"24/07/2024 12:43:27",1721828607320,1,"24/07/2024 14:43:27",177048,9,"task-xk4o",NA,39179294,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1920x1048",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO84507"
1,1721989082352,"26/07/2024 10:18:02",1721992682352,1,"26/07/2024 12:18:02",177048,9,"task-xk4o",NA,39213858,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO15787"
2,1721989087998,"26/07/2024 10:18:07",1721992687998,1,"26/07/2024 12:18:07",177048,9,"task-xk4o",NA,39213858,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",5159.00000000014,5145.5,5159.00000000014,5159.00000000014,5145.5,5159.00000000014,1,5159.00000000014,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO15787"
3,1721989090975,"26/07/2024 10:18:10",1721992690975,1,"26/07/2024 12:18:10",177048,9,"task-xk4o",NA,39213858,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2990.50000000014,2980.7,2990.50000000014,2990.50000000014,2980.7,2990.50000000014,1,2990.50000000014,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO15787"
4,1721989100265,"26/07/2024 10:18:20",1721992700265,1,"26/07/2024 12:18:20",177048,9,"task-xk4o",NA,39213858,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",9299.70000000005,9291.8,9299.70000000005,9299.70000000005,9291.8,9299.70000000005,1,9299.70000000005,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO15787"
5,1721989119723,"26/07/2024 10:18:39",1721992719723,1,"26/07/2024 12:18:39",177048,9,"task-xk4o",NA,39213858,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",19466.6,19449.8,19466.6,19466.6,19449.8,19466.6,1,19466.6,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO15787"
6,1721989132309,"26/07/2024 10:18:52",1721992732309,1,"26/07/2024 12:18:52",177048,9,"task-xk4o",NA,39213858,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",12603.1,12588.9,12603.1,12603.1,12588.9,12603.1,1,12603.1,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO15787"
7,1721989137470,"26/07/2024 10:18:57",1721992737470,1,"26/07/2024 12:18:57",177048,9,"task-xk4o",NA,39213858,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5174.9,5162.2,5174.9,5174.9,5162.2,5174.9,1,5174.9,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO15787"
8,1721989144815,"26/07/2024 10:19:04",1721992744815,1,"26/07/2024 12:19:04",177048,9,"task-xk4o",NA,39213858,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",7357.40000000018,7343.5,7357.40000000018,7357.40000000018,7343.5,7357.40000000018,1,7357.40000000018,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO15787"
9,1721989147753,"26/07/2024 10:19:07",1721992747753,1,"26/07/2024 12:19:07",177048,9,"task-xk4o",NA,39213858,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2952.30000000009,2947.39999999999,2952.30000000009,2952.30000000009,2947.39999999999,2952.30000000009,1,2952.30000000009,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO15787"
10,1721989147758,"26/07/2024 10:19:07",1721992747758,1,"26/07/2024 12:19:07",177048,9,"task-xk4o",NA,39213858,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO15787"
1,1722262644949,"29/07/2024 14:17:24",1722266244949,1,"29/07/2024 16:17:24",177048,9,"task-xk4o",NA,39258507,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO97532"
2,1722262648068,"29/07/2024 14:17:28",1722266248068,1,"29/07/2024 16:17:28",177048,9,"task-xk4o",NA,39258507,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",2919.30000009537,2913.9,2919.30000009537,2919.30000009537,2913.9,2919.30000009537,1,2919.30000009537,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO97532"
3,1722262650876,"29/07/2024 14:17:30",1722266250876,1,"29/07/2024 16:17:30",177048,9,"task-xk4o",NA,39258507,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2813.40000009537,2797.9,2813.40000009537,2813.40000009537,2797.9,2813.40000009537,1,2813.40000009537,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO97532"
4,1722262663924,"29/07/2024 14:17:43",1722266263924,1,"29/07/2024 16:17:43",177048,9,"task-xk4o",NA,39258507,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",13065.1,13055.1,13065.1,13065.1,13055.1,13065.1,1,13065.1,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO97532"
