"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
9,1721817751737,"24/07/2024 10:42:31",1721821351737,1,"24/07/2024 12:42:31",177048,9,"task-xk4o",NA,39169021,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",5126.29999997616,5114.8,5126.29999997616,5126.29999997616,5114.8,5126.29999997616,1,5126.29999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO45532"
10,1721817751743,"24/07/2024 10:42:31",1721821351743,1,"24/07/2024 12:42:31",177048,9,"task-xk4o",NA,39169021,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO45532"
1,1721816593440,"24/07/2024 10:23:13",1721820193440,1,"24/07/2024 12:23:13",177048,9,"task-xk4o",NA,39164895,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO14738"
2,1721816596492,"24/07/2024 10:23:16",1721820196492,1,"24/07/2024 12:23:16",177048,9,"task-xk4o",NA,39164895,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",2996.70000019073,2983.2,2996.70000019073,2996.70000019073,2983.2,2996.70000019073,1,2996.70000019073,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO14738"
3,1721816598982,"24/07/2024 10:23:18",1721820198982,1,"24/07/2024 12:23:18",177048,9,"task-xk4o",NA,39164895,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2503.50000019073,2499.8,2503.50000019073,2503.50000019073,2499.8,2503.50000019073,1,2503.50000019073,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO14738"
4,1721816616779,"24/07/2024 10:23:36",1721820216779,1,"24/07/2024 12:23:36",177048,9,"task-xk4o",NA,39164895,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",17799.6,17782.6,17799.6,17799.6,17782.6,17799.6,1,17799.6,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO14738"
5,1721816633236,"24/07/2024 10:23:53",1721820233236,1,"24/07/2024 12:23:53",177048,9,"task-xk4o",NA,39164895,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",16475.8,16465.6,16475.8,16475.8,16465.6,16475.8,1,16475.8,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO14738"
6,1721816642476,"24/07/2024 10:24:02",1721820242476,1,"24/07/2024 12:24:02",177048,9,"task-xk4o",NA,39164895,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",9248.4000002861,9232.7,9248.4000002861,9248.4000002861,9232.7,9248.4000002861,1,9248.4000002861,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO14738"
7,1721816649303,"24/07/2024 10:24:09",1721820249303,1,"24/07/2024 12:24:09",177048,9,"task-xk4o",NA,39164895,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6843,6833,6843,6843,6833,6843,1,6843,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO14738"
8,1721816652200,"24/07/2024 10:24:12",1721820252200,1,"24/07/2024 12:24:12",177048,9,"task-xk4o",NA,39164895,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",2906.60000038147,2899.7,2906.60000038147,2906.60000038147,2899.7,2906.60000038147,1,2906.60000038147,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO14738"
9,1721816655084,"24/07/2024 10:24:15",1721820255084,1,"24/07/2024 12:24:15",177048,9,"task-xk4o",NA,39164895,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2890.5000002861,2883.4,2890.5000002861,2890.5000002861,2883.4,2890.5000002861,1,2890.5000002861,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO14738"
10,1721816655085,"24/07/2024 10:24:15",1721820255085,1,"24/07/2024 12:24:15",177048,9,"task-xk4o",NA,39164895,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO14738"
1,1721643724378,"22/07/2024 10:22:04",1721647324378,1,"22/07/2024 12:22:04",177048,9,"task-xk4o",NA,39121414,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO14619"
2,1721643739847,"22/07/2024 10:22:19",1721647339847,1,"22/07/2024 12:22:19",177048,9,"task-xk4o",NA,39121414,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",15269.5000000477,15261.9,15269.5000000477,15269.5000000477,15261.9,15269.5000000477,1,15269.5000000477,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO14619"
3,1721643750464,"22/07/2024 10:22:30",1721647350464,1,"22/07/2024 12:22:30",177048,9,"task-xk4o",NA,39121414,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",10625.1000000477,10609.2,10625.1000000477,10625.1000000477,10609.2,10625.1000000477,1,10625.1000000477,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO14619"
4,1721643781852,"22/07/2024 10:23:01",1721647381852,1,"22/07/2024 12:23:01",177048,9,"task-xk4o",NA,39121414,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",31403.9000000477,31388.9,31403.9000000477,31403.9000000477,31388.9,31403.9000000477,1,31403.9000000477,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO14619"
5,1721643789806,"22/07/2024 10:23:09",1721647389806,1,"22/07/2024 12:23:09",177048,9,"task-xk4o",NA,39121414,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",7968.59999995232,7954.60000000001,7968.59999995232,7968.59999995232,7954.60000000001,7968.59999995232,1,7968.59999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO14619"
6,1721643798480,"22/07/2024 10:23:18",1721647398480,1,"22/07/2024 12:23:18",177048,9,"task-xk4o",NA,39121414,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",8688.2,8673.5,8688.2,8688.2,8673.5,8688.2,1,8688.2,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO14619"
7,1721643803891,"22/07/2024 10:23:23",1721647403891,1,"22/07/2024 12:23:23",177048,9,"task-xk4o",NA,39121414,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5425.7,5420.3,5425.7,5425.7,5420.3,5425.7,1,5425.7,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO14619"
8,1721643808628,"22/07/2024 10:23:28",1721647408628,1,"22/07/2024 12:23:28",177048,9,"task-xk4o",NA,39121414,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4741.89999999999,4736.89999999999,4741.89999999999,4741.89999999999,4736.89999999999,4741.89999999999,1,4741.89999999999,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO14619"
9,1721643811699,"22/07/2024 10:23:31",1721647411699,1,"22/07/2024 12:23:31",177048,9,"task-xk4o",NA,39121414,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3076,3069.60000000001,3076,3076,3069.60000000001,3076,1,3076,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO14619"
10,1721643811700,"22/07/2024 10:23:31",1721647411700,1,"22/07/2024 12:23:31",177048,9,"task-xk4o",NA,39121414,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","2048x1152","2048x1065",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO14619"
1,1721058048392,"15/07/2024 15:40:48",1721061648392,1,"15/07/2024 17:40:48",177048,9,"task-xk4o",NA,38979130,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO16544"
2,1721058051848,"15/07/2024 15:40:51",1721061651848,1,"15/07/2024 17:40:51",177048,9,"task-xk4o",NA,38979130,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3298.1,3283.5,3298.1,3298.1,3283.5,3298.1,1,3298.1,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO16544"
3,1721058055114,"15/07/2024 15:40:55",1721061655114,1,"15/07/2024 17:40:55",177048,9,"task-xk4o",NA,38979130,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3280.79999998808,3266.9,3280.79999998808,3280.79999998808,3266.9,3280.79999998808,1,3280.79999998808,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO16544"
4,1721058065498,"15/07/2024 15:41:05",1721061665498,1,"15/07/2024 17:41:05",177048,9,"task-xk4o",NA,38979130,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",10398.7,10383.8,10398.7,10398.7,10383.8,10398.7,1,10398.7,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO16544"
5,1721058071531,"15/07/2024 15:41:11",1721061671531,1,"15/07/2024 17:41:11",177048,9,"task-xk4o",NA,38979130,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",6047.69999998212,6033.6,6047.69999998212,6047.69999998212,6033.6,6047.69999998212,1,6047.69999998212,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO16544"
6,1721058081498,"15/07/2024 15:41:21",1721061681498,1,"15/07/2024 17:41:21",177048,9,"task-xk4o",NA,38979130,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",9981.49999998808,9967.1,9981.49999998808,9981.49999998808,9967.1,9981.49999998808,1,9981.49999998808,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO16544"
7,1721058110183,"15/07/2024 15:41:50",1721061710183,1,"15/07/2024 17:41:50",177048,9,"task-xk4o",NA,38979130,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",28699.2,28684.5,28699.2,28699.2,28684.5,28699.2,1,28699.2,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO16544"
8,1721058116032,"15/07/2024 15:41:56",1721061716032,1,"15/07/2024 17:41:56",177048,9,"task-xk4o",NA,38979130,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",5864.49999998212,5850.3,5864.49999998212,5864.49999998212,5850.3,5864.49999998212,1,5864.49999998212,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO16544"
9,1721058121783,"15/07/2024 15:42:01",1721061721783,1,"15/07/2024 17:42:01",177048,9,"task-xk4o",NA,38979130,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",5765.29999997615,5750.2,5765.29999997615,5765.29999997615,5750.2,5765.29999997615,1,5765.29999997615,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO16544"
10,1721058121792,"15/07/2024 15:42:01",1721061721792,1,"15/07/2024 17:42:01",177048,9,"task-xk4o",NA,38979130,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO16544"
1,1720626461704,"10/07/2024 15:47:41",1720630061704,1,"10/07/2024 17:47:41",177048,9,"task-xk4o",NA,38876961,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO31721"
2,1720626465526,"10/07/2024 15:47:45",1720630065526,1,"10/07/2024 17:47:45",177048,9,"task-xk4o",NA,38876961,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3489.154,3475.919,3489.154,3489.154,3475.919,3489.154,1,3489.154,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO31721"
3,1720626469059,"10/07/2024 15:47:49",1720630069059,1,"10/07/2024 17:47:49",177048,9,"task-xk4o",NA,38876961,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3549.01699771118,3542.68,3549.01699771118,3549.01699771118,3542.68,3549.01699771118,1,3549.01699771118,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO31721"
4,1720626477637,"10/07/2024 15:47:57",1720630077637,1,"10/07/2024 17:47:57",177048,9,"task-xk4o",NA,38876961,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",8582.758,8569.486,8582.758,8582.758,8569.486,8582.758,1,8582.758,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO31721"
5,1720626493772,"10/07/2024 15:48:13",1720630093772,1,"10/07/2024 17:48:13",177048,9,"task-xk4o",NA,38876961,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",16149.451,16136.137,16149.451,16149.451,16136.137,16149.451,1,16149.451,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO31721"
6,1720626497609,"10/07/2024 15:48:17",1720630097609,1,"10/07/2024 17:48:17",177048,9,"task-xk4o",NA,38876961,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",3850.314,3836.955,3850.314,3850.314,3836.955,3850.314,1,3850.314,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO31721"
7,1720626502421,"10/07/2024 15:48:22",1720630102421,1,"10/07/2024 17:48:22",177048,9,"task-xk4o",NA,38876961,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4824.75899771118,4812.615,4824.75899771118,4824.75899771118,4812.615,4824.75899771118,1,4824.75899771118,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO31721"
8,1720626507459,"10/07/2024 15:48:27",1720630107459,1,"10/07/2024 17:48:27",177048,9,"task-xk4o",NA,38876961,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",5050.44400076294,5040.141,5050.44400076294,5050.44400076294,5040.141,5050.44400076294,1,5050.44400076294,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO31721"
9,1720626510164,"10/07/2024 15:48:30",1720630110164,1,"10/07/2024 17:48:30",177048,9,"task-xk4o",NA,38876961,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2715.20299847412,2713.634,2715.20299847412,2715.20299847412,2713.634,2715.20299847412,1,2715.20299847412,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO31721"
