"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Index","Spreadsheet..X1","Spreadsheet..X2","Spreadsheet..Display","Spreadsheet..test_response_save","Manipulation..Spreadsheet","Store..test_response_save","Random_ID"
"142",1691097144210,"03/08/2023 21:12:24",1691100744210,1,"03/08/2023 23:12:24",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",70,"Task","Screen 1","113qg5",1,"continue","",1538.84500000149,1533.125,1538.84500000149,1538.84500000149,1533.125,1538.84500000149,1,1538.84500000149,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You did what was asked of you.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM79155"
"143",1691097145971,"03/08/2023 21:12:25",1691100745971,1,"03/08/2023 23:12:25",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",70,"Task","Screen 3","izqege",2,"continue","",1766.321,1766.321,1766.321,1766.321,1766.321,1766.321,1,1766.321,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM79155"
"144",1691097147297,"03/08/2023 21:12:27",1691100747297,1,"03/08/2023 23:12:27",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",71,"Task","Screen 1","113qg5",1,"continue","",1326.49900000298,1316.42099999997,1326.49900000298,1326.49900000298,1316.42099999997,1326.49900000298,1,1326.49900000298,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was decent.","That was perfect.","Task",NA,NA,NA,"SUPTM79155"
"145",1691097149054,"03/08/2023 21:12:29",1691100749054,1,"03/08/2023 23:12:29",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",71,"Task","Screen 3","izqege",2,"continue","",1766.46400000004,1766.46400000004,1766.46400000004,1766.46400000004,1766.46400000004,1766.46400000004,1,1766.46400000004,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","That was perfect.","Task",NA,NA,NA,"SUPTM79155"
"146",1691097150600,"03/08/2023 21:12:30",1691100750600,1,"03/08/2023 23:12:30",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",72,"Task","Screen 1","113qg5",1,"continue","",1545.91399999999,1533.147,1545.91399999999,1545.91399999999,1533.147,1545.91399999999,1,1545.91399999999,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was decent.","You said all the right things.","Task",NA,NA,NA,"SUPTM79155"
"147",1691097152354,"03/08/2023 21:12:32",1691100752354,1,"03/08/2023 23:12:32",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",72,"Task","Screen 3","izqege",2,"continue","",1766.73999999999,1766.73999999999,1766.73999999999,1766.73999999999,1766.73999999999,1766.73999999999,1,1766.73999999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","You said all the right things.","Task",NA,NA,NA,"SUPTM79155"
"148",1691097153386,"03/08/2023 21:12:33",1691100753386,1,"03/08/2023 23:12:33",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",73,"Task","Screen 1","113qg5",1,"continue","",1032.527,1016.255,1032.527,1032.527,1016.255,1032.527,1,1032.527,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was satisfactory.","I could easily picture what you were describing.","Task",NA,NA,NA,"SUPTM79155"
"149",1691097155137,"03/08/2023 21:12:35",1691100755137,1,"03/08/2023 23:12:35",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",73,"Task","Screen 3","izqege",2,"continue","",1766.59700000001,1766.59700000001,1766.59700000001,1766.59700000001,1766.59700000001,1766.59700000001,1,1766.59700000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","I could easily picture what you were describing.","Task",NA,NA,NA,"SUPTM79155"
"150",1691097156254,"03/08/2023 21:12:36",1691100756254,1,"03/08/2023 23:12:36",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",74,"Task","Screen 1","113qg5",1,"continue","",1117.67499999999,1116.342,1117.67499999999,1117.67499999999,1116.342,1117.67499999999,1,1117.67499999999,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was decent.","Your description was very insightful.","Task",NA,NA,NA,"SUPTM79155"
"151",1691097158021,"03/08/2023 21:12:38",1691100758021,1,"03/08/2023 23:12:38",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",74,"Task","Screen 3","izqege",2,"continue","",1766.41200000001,1766.41200000001,1766.41200000001,1766.41200000001,1766.41200000001,1766.41200000001,1,1766.41200000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","Your description was very insightful.","Task",NA,NA,NA,"SUPTM79155"
"152",1691097159919,"03/08/2023 21:12:39",1691100759919,1,"03/08/2023 23:12:39",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",75,"Task","Screen 1","113qg5",1,"continue","",1899.22100000444,1883.13499999995,1899.22100000444,1899.22100000444,1883.13499999995,1899.22100000444,1,1899.22100000444,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"You appeared very confident.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM79155"
"153",1691097161670,"03/08/2023 21:12:41",1691100761670,1,"03/08/2023 23:12:41",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",75,"Task","Screen 3","izqege",2,"continue","",1766.71900000004,1766.71900000004,1766.71900000004,1766.71900000004,1766.71900000004,1766.71900000004,1,1766.71900000004,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appeared very confident.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM79155"
"154",1691097162692,"03/08/2023 21:12:42",1691100762692,1,"03/08/2023 23:12:42",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",76,"Task","Screen 1","113qg5",1,"continue","",1022.36700000445,1016.62299999996,1022.36700000445,1022.36700000445,1016.62299999996,1022.36700000445,1,1022.36700000445,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was satisfactory.","That was perfect.","Task",NA,NA,NA,"SUPTM79155"
"155",1691097164453,"03/08/2023 21:12:44",1691100764453,1,"03/08/2023 23:12:44",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",76,"Task","Screen 3","izqege",2,"continue","",1766.31800000003,1766.31800000003,1766.31800000003,1766.31800000003,1766.31800000003,1766.31800000003,1,1766.31800000003,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","That was perfect.","Task",NA,NA,NA,"SUPTM79155"
"156",1691097166080,"03/08/2023 21:12:46",1691100766080,1,"03/08/2023 23:12:46",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",77,"Task","Screen 1","113qg5",1,"continue","",1628.0259999985,1616.46399999998,1628.0259999985,1628.0259999985,1616.46399999998,1628.0259999985,1,1628.0259999985,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You said all the right things.","You appeared very confident.","Task",NA,NA,NA,"SUPTM79155"
"157",1691097167836,"03/08/2023 21:12:47",1691100767836,1,"03/08/2023 23:12:47",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",77,"Task","Screen 3","izqege",2,"continue","",1766.10000000003,1766.10000000003,1766.10000000003,1766.10000000003,1766.10000000003,1766.10000000003,1,1766.10000000003,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You said all the right things.","You appeared very confident.","Task",NA,NA,NA,"SUPTM79155"
"158",1691097169948,"03/08/2023 21:12:49",1691100769948,1,"03/08/2023 23:12:49",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",78,"Task","Screen 1","113qg5",1,"continue","",2113.26200000296,2099.967,2113.26200000296,2113.26200000296,2099.967,2113.26200000296,1,2113.26200000296,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","You said all the right things.","Task",NA,NA,NA,"SUPTM79155"
"159",1691097171702,"03/08/2023 21:12:51",1691100771702,1,"03/08/2023 23:12:51",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",78,"Task","Screen 3","izqege",2,"continue","",1766.49199999997,1766.49199999997,1766.49199999997,1766.49199999997,1766.49199999997,1766.49199999997,1,1766.49199999997,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","You said all the right things.","Task",NA,NA,NA,"SUPTM79155"
"160",1691097172938,"03/08/2023 21:12:52",1691100772938,1,"03/08/2023 23:12:52",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",79,"Task","Screen 1","113qg5",1,"continue","",1236.603,1232.96500000003,1236.603,1236.603,1232.96500000003,1236.603,1,1236.603,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Excellent!","You appeared very confident.","Task",NA,NA,NA,"SUPTM79155"
"161",1691097174702,"03/08/2023 21:12:54",1691100774702,1,"03/08/2023 23:12:54",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",79,"Task","Screen 3","izqege",2,"continue","",1766.679,1766.679,1766.679,1766.679,1766.679,1766.679,1,1766.679,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Excellent!","You appeared very confident.","Task",NA,NA,NA,"SUPTM79155"
"162",1691097175720,"03/08/2023 21:12:55",1691100775720,1,"03/08/2023 23:12:55",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",80,"Task","Screen 1","113qg5",1,"continue","",1018.55900000146,1016.34199999995,1018.55900000146,1018.55900000146,1016.34199999995,1018.55900000146,1,1018.55900000146,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You did what was asked of you.","You said all the right things.","Task",NA,NA,NA,"SUPTM79155"
"163",1691097177484,"03/08/2023 21:12:57",1691100777484,1,"03/08/2023 23:12:57",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",80,"Task","Screen 3","izqege",2,"continue","",1766.66600000003,1766.66600000003,1766.66600000003,1766.66600000003,1766.66600000003,1766.66600000003,1,1766.66600000003,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","You said all the right things.","Task",NA,NA,NA,"SUPTM79155"
"164",1691097178568,"03/08/2023 21:12:58",1691100778568,1,"03/08/2023 23:12:58",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",81,"Task","Screen 1","113qg5",1,"continue","",1084.35099999851,1082.924,1084.35099999851,1084.35099999851,1082.924,1084.35099999851,1,1084.35099999851,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Excellent!","Your description was very insightful.","Task",NA,NA,NA,"SUPTM79155"
"165",1691097180334,"03/08/2023 21:13:00",1691100780334,1,"03/08/2023 23:13:00",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",81,"Task","Screen 3","izqege",2,"continue","",1766.71899999998,1766.71899999998,1766.71899999998,1766.71899999998,1766.71899999998,1766.71899999998,1,1766.71899999998,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Excellent!","Your description was very insightful.","Task",NA,NA,NA,"SUPTM79155"
"166",1691097181396,"03/08/2023 21:13:01",1691100781396,1,"03/08/2023 23:13:01",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",82,"Task","Screen 1","113qg5",1,"continue","",1062.60800000449,1049.71100000001,1062.60800000449,1062.60800000449,1049.71100000001,1062.60800000449,1,1062.60800000449,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"You're very articulate.","That was perfect.","Task",NA,NA,NA,"SUPTM79155"
"167",1691097183150,"03/08/2023 21:13:03",1691100783150,1,"03/08/2023 23:13:03",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",82,"Task","Screen 3","izqege",2,"continue","",1766.549,1766.549,1766.549,1766.549,1766.549,1766.549,1,1766.549,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You're very articulate.","That was perfect.","Task",NA,NA,NA,"SUPTM79155"
"168",1691097185116,"03/08/2023 21:13:05",1691100785116,1,"03/08/2023 23:13:05",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",83,"Task","Screen 1","113qg5",1,"continue","",1966.04800000001,1949.54000000004,1966.04800000001,1966.04800000001,1949.54000000004,1966.04800000001,1,1966.04800000001,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Excellent!","You came across really well.","Task",NA,NA,NA,"SUPTM79155"
"169",1691097186866,"03/08/2023 21:13:06",1691100786866,1,"03/08/2023 23:13:06",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",83,"Task","Screen 3","izqege",2,"continue","",1766.36499999999,1766.36499999999,1766.36499999999,1766.36499999999,1766.36499999999,1766.36499999999,1,1766.36499999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Excellent!","You came across really well.","Task",NA,NA,NA,"SUPTM79155"
"170",1691097188704,"03/08/2023 21:13:08",1691100788704,1,"03/08/2023 23:13:08",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",84,"Task","Screen 1","113qg5",1,"continue","",1837.94300000445,1833.15899999999,1837.94300000445,1837.94300000445,1833.15899999999,1837.94300000445,1,1837.94300000445,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was satisfactory.","Excellent!","Task",NA,NA,NA,"SUPTM79155"
"171",1691097190466,"03/08/2023 21:13:10",1691100790466,1,"03/08/2023 23:13:10",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",84,"Task","Screen 3","izqege",2,"continue","",1766.50599999999,1766.50599999999,1766.50599999999,1766.50599999999,1766.50599999999,1766.50599999999,1,1766.50599999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","Excellent!","Task",NA,NA,NA,"SUPTM79155"
"172",1691097191550,"03/08/2023 21:13:11",1691100791550,1,"03/08/2023 23:13:11",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",85,"Task","Screen 1","113qg5",1,"continue","",1083.92699999997,1066.86099999998,1083.92699999997,1083.92699999997,1066.86099999998,1083.92699999997,1,1083.92699999997,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You seemed very in-control.","You appear very smart.","Task",NA,NA,NA,"SUPTM79155"
"173",1691097193299,"03/08/2023 21:13:13",1691100793299,1,"03/08/2023 23:13:13",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",85,"Task","Screen 3","izqege",2,"continue","",1766.33900000004,1766.33900000004,1766.33900000004,1766.33900000004,1766.33900000004,1766.33900000004,1,1766.33900000004,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You seemed very in-control.","You appear very smart.","Task",NA,NA,NA,"SUPTM79155"
"174",1691097195276,"03/08/2023 21:13:15",1691100795276,1,"03/08/2023 23:13:15",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",86,"Task","Screen 1","113qg5",1,"continue","",1976.87800000148,1966.11099999998,1976.87800000148,1976.87800000148,1966.11099999998,1976.87800000148,1,1976.87800000148,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","You appeared very confident.","Task",NA,NA,NA,"SUPTM79155"
"175",1691097197033,"03/08/2023 21:13:17",1691100797033,1,"03/08/2023 23:13:17",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",86,"Task","Screen 3","izqege",2,"continue","",1766.46100000001,1766.46100000001,1766.46100000001,1766.46100000001,1766.46100000001,1766.46100000001,1,1766.46100000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","You appeared very confident.","Task",NA,NA,NA,"SUPTM79155"
"176",1691097200939,"03/08/2023 21:13:20",1691100800939,1,"03/08/2023 23:13:20",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",87,"Task","Screen 1","113qg5",1,"continue","",3907.3060000015,3899.52299999999,3907.3060000015,3907.3060000015,3899.52299999999,3907.3060000015,1,3907.3060000015,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Your description was very insightful.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM79155"
