"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Index","Spreadsheet..X1","Spreadsheet..X2","Spreadsheet..Display","Spreadsheet..test_response_save","Manipulation..Spreadsheet","Store..test_response_save","Random_ID"
"11",1690961277770,"02/08/2023 07:27:57",1690964877770,1,"02/08/2023 09:27:57",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",4,"Task","Screen 3","izqege",2,"continue","",1769.558,1769.558,1769.558,1769.558,1769.558,1769.558,1,1769.558,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Excellent!","You seemed very in-control.","Task",NA,NA,NA,"SUPTM46030"
"12",1690961279768,"02/08/2023 07:27:59",1690964879768,1,"02/08/2023 09:27:59",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",5,"Task","Screen 1","113qg5",1,"continue","",1999.72299998808,1986.34,1999.72299998808,1999.72299998808,1986.34,1999.72299998808,1,1999.72299998808,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was decent.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM46030"
"13",1690961281525,"02/08/2023 07:28:01",1690964881525,1,"02/08/2023 09:28:01",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",5,"Task","Screen 3","izqege",2,"continue","",1769.324,1769.324,1769.324,1769.324,1769.324,1769.324,1,1769.324,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM46030"
"14",1690961284702,"02/08/2023 07:28:04",1690964884702,1,"02/08/2023 09:28:04",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",6,"Task","Screen 1","113qg5",1,"continue","",3178.25900000596,3171.405,3178.25900000596,3178.25900000596,3171.405,3178.25900000596,1,3178.25900000596,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You seemed very in-control.","You appear very smart.","Task",NA,NA,NA,"SUPTM46030"
"15",1690961286466,"02/08/2023 07:28:06",1690964886466,1,"02/08/2023 09:28:06",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",6,"Task","Screen 3","izqege",2,"continue","",1769.36599999999,1769.36599999999,1769.36599999999,1769.36599999999,1769.36599999999,1769.36599999999,1,1769.36599999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You seemed very in-control.","You appear very smart.","Task",NA,NA,NA,"SUPTM46030"
"16",1690961292322,"02/08/2023 07:28:12",1690964892322,1,"02/08/2023 09:28:12",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",7,"Task","Screen 1","113qg5",1,"continue","",5856.98800000596,5842.26100000001,5856.98800000596,5856.98800000596,5842.26100000001,5856.98800000596,1,5856.98800000596,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Well done!","You seemed very in-control.","Task",NA,NA,NA,"SUPTM46030"
"17",1690961294077,"02/08/2023 07:28:14",1690964894077,1,"02/08/2023 09:28:14",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",7,"Task","Screen 3","izqege",2,"continue","",1769.043,1769.043,1769.043,1769.043,1769.043,1769.043,1,1769.043,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You seemed very in-control.","Task",NA,NA,NA,"SUPTM46030"
"18",1690961296539,"02/08/2023 07:28:16",1690964896539,1,"02/08/2023 09:28:16",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",8,"Task","Screen 1","113qg5",1,"continue","",2462.98399998808,2453.651,2462.98399998808,2462.98399998808,2453.651,2462.98399998808,1,2462.98399998808,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"That was perfect.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM46030"
"19",1690961298301,"02/08/2023 07:28:18",1690964898301,1,"02/08/2023 09:28:18",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",8,"Task","Screen 3","izqege",2,"continue","",1769.616,1769.616,1769.616,1769.616,1769.616,1769.616,1,1769.616,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was perfect.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM46030"
"20",1690961304095,"02/08/2023 07:28:24",1690964904095,1,"02/08/2023 09:28:24",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",9,"Task","Screen 1","113qg5",1,"continue","",5795.41700000596,5791.89399999999,5795.41700000596,5795.41700000596,5791.89399999999,5795.41700000596,1,5795.41700000596,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You appear very smart.","You came across really well.","Task",NA,NA,NA,"SUPTM46030"
"21",1690961305862,"02/08/2023 07:28:25",1690964905862,1,"02/08/2023 09:28:25",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",9,"Task","Screen 3","izqege",2,"continue","",1769.48000000001,1769.48000000001,1769.48000000001,1769.48000000001,1769.48000000001,1769.48000000001,1,1769.48000000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appear very smart.","You came across really well.","Task",NA,NA,NA,"SUPTM46030"
"22",1690961307091,"02/08/2023 07:28:27",1690964907091,1,"02/08/2023 09:28:27",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",10,"Task","Screen 1","113qg5",1,"continue","",1230.54300000596,1218.694,1230.54300000596,1230.54300000596,1218.694,1230.54300000596,1,1230.54300000596,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You did what was asked of you.","You're very articulate.","Task",NA,NA,NA,"SUPTM46030"
"23",1690961308850,"02/08/2023 07:28:28",1690964908850,1,"02/08/2023 09:28:28",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",10,"Task","Screen 3","izqege",2,"continue","",1769.10399999999,1769.10399999999,1769.10399999999,1769.10399999999,1769.10399999999,1769.10399999999,1,1769.10399999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","You're very articulate.","Task",NA,NA,NA,"SUPTM46030"
"24",1690961311761,"02/08/2023 07:28:31",1690964911761,1,"02/08/2023 09:28:31",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",11,"Task","Screen 1","113qg5",1,"continue","",2911.845,2904.48300000001,2911.845,2911.845,2904.48300000001,2911.845,1,2911.845,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Well done!","You're very articulate.","Task",NA,NA,NA,"SUPTM46030"
"25",1690961313524,"02/08/2023 07:28:33",1690964913524,1,"02/08/2023 09:28:33",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",11,"Task","Screen 3","izqege",2,"continue","",1769.318,1769.318,1769.318,1769.318,1769.318,1769.318,1,1769.318,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You're very articulate.","Task",NA,NA,NA,"SUPTM46030"
"26",1690961330605,"02/08/2023 07:28:50",1690964930605,1,"02/08/2023 09:28:50",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",12,"Task","Screen 1","113qg5",1,"continue","",17088.643999994,17075.78,17088.643999994,17088.643999994,17075.78,17088.643999994,1,17088.643999994,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","You appear very smart.","Task",NA,NA,NA,"SUPTM46030"
"27",1690961332363,"02/08/2023 07:28:52",1690964932363,1,"02/08/2023 09:28:52",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",12,"Task","Screen 3","izqege",2,"continue","",1769.24399999999,1769.24399999999,1769.24399999999,1769.24399999999,1769.24399999999,1769.24399999999,1,1769.24399999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","You appear very smart.","Task",NA,NA,NA,"SUPTM46030"
"28",1690961341798,"02/08/2023 07:29:01",1690964941798,1,"02/08/2023 09:29:01",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",13,"Task","Screen 1","113qg5",1,"continue","",9436.32000001193,9430.731,9436.32000001193,9436.32000001193,9430.731,9436.32000001193,1,9436.32000001193,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Your description was very insightful.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM46030"
"29",1690961343563,"02/08/2023 07:29:03",1690964943563,1,"02/08/2023 09:29:03",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",13,"Task","Screen 3","izqege",2,"continue","",1769.452,1769.452,1769.452,1769.452,1769.452,1769.452,1,1769.452,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Your description was very insightful.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM46030"
"30",1690961345675,"02/08/2023 07:29:05",1690964945675,1,"02/08/2023 09:29:05",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",14,"Task","Screen 1","113qg5",1,"continue","",2113.53699998808,2103.303,2113.53699998808,2113.53699998808,2103.303,2113.53699998808,1,2113.53699998808,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was satisfactory.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM46030"
"31",1690961347435,"02/08/2023 07:29:07",1690964947435,1,"02/08/2023 09:29:07",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",14,"Task","Screen 3","izqege",2,"continue","",1769.361,1769.361,1769.361,1769.361,1769.361,1769.361,1,1769.361,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM46030"
"32",1690961349316,"02/08/2023 07:29:09",1690964949316,1,"02/08/2023 09:29:09",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",15,"Task","Screen 1","113qg5",1,"continue","",1881.47300001192,1869.514,1881.47300001192,1881.47300001192,1869.514,1881.47300001192,1,1881.47300001192,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"You appeared very confident.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM46030"
"33",1690961351074,"02/08/2023 07:29:11",1690964951074,1,"02/08/2023 09:29:11",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",15,"Task","Screen 3","izqege",2,"continue","",1769.33100000001,1769.33100000001,1769.33100000001,1769.33100000001,1769.33100000001,1769.33100000001,1,1769.33100000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appeared very confident.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM46030"
"34",1690961391362,"02/08/2023 07:29:51",1690964991362,1,"02/08/2023 09:29:51",139282,42,"task-g4az",NA,30997042,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",16,"Task","Screen 1","113qg5",1,"continue","",40282.0279999881,40277.374,40282.0279999881,40282.0279999881,40277.374,40282.0279999881,1,40282.0279999881,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM46030"
