"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"11",1691429111750,"07/08/2023 17:25:11",1691432711750,1,"07/08/2023 19:25:11",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1380.883,3069.555,3076.22899999404,1380.883,3069.555,3076.22899999404,1,1380.883,1695.34599999404,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM83190"
"12",1691429111750,"07/08/2023 17:25:11",1691432711750,1,"07/08/2023 19:25:11",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1871.652,3069.555,3076.42900001192,1871.652,3069.555,3076.42900001192,1,1871.652,1204.77700001192,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM83190"
"13",1691429111750,"07/08/2023 17:25:11",1691432711750,1,"07/08/2023 19:25:11",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",2262.651,3069.555,3076.82899998808,2262.651,3069.555,3076.82899998808,1,2262.651,814.177999988082,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM83190"
"14",1691429111753,"07/08/2023 17:25:11",1691432711753,1,"07/08/2023 19:25:11",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM83190"
"1",1691236779517,"05/08/2023 11:59:39",1691240379517,1,"05/08/2023 13:59:39",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM20104"
"2",1691236809513,"05/08/2023 12:00:09",1691240409513,1,"05/08/2023 14:00:09",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",30014,29998,30014,30014,29998,30014,1,30014,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM20104"
"3",1691236809517,"05/08/2023 12:00:09",1691240409517,1,"05/08/2023 14:00:09",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",14283,29998,30015,14283,29998,30015,1,14283,15732,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM20104"
"4",1691236809517,"05/08/2023 12:00:09",1691240409517,1,"05/08/2023 14:00:09",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",20782,29998,30015,20782,29998,30015,1,20782,9233,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM20104"
"5",1691236809518,"05/08/2023 12:00:09",1691240409518,1,"05/08/2023 14:00:09",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",26432,29998,30015,26432,29998,30015,1,26432,3583,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM20104"
"6",1691236848346,"05/08/2023 12:00:48",1691240448346,1,"05/08/2023 14:00:48",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",38851,38847,38851,38851,38847,38851,1,38851,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM20104"
"7",1691236848353,"05/08/2023 12:00:48",1691240448353,1,"05/08/2023 14:00:48",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",19015,38847,38858,19015,38847,38858,1,19015,19843,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM20104"
"8",1691236848355,"05/08/2023 12:00:48",1691240448355,1,"05/08/2023 14:00:48",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",23098,38847,38859,23098,38847,38859,1,23098,15761,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM20104"
"9",1691236848357,"05/08/2023 12:00:48",1691240448357,1,"05/08/2023 14:00:48",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",37997,38847,38862,37997,38847,38862,1,37997,865,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM20104"
"10",1691236862614,"05/08/2023 12:01:02",1691240462614,1,"05/08/2023 14:01:02",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",14272,14266,14272,14272,14266,14272,1,14272,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM20104"
"11",1691236862621,"05/08/2023 12:01:02",1691240462621,1,"05/08/2023 14:01:02",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",9183,14266,14278,9183,14266,14278,1,9183,5095,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM20104"
"12",1691236862623,"05/08/2023 12:01:02",1691240462623,1,"05/08/2023 14:01:02",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",10499,14266,14281,10499,14266,14281,1,10499,3782,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM20104"
"13",1691236862625,"05/08/2023 12:01:02",1691240462625,1,"05/08/2023 14:01:02",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",12366,14266,14283,12366,14266,14283,1,12366,1917,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM20104"
"14",1691236862641,"05/08/2023 12:01:02",1691240462641,1,"05/08/2023 14:01:02",139282,42,"questionnaire-uu2n",NA,31067500,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"BIQ (Charlotte)",2,"In","BCADJEIFHG","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM20104"
"1",1691229264721,"05/08/2023 09:54:24",1691232864721,1,"05/08/2023 11:54:24",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM01588"
"2",1691229294155,"05/08/2023 09:54:54",1691232894155,1,"05/08/2023 11:54:54",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",29444.385,29427.882,29444.385,29444.385,29427.882,29444.385,1,29444.385,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM01588"
"3",1691229294159,"05/08/2023 09:54:54",1691232894159,1,"05/08/2023 11:54:54",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",10731.556,29427.882,29444.385,10731.556,29427.882,29444.385,1,10731.556,18712.829,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM01588"
"4",1691229294160,"05/08/2023 09:54:54",1691232894160,1,"05/08/2023 11:54:54",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",18196.778,29427.882,29444.385,18196.778,29427.882,29444.385,1,18196.778,11247.607,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM01588"
"5",1691229294161,"05/08/2023 09:54:54",1691232894161,1,"05/08/2023 11:54:54",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",28344.751,29427.882,29444.385,28344.751,29427.882,29444.385,1,28344.751,1099.634,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM01588"
"6",1691229333297,"05/08/2023 09:55:33",1691232933297,1,"05/08/2023 11:55:33",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",39159.297,39142.444,39159.297,39159.297,39142.444,39159.297,1,39159.297,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM01588"
"7",1691229333304,"05/08/2023 09:55:33",1691232933304,1,"05/08/2023 11:55:33",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",7115.251,39142.444,39159.297,7115.251,39142.444,39159.297,1,7115.251,32044.046,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM01588"
"8",1691229333305,"05/08/2023 09:55:33",1691232933305,1,"05/08/2023 11:55:33",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",12464.188,39142.444,39159.297,12464.188,39142.444,39159.297,1,12464.188,26695.109,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM01588"
"9",1691229333307,"05/08/2023 09:55:33",1691232933307,1,"05/08/2023 11:55:33",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",37992.496,39142.444,39159.297,37992.496,39142.444,39159.297,1,37992.496,1166.80100000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM01588"
"10",1691229344994,"05/08/2023 09:55:44",1691232944994,1,"05/08/2023 11:55:44",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",11714.623,11697.771,11714.623,11714.623,11697.771,11714.623,1,11714.623,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM01588"
"11",1691229344996,"05/08/2023 09:55:44",1691232944996,1,"05/08/2023 11:55:44",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",4482.25,11697.771,11714.623,4482.25,11697.771,11714.623,1,4482.25,7232.37299999999,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM01588"
"12",1691229344996,"05/08/2023 09:55:44",1691232944996,1,"05/08/2023 11:55:44",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",7065.08,11697.771,11714.623,7065.08,11697.771,11714.623,1,7065.08,4649.54299999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM01588"
"13",1691229344997,"05/08/2023 09:55:44",1691232944997,1,"05/08/2023 11:55:44",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",10431.135,11697.771,11714.623,10431.135,11697.771,11714.623,1,10431.135,1283.488,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM01588"
"14",1691229345000,"05/08/2023 09:55:45",1691232945000,1,"05/08/2023 11:55:45",139282,42,"questionnaire-uu2n",NA,31066079,9210157,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,NA,"BIQ (Charlotte)",2,"In","ABJCIDHEGF","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM01588"
"1",1691096600254,"03/08/2023 21:03:20",1691100200254,1,"03/08/2023 23:03:20",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM79155"
"2",1691096676793,"03/08/2023 21:04:36",1691100276793,1,"03/08/2023 23:04:36",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",76549.89,76533.344,76549.89,76549.89,76533.344,76549.89,1,76549.89,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM79155"
"3",1691096676796,"03/08/2023 21:04:36",1691100276796,1,"03/08/2023 23:04:36",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",20873.638,76533.344,76549.89,20873.638,76533.344,76549.89,1,20873.638,55676.252,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM79155"
"4",1691096676796,"03/08/2023 21:04:36",1691100276796,1,"03/08/2023 23:04:36",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",56602.38,76533.344,76549.89,56602.38,76533.344,76549.89,1,56602.38,19947.51,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM79155"
"5",1691096676797,"03/08/2023 21:04:36",1691100276797,1,"03/08/2023 23:04:36",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",75716.552,76533.344,76549.89,75716.552,76533.344,76549.89,1,75716.552,833.338000000003,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM79155"
"6",1691096705428,"03/08/2023 21:05:05",1691100305428,1,"03/08/2023 23:05:05",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",28655.4230000015,28646.311,28655.4230000015,28655.4230000015,28646.311,28655.4230000015,1,28655.4230000015,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM79155"
"7",1691096705430,"03/08/2023 21:05:05",1691100305430,1,"03/08/2023 23:05:05",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",4449.236,28646.311,28657.323,4449.236,28646.311,28657.323,1,4449.236,24208.087,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM79155"
"8",1691096705430,"03/08/2023 21:05:05",1691100305430,1,"03/08/2023 23:05:05",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",10331.823,28646.311,28657.823,10331.823,28646.311,28657.823,1,10331.823,18326,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM79155"
"9",1691096705431,"03/08/2023 21:05:05",1691100305431,1,"03/08/2023 23:05:05",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",26746.37,28646.311,28658.223000006,26746.37,28646.311,28658.223000006,1,26746.37,1911.85300000595,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM79155"
"10",1691096733022,"03/08/2023 21:05:33",1691100333022,1,"03/08/2023 23:05:33",139282,42,"questionnaire-uu2n",NA,31043274,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"BIQ (Charlotte)",2,"In","JAIBHCGDFE","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",27603.512,27596.354,27603.512,27603.512,27596.354,27603.512,1,27603.512,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM79155"
