"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"11",1690987884063,"02/08/2023 14:51:24",1690991484063,1,"02/08/2023 16:51:24",139282,42,"questionnaire-uu2n",NA,31010121,9197908,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","832x700",NA,NA,NA,"BIQ (Charlotte)",2,"In","GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",4432.145,20829.602,20838.640000006,4432.145,20829.602,20838.640000006,1,4432.145,16406.495000006,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM18638"
"12",1690987884067,"02/08/2023 14:51:24",1690991484067,1,"02/08/2023 16:51:24",139282,42,"questionnaire-uu2n",NA,31010121,9197908,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","832x700",NA,NA,NA,"BIQ (Charlotte)",2,"In","GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",7565.405,20829.602,20842.339999994,7565.405,20829.602,20842.339999994,1,7565.405,13276.934999994,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM18638"
"13",1690987884068,"02/08/2023 14:51:24",1690991484068,1,"02/08/2023 16:51:24",139282,42,"questionnaire-uu2n",NA,31010121,9197908,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","832x700",NA,NA,NA,"BIQ (Charlotte)",2,"In","GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",19747.022,20829.602,20843.339999994,19747.022,20829.602,20843.339999994,1,19747.022,1096.31799999404,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM18638"
"14",1690987884076,"02/08/2023 14:51:24",1690991484076,1,"02/08/2023 16:51:24",139282,42,"questionnaire-uu2n",NA,31010121,9197908,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","832x700",NA,NA,NA,"BIQ (Charlotte)",2,"In","GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM18638"
"1",1691002937586,"02/08/2023 19:02:17",1691006537586,1,"02/08/2023 21:02:17",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM61449"
"2",1691003051510,"02/08/2023 19:04:11",1691006651510,1,"02/08/2023 21:04:11",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",113967.073,113950.407,113967.073,113967.073,113950.407,113967.073,1,113967.073,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM61449"
"3",1691003051521,"02/08/2023 19:04:11",1691006651521,1,"02/08/2023 21:04:11",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",106750.367,113950.407,113967.073,106750.367,113950.407,113967.073,1,106750.367,7216.70599999999,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM61449"
"4",1691003051523,"02/08/2023 19:04:11",1691006651523,1,"02/08/2023 21:04:11",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",109583.717,113950.407,113967.073,109583.717,113950.407,113967.073,1,109583.717,4383.356,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM61449"
"5",1691003051525,"02/08/2023 19:04:11",1691006651525,1,"02/08/2023 21:04:11",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",111733.729,113950.407,113967.073,111733.729,113950.407,113967.073,1,111733.729,2233.344,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM61449"
"6",1691003055532,"02/08/2023 19:04:15",1691006655532,1,"02/08/2023 21:04:15",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4050.022,4033.356,4050.022,4050.022,4033.356,4050.022,1,4050.022,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM61449"
"7",1691003055534,"02/08/2023 19:04:15",1691006655534,1,"02/08/2023 21:04:15",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",1400.001,4033.356,4050.022,1400.001,4033.356,4050.022,1,1400.001,2650.02099999999,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM61449"
"8",1691003055536,"02/08/2023 19:04:15",1691006655536,1,"02/08/2023 21:04:15",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",2533.348,4033.356,4050.022,2533.348,4033.356,4050.022,1,2533.348,1516.674,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM61449"
"9",1691003055538,"02/08/2023 19:04:15",1691006655538,1,"02/08/2023 21:04:15",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",3200.012,4033.356,4050.022,3200.012,4033.356,4050.022,1,3200.012,850.009999999995,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM61449"
"10",1691003059661,"02/08/2023 19:04:19",1691006659661,1,"02/08/2023 21:04:19",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",4145.80399999981,4133.321,4145.80399999981,4145.80399999981,4133.321,4145.80399999981,1,4145.80399999981,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM61449"
"11",1691003059663,"02/08/2023 19:04:19",1691006659663,1,"02/08/2023 21:04:19",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1866.659,4133.321,4148.504,1866.659,4133.321,4148.504,1,1866.659,2281.845,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM61449"
"12",1691003059668,"02/08/2023 19:04:19",1691006659668,1,"02/08/2023 21:04:19",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2183.33500000001,4133.321,4149.98699999999,2183.33500000001,4133.321,4149.98699999999,1,2183.33500000001,1966.65199999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM61449"
"13",1691003059670,"02/08/2023 19:04:19",1691006659670,1,"02/08/2023 21:04:19",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",2633.333,4133.321,4149.98699999999,2633.333,4133.321,4149.98699999999,1,2633.333,1516.65399999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM61449"
"14",1691003059677,"02/08/2023 19:04:19",1691006659677,1,"02/08/2023 21:04:19",139282,42,"questionnaire-uu2n",NA,31015337,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"BIQ (Charlotte)",2,"In","HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM61449"
"1",1691242529553,"05/08/2023 13:35:29",1691246129553,1,"05/08/2023 15:35:29",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM65569"
"2",1691242587162,"05/08/2023 13:36:27",1691246187162,1,"05/08/2023 15:36:27",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",57615.811,57609.734,57615.811,57615.811,57609.734,57615.811,1,57615.811,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM65569"
"3",1691242587164,"05/08/2023 13:36:27",1691246187164,1,"05/08/2023 15:36:27",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",28134.714,57609.734,57615.811,28134.714,57609.734,57615.811,1,28134.714,29481.097,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM65569"
"4",1691242587164,"05/08/2023 13:36:27",1691246187164,1,"05/08/2023 15:36:27",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",43466.563,57609.734,57615.811,43466.563,57609.734,57615.811,1,43466.563,14149.248,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM65569"
"5",1691242587164,"05/08/2023 13:36:27",1691246187164,1,"05/08/2023 15:36:27",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",56839.491,57609.734,57615.811,56839.491,57609.734,57615.811,1,56839.491,776.32,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM65569"
"6",1691242698984,"05/08/2023 13:38:18",1691246298984,1,"05/08/2023 15:38:18",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",111831.322999997,111829.221,111831.322999997,111831.322999997,111829.221,111831.322999997,1,111831.322999997,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM65569"
"7",1691242698985,"05/08/2023 13:38:18",1691246298985,1,"05/08/2023 15:38:18",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",102537.925,111829.221,111832.723000003,102537.925,111829.221,111832.723000003,1,102537.925,9294.79800000298,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM65569"
"8",1691242698985,"05/08/2023 13:38:18",1691246298985,1,"05/08/2023 15:38:18",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",107638.432,111829.221,111833.023,107638.432,111829.221,111833.023,1,107638.432,4194.59099999999,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM65569"
"9",1691242698985,"05/08/2023 13:38:18",1691246298985,1,"05/08/2023 15:38:18",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",111337.972,111829.221,111833.223000003,111337.972,111829.221,111833.223000003,1,111337.972,495.251000002987,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM65569"
"10",1691242711072,"05/08/2023 13:38:31",1691246311072,1,"05/08/2023 15:38:31",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",12091.002000003,12087.192,12091.002000003,12091.002000003,12087.192,12091.002000003,1,12091.002000003,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM65569"
"11",1691242711074,"05/08/2023 13:38:31",1691246311074,1,"05/08/2023 15:38:31",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",6064.826,12087.192,12092.302,6064.826,12087.192,12092.302,1,6064.826,6027.476,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM65569"
