"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.huxg","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1709592515107,"04/03/2024 22:48:35",1709570915107,-6,"04/03/2024 10:48:35",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF34430"
"2",1709592525434,"04/03/2024 22:48:45",1709570925434,-6,"04/03/2024 10:48:45",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",10345.5,10333.1,10345.5,10345.5,10333.1,10345.5,1,10345.5,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF34430"
"3",1709592525438,"04/03/2024 22:48:45",1709570925438,-6,"04/03/2024 10:48:45",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",3466,10333.1,10349.8,3466,10333.1,10349.8,1,3466,6883.8,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF34430"
"4",1709592525438,"04/03/2024 22:48:45",1709570925438,-6,"04/03/2024 10:48:45",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",5432.7,10333.1,10349.8,5432.7,10333.1,10349.8,1,5432.7,4917.1,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF34430"
"5",1709592525438,"04/03/2024 22:48:45",1709570925438,-6,"04/03/2024 10:48:45",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",7300.6,10333.1,10349.8,7300.6,10333.1,10349.8,1,7300.6,3049.2,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF34430"
"6",1709592544129,"04/03/2024 22:49:04",1709570944129,-6,"04/03/2024 10:49:04",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",18707.7,18702.3,18707.7,18707.7,18702.3,18707.7,1,18707.7,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF34430"
"7",1709592544134,"04/03/2024 22:49:04",1709570944134,-6,"04/03/2024 10:49:04",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",3968,18702.3,18713.2,3968,18702.3,18713.2,1,3968,14745.2,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF34430"
"8",1709592544135,"04/03/2024 22:49:04",1709570944135,-6,"04/03/2024 10:49:04",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",11168.1,18702.3,18713.9,11168.1,18702.3,18713.9,1,11168.1,7545.8,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF34430"
"9",1709592544135,"04/03/2024 22:49:04",1709570944135,-6,"04/03/2024 10:49:04",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",16335.5,18702.3,18714.6,16335.5,18702.3,18714.6,1,16335.5,2379.09999999996,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF34430"
"10",1709592559996,"04/03/2024 22:49:19",1709570959996,-6,"04/03/2024 10:49:19",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",15872.3,15867.7,15872.3,15872.3,15867.7,15872.3,1,15872.3,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF34430"
"11",1709592560001,"04/03/2024 22:49:20",1709570960001,-6,"04/03/2024 10:49:20",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",8867.2,15867.7,15877.2000000001,8867.2,15867.7,15877.2000000001,1,8867.2,7010.00000000009,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF34430"
"12",1709592560002,"04/03/2024 22:49:20",1709570960002,-6,"04/03/2024 10:49:20",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",11933.5,15867.7,15878.1,11933.5,15867.7,15878.1,1,11933.5,3944.6,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF34430"
"13",1709592560003,"04/03/2024 22:49:20",1709570960003,-6,"04/03/2024 10:49:20",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",14917,15867.7,15879.5000000001,14917,15867.7,15879.5000000001,1,14917,962.500000000138,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF34430"
"14",1709592560009,"04/03/2024 22:49:20",1709570960009,-6,"04/03/2024 10:49:20",169741,4,"task-gjqt",NA,35777251,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF34430"
"1",1709596464393,"04/03/2024 23:54:24",1709578464393,-5,"04/03/2024 13:54:24",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF59808"
"2",1709596514456,"04/03/2024 23:55:14",1709578514456,-5,"04/03/2024 13:55:14",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",50065.9890000179,50050.377,50065.9890000179,50065.9890000179,50050.377,50065.9890000179,1,50065.9890000179,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF59808"
"3",1709596514460,"04/03/2024 23:55:14",1709578514460,-5,"04/03/2024 13:55:14",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",33489.404,50050.377,50067.088,33489.404,50050.377,50067.088,1,33489.404,16577.684,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF59808"
"4",1709596514460,"04/03/2024 23:55:14",1709578514460,-5,"04/03/2024 13:55:14",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",41410.64,50050.377,50067.088,41410.64,50050.377,50067.088,1,41410.64,8656.448,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF59808"
"5",1709596514461,"04/03/2024 23:55:14",1709578514461,-5,"04/03/2024 13:55:14",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",48880.607,50050.377,50067.088,48880.607,50050.377,50067.088,1,48880.607,1186.48100000001,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF59808"
"6",1709596550298,"04/03/2024 23:55:50",1709578550298,-5,"04/03/2024 13:55:50",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",35862.56,35845.849,35862.56,35862.56,35845.849,35862.56,1,35862.56,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF59808"
"7",1709596550304,"04/03/2024 23:55:50",1709578550304,-5,"04/03/2024 13:55:50",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",8656.549,35845.849,35862.56,8656.549,35845.849,35862.56,1,8656.549,27206.011,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF59808"
"8",1709596550305,"04/03/2024 23:55:50",1709578550305,-5,"04/03/2024 13:55:50",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",15758.724,35845.849,35862.56,15758.724,35845.849,35862.56,1,15758.724,20103.836,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF59808"
"9",1709596550306,"04/03/2024 23:55:50",1709578550306,-5,"04/03/2024 13:55:50",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",35027.01,35845.849,35862.56,35027.01,35845.849,35862.56,1,35027.01,835.550000000017,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF59808"
"10",1709596612027,"04/03/2024 23:56:52",1709578612027,-5,"04/03/2024 13:56:52",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",61744.8630000119,61731.505,61744.8630000119,61744.8630000119,61731.505,61744.8630000119,1,61744.8630000119,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF59808"
"11",1709596612034,"04/03/2024 23:56:52",1709578612034,-5,"04/03/2024 13:56:52",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",15641.81,61731.505,61748.216,15641.81,61731.505,61748.216,1,15641.81,46106.406,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF59808"
"12",1709596612035,"04/03/2024 23:56:52",1709578612035,-5,"04/03/2024 13:56:52",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",22459.898,61731.505,61748.216,22459.898,61731.505,61748.216,1,22459.898,39288.318,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF59808"
"13",1709596612036,"04/03/2024 23:56:52",1709578612036,-5,"04/03/2024 13:56:52",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",60895.955,61731.505,61748.216,60895.955,61731.505,61748.216,1,60895.955,852.261000000028,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF59808"
"14",1709596612042,"04/03/2024 23:56:52",1709578612042,-5,"04/03/2024 13:56:52",169741,4,"task-gjqt",NA,35778391,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF59808"
"1",1709597427694,"05/03/2024 00:10:27",1709575827694,-6,"04/03/2024 12:10:27",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF78419"
"2",1709597466332,"05/03/2024 00:11:06",1709575866332,-6,"04/03/2024 12:11:06",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",38658.8000000954,38650.3,38658.8000000954,38658.8000000954,38650.3,38658.8000000954,1,38658.8000000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF78419"
"3",1709597466335,"05/03/2024 00:11:06",1709575866335,-6,"04/03/2024 12:11:06",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",22516.1,38650.3,38662.4,22516.1,38650.3,38662.4,1,22516.1,16146.3,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF78419"
"4",1709597466336,"05/03/2024 00:11:06",1709575866336,-6,"04/03/2024 12:11:06",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",32716.2,38650.3,38663.0000001431,32716.2,38650.3,38663.0000001431,1,32716.2,5946.80000014305,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF78419"
"5",1709597466336,"05/03/2024 00:11:06",1709575866336,-6,"04/03/2024 12:11:06",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",37016.1,38650.3,38663.6000000477,37016.1,38650.3,38663.6000000477,1,37016.1,1647.50000004769,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF78419"
"6",1709597487747,"05/03/2024 00:11:27",1709575887747,-6,"04/03/2024 12:11:27",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",21424.3000000477,21415.9,21424.3000000477,21424.3000000477,21415.9,21424.3000000477,1,21424.3000000477,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF78419"
"7",1709597487751,"05/03/2024 00:11:27",1709575887751,-6,"04/03/2024 12:11:27",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",5083,21415.9,21427.8999999523,5083,21415.9,21427.8999999523,1,5083,16344.8999999523,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF78419"
"8",1709597487752,"05/03/2024 00:11:27",1709575887752,-6,"04/03/2024 12:11:27",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",9765.7,21415.9,21428.700000143,9765.7,21415.9,21428.700000143,1,9765.7,11663.0000001431,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF78419"
"9",1709597487753,"05/03/2024 00:11:27",1709575887753,-6,"04/03/2024 12:11:27",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",20599.8,21415.9,21429.6,20599.8,21415.9,21429.6,1,20599.8,829.800000000003,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF78419"
"10",1709597503486,"05/03/2024 00:11:43",1709575903486,-6,"04/03/2024 12:11:43",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",15747.2,15733.4,15747.2,15747.2,15733.4,15747.2,1,15747.2,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF78419"
"11",1709597503492,"05/03/2024 00:11:43",1709575903492,-6,"04/03/2024 12:11:43",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",5116.7,15733.4,15749.8,5116.7,15733.4,15749.8,1,5116.7,10633.1,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF78419"
"12",1709597503493,"05/03/2024 00:11:43",1709575903493,-6,"04/03/2024 12:11:43",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",11283.4,15733.4,15749.8,11283.4,15733.4,15749.8,1,11283.4,4466.39999999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF78419"
"13",1709597503494,"05/03/2024 00:11:43",1709575903494,-6,"04/03/2024 12:11:43",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",14717,15733.4,15749.8,14717,15733.4,15749.8,1,14717,1032.79999999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF78419"
"14",1709597503501,"05/03/2024 00:11:43",1709575903501,-6,"04/03/2024 12:11:43",169741,4,"task-gjqt",NA,35778646,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF78419"
"1",1709597804040,"05/03/2024 00:16:44",1709576204040,-6,"04/03/2024 12:16:44",169741,4,"task-gjqt",NA,35778734,10574783,NA,"complete",NA,"65e65f24664e178c63ea88e2","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","877x404",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF52537"
