"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"20",1690981149872,"02/08/2023 12:59:09",1690984749872,1,"02/08/2023 14:59:09",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","You explained in good detail the different sorts of people in the image.",22795.035,59396.889,59413.563,22795.035,59396.889,59413.563,1,22795.035,36618.528,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"21",1690981150810,"02/08/2023 12:59:10",1690984750810,1,"02/08/2023 14:59:10",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",967.195000000007,967.195000000007,967.195000000007,967.195000000007,967.195000000007,967.195000000007,1,967.195000000007,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"22",1690981218256,"02/08/2023 13:00:18",1690984818256,1,"02/08/2023 15:00:18",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",67448.81,67434.827,67448.81,67448.81,67434.827,67448.81,1,67448.81,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"23",1690981218269,"02/08/2023 13:00:18",1690984818269,1,"02/08/2023 15:00:18",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","Your explaination of the setting was so-so.",57346.291,67434.827,67451.501,57346.291,67434.827,67451.501,1,57346.291,10105.21,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"24",1690981218272,"02/08/2023 13:00:18",1690984818272,1,"02/08/2023 15:00:18",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","Your description of the group was satisfactory",40087.431,67434.827,67451.501,40087.431,67434.827,67451.501,1,40087.431,27364.07,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"25",1690981219211,"02/08/2023 13:00:19",1690984819211,1,"02/08/2023 15:00:19",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967.052000000025,967.052000000025,967.052000000025,967.052000000025,967.052000000025,967.052000000025,1,967.052000000025,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"26",1690981267753,"02/08/2023 13:01:07",1690984867753,1,"02/08/2023 15:01:07",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",48541.436,48524.762,48541.436,48541.436,48524.762,48541.436,1,48541.436,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"27",1690981267766,"02/08/2023 13:01:07",1690984867766,1,"02/08/2023 15:01:07",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Positive Feedback","Video","w2ir4b",1,"response","You described the positive energy within the image in a rich and vivid way.",23962.36,48524.762,48541.436,23962.36,48524.762,48541.436,1,23962.36,24579.076,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"28",1690981267767,"02/08/2023 13:01:07",1690984867767,1,"02/08/2023 15:01:07",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Positive Feedback","Video","w2ir4b",1,"response","You described lots of elements of the image in good detail.",12122.855,48524.762,48541.436,12122.855,48524.762,48541.436,1,12122.855,36418.581,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"29",1690981268703,"02/08/2023 13:01:08",1690984868703,1,"02/08/2023 15:01:08",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",967.170999999973,967.170999999973,967.170999999973,967.170999999973,967.170999999973,967.170999999973,1,967.170999999973,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"30",1690981318736,"02/08/2023 13:01:58",1690984918736,1,"02/08/2023 15:01:58",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",50035.0980000001,50025.791,50035.0980000001,50035.0980000001,50025.791,50035.0980000001,1,50035.0980000001,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"31",1690981318750,"02/08/2023 13:01:58",1690984918750,1,"02/08/2023 15:01:58",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","You sort of explained what was going on between the people.",28314.658,50025.791,50042.465,28314.658,50025.791,50042.465,1,28314.658,21727.807,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"32",1690981318751,"02/08/2023 13:01:58",1690984918751,1,"02/08/2023 15:01:58",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","Your description of the friends was passable.",11022.454,50025.791,50042.465,11022.454,50025.791,50042.465,1,11022.454,39020.011,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"33",1690981319697,"02/08/2023 13:01:59",1690984919697,1,"02/08/2023 15:01:59",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967.239000000001,967.239000000001,967.239000000001,967.239000000001,967.239000000001,967.239000000001,1,967.239000000001,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"34",1690981384753,"02/08/2023 13:03:04",1690984984753,1,"02/08/2023 15:03:04",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",65058.968,65050.074,65058.968,65058.968,65050.074,65058.968,1,65058.968,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"35",1690981384766,"02/08/2023 13:03:04",1690984984766,1,"02/08/2023 15:03:04",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","You seemed somewhat engaged in the image description I suppose.",41638.083,65050.074,65066.748,41638.083,65050.074,65066.748,1,41638.083,23428.665,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"36",1690981384768,"02/08/2023 13:03:04",1690984984768,1,"02/08/2023 15:03:04",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","Your explanation of the image was fine.",12122.849,65050.074,65066.748,12122.849,65050.074,65066.748,1,12122.849,52943.899,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"37",1690981385712,"02/08/2023 13:03:05",1690984985712,1,"02/08/2023 15:03:05",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967.059000000008,967.059000000008,967.059000000008,967.059000000008,967.059000000008,967.059000000008,1,967.059000000008,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"38",1690981420218,"02/08/2023 13:03:40",1690985020218,1,"02/08/2023 15:03:40",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",34501.024,34484.35,34501.024,34501.024,34484.35,34501.024,1,34501.024,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"39",1690981420232,"02/08/2023 13:03:40",1690985020232,1,"02/08/2023 15:03:40",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","Your description aptly covers major elements of the image and paints a good picture.",17108.7679999999,34484.35,34501.024,17108.7679999999,34484.35,34501.024,1,17108.7679999999,17392.2560000001,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"40",1690981420233,"02/08/2023 13:03:40",1690985020233,1,"02/08/2023 15:03:40",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","You seem very happy and engaged.",4051.94699999993,34484.35,34501.024,4051.94699999993,34484.35,34501.024,1,4051.94699999993,30449.077,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"41",1690981421165,"02/08/2023 13:03:41",1690985021165,1,"02/08/2023 15:03:41",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",967.206000000006,967.206000000006,967.206000000006,967.206000000006,967.206000000006,967.206000000006,1,967.206000000006,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"42",1690981421177,"02/08/2023 13:03:41",1690985021177,1,"02/08/2023 15:03:41",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM66122"
"1",1690962066013,"02/08/2023 07:41:06",1690965666013,1,"02/08/2023 09:41:06",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM46030"
"2",1690962135507,"02/08/2023 07:42:15",1690965735507,1,"02/08/2023 09:42:15",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",68532.799,68520.403,68532.799,68532.799,68520.403,68532.799,1,68532.799,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM46030"
"3",1690962135511,"02/08/2023 07:42:15",1690965735511,1,"02/08/2023 09:42:15",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","You were okay with focusing in on the minutiae of the scene.",44767.711,68520.403,68537.071,44767.711,68520.403,68537.071,1,44767.711,23769.36,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM46030"
"4",1690962135512,"02/08/2023 07:42:15",1690965735512,1,"02/08/2023 09:42:15",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","You were fine at explaining the basic details.",12702.693,68520.403,68537.071,12702.693,68520.403,68537.071,1,12702.693,55834.378,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM46030"
"5",1690962136456,"02/08/2023 07:42:16",1690965736456,1,"02/08/2023 09:42:16",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",968.14899999999,968.14899999999,968.14899999999,968.14899999999,968.14899999999,968.14899999999,1,968.14899999999,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM46030"
"6",1690962164221,"02/08/2023 07:42:44",1690965764221,1,"02/08/2023 09:42:44",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",27765.9469999881,27758.398,27765.9469999881,27765.9469999881,27758.398,27765.9469999881,1,27765.9469999881,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM46030"
"7",1690962164225,"02/08/2023 07:42:44",1690965764225,1,"02/08/2023 09:42:44",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","Your description was incredibly detailed!",19796.259,27758.398,27769.9469999881,19796.259,27758.398,27769.9469999881,1,19796.259,7973.68799998808,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM46030"
"8",1690962164226,"02/08/2023 07:42:44",1690965764226,1,"02/08/2023 09:42:44",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","You were incredibly articulate!",10699.451,27758.398,27771.147000006,10699.451,27758.398,27771.147000006,1,10699.451,17071.696000006,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM46030"
"9",1690962165183,"02/08/2023 07:42:45",1690965765183,1,"02/08/2023 09:42:45",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",968.157999999996,968.157999999996,968.157999999996,968.157999999996,968.157999999996,968.157999999996,1,968.157999999996,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM46030"
"10",1690962251147,"02/08/2023 07:44:11",1690965851147,1,"02/08/2023 09:44:11",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",85962.8909999881,85947.032,85962.8909999881,85962.8909999881,85947.032,85962.8909999881,1,85962.8909999881,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM46030"
"11",1690962251156,"02/08/2023 07:44:11",1690965851156,1,"02/08/2023 09:44:11",139282,42,"task-f6fg",NA,30997202,9195426,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1200x800","1200x651",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","You really provided a clear insight into what the picture looked like!",44985.353,85947.032,85963.685,44985.353,85947.032,85963.685,1,44985.353,40978.332,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM46030"
