"","Status","Custom.study.tncs.accepted.at","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Fluent.languages","Mild.cognitive.impairment.dementia","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status","Random_ID"
"11","APPROVED","Not Applicable","2024-02-14T21:09:04.375000Z","2024-02-14T22:56:46.239000Z","2024-02-15T11:39:23.937000Z","2024-02-14T22:56:46.894341Z",6462,"C6UC3A24",15,"English, French","No","24","Female","Black","Nigeria","United Kingdom","Nigeria","English","Yes","Other","SUPPRF16777"
"12","APPROVED","Not Applicable","2024-02-14T21:42:27.071000Z","2024-02-14T22:53:11.746000Z","2024-02-15T11:39:24.339000Z","2024-02-14T22:53:12.332480Z",4245,"C6UC3A24",304,"English","No","23","Female","Black","Ghana","United States","United States","English","No","Unemployed (and job seeking)","SUPPRF20506"
"13","APPROVED","Not Applicable","2024-02-14T21:42:58.689000Z","2024-02-14T22:28:08.089000Z","2024-02-15T11:39:24.571000Z","2024-02-14T22:28:08.598148Z",2710,"C6UC3A24",13,"Arabic, English","No","23","Male","Asian","United States","United States","Lebanon","English","Yes","Full-Time","SUPPRF86890"
"14","APPROVED","Not Applicable","2024-02-14T22:01:21.536000Z","2024-02-14T23:32:26.202000Z","2024-02-15T11:39:24.820000Z","2024-02-14T23:32:26.738934Z",5465,"C6UC3A24",23,"English, Other","No","25","Female","Black","Nigeria","United Kingdom","Nigeria","Other","No","Part-Time","SUPPRF75152"
"15","APPROVED","Not Applicable","2024-02-14T22:04:37.391000Z","2024-02-14T22:51:56.682000Z","2024-02-15T11:39:25.043000Z","2024-02-14T22:51:57.218798Z",2840,"C6UC3A24",44,"English","No","25","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","SUPPRF73279"
"16","APPROVED","Not Applicable","2024-02-14T22:03:22.780000Z","2024-02-14T23:10:51.284000Z","2024-02-15T11:39:25.265000Z","2024-02-14T23:10:51.783941Z",4049,"C6UC3A24",2010,"English","No","22","Female","Black","United States","United States","United States","English","Yes","Full-Time","SUPPRF64920"
"17","APPROVED","Not Applicable","2024-02-14T22:04:00.264000Z","2024-02-14T23:09:02.466000Z","2024-02-15T11:39:25.489000Z","2024-02-14T23:09:03.033622Z",3903,"C6UC3A24",163,"English","No","25","Female","White","United States","United States","United States","English","No","Other","SUPPRF87945"
"18","APPROVED","Not Applicable","2024-02-14T22:07:43.095000Z","2024-02-14T23:37:39.666000Z","2024-02-15T11:39:10.860000Z","2024-02-14T23:37:40.153308Z",5397,"NOCODE",46,"English","No","23","Male","Black","Nigeria","United Kingdom","Nigeria","English","Yes","Part-Time","SUPPRF35504"
"19","APPROVED","Not Applicable","2024-02-14T22:08:35.974000Z","2024-02-14T23:59:33.154000Z","2024-02-15T11:39:25.987000Z","2024-02-14T23:59:33.572711Z",6658,"C6UC3A24",10,"French, English, Hindi, Spanish","No","25","Female","Black","Nigeria","United Kingdom","Nigeria","English","No","Part-Time","SUPPRF62431"
"20","APPROVED","Not Applicable","2024-02-14T22:11:39.401000Z","2024-02-14T22:52:17.016000Z","2024-02-15T11:39:26.213000Z","2024-02-14T22:52:17.566948Z",2438,"C6UC3A24",781,"Chinese, English, Malay, Mandarin, Cantonese, Hakka","No","23","Male","Asian","Malaysia","United Kingdom","Malaysia","English","Yes","Part-Time","SUPPRF52411"
"21","APPROVED","Not Applicable","2024-02-14T22:32:03.676000Z","2024-02-14T23:18:39.033000Z","2024-02-15T11:39:26.441000Z","2024-02-14T23:18:39.521053Z",2796,"C6UC3A24",35,"English, Hebrew","No","25","Male","Other","United States","United States","United States","English","No","Unemployed (and job seeking)","SUPPRF23223"
"22","APPROVED","Not Applicable","2024-02-14T22:24:36.253000Z","2024-02-14T23:08:08.257000Z","2024-02-15T11:39:26.667000Z","2024-02-14T23:08:08.700474Z",2613,"C6UC3A24",74,"English","No","19","Male","Other","United States","United States","United States","English","Yes","Full-Time","SUPPRF30004"
"23","APPROVED","Not Applicable","2024-02-14T22:28:04.956000Z","2024-02-14T23:48:25.575000Z","2024-02-15T11:39:26.897000Z","2024-02-14T23:48:26.053314Z",4821,"C6UC3A24",121,"English, Spanish","No","21","Female","Mixed","United States","United States","United States","English","Yes","Due to start a new job within the next month","SUPPRF88617"
"24","APPROVED","Not Applicable","2024-02-14T22:38:25.057000Z","2024-02-14T23:36:17.885000Z","2024-02-15T11:39:27.182000Z","2024-02-14T23:36:18.408059Z",3473,"C6UC3A24",19,"English, Gujarati","No","25","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","SUPPRF49957"
"25","APPROVED","Not Applicable","2024-02-14T22:59:05.297000Z","2024-02-15T00:28:49.314000Z","2024-02-15T11:39:27.412000Z","2024-02-15T00:28:49.781517Z",5385,"C6UC3A24",29,"English, Spanish","No","22","Female","Black","Nigeria","United Kingdom","United Kingdom","English","Yes","Part-Time","SUPPRF97630"
"26","APPROVED","Not Applicable","2024-02-14T23:08:58.254000Z","2024-02-14T23:53:25.641000Z","2024-02-15T11:39:27.657000Z","2024-02-14T23:53:26.263195Z",2668,"C6UC3A24",3,"English, Urdu","No","25","Female","Asian","Saudi Arabia","United States","Pakistan","Urdu","No","Full-Time","SUPPRF33061"
"27","APPROVED","Not Applicable","2024-02-14T23:31:45.886000Z","2024-02-15T01:41:15.221000Z","2024-02-15T11:39:11.190000Z","2024-02-15T01:41:15.698082Z",7770,"NOCODE",3,"Farsi, English","No","19","Female","Asian","Iran","United States","Iran","Farsi","Yes","Part-Time","SUPPRF38211"
"28","APPROVED","Not Applicable","2024-02-14T23:40:05.979000Z","2024-02-15T00:50:56.761000Z","2024-02-15T11:39:27.919000Z","2024-02-15T00:50:57.215562Z",4251,"C6UC3A24",367,"English","No","23","Male","White","United States","United States","United States","English","Yes","Part-Time","SUPPRF45269"
"29","APPROVED","Not Applicable","2024-02-15T01:42:34.111000Z","2024-02-15T02:37:00.681000Z","2024-02-15T11:39:28.143000Z","2024-02-15T02:37:01.271276Z",3267,"C6UC3A24",136,"English","No","18","Male","White","United States","United States","United States","English","Yes","Other","SUPPRF27042"
