"Trial.Number","Random_ID","Response_H","Response_Ax","Response_fdbk","Response_SubjPE","Response_PE","Response_certainty","Response_m_hist","Response_pred","mini_SPIN_total","Social_Anxiety"
17,"SUPPRF54311",48,89,70,-15,-1,88,71,85,7,"high"
18,"SUPPRF54311",48,47,67,18,-13,72,80,49,7,"high"
19,"SUPPRF54311",52,49,50,-1,-13,57,63,51,7,"high"
20,"SUPPRF54311",50,46,35,10,15,71,20,25,7,"high"
21,"SUPPRF54311",47,45,55,-7,1,88,54,62,7,"high"
22,"SUPPRF54311",47,48,28,-27,-1,96,29,55,7,"high"
23,"SUPPRF54311",62,62,77,29,14,63,63,48,7,"high"
24,"SUPPRF54311",36,49,68,8,-12,83,80,60,7,"high"
25,"SUPPRF54311",51,57,54,-6,0,91,54,60,7,"high"
26,"SUPPRF54311",44,38,22,-46,-15,92,37,68,7,"high"
27,"SUPPRF54311",50,56,29,-19,0,60,29,48,7,"high"
28,"SUPPRF54311",82,76,88,23,25,81,63,65,7,"high"
29,"SUPPRF54311",55,48,33,-25,-13,64,46,58,7,"high"
30,"SUPPRF54311",49,54,19,-14,-1,90,20,33,7,"high"
31,"SUPPRF54311",68,73,75,22,29,88,46,53,7,"high"
32,"SUPPRF54311",52,88,78,26,24,94,54,52,7,"high"
33,"SUPPRF54311",90,60,100,27,20,92,80,73,7,"high"
34,"SUPPRF54311",43,57,58,7,12,92,46,51,7,"high"
35,"SUPPRF54311",56,91,96,38,16,86,80,58,7,"high"
36,"SUPPRF54311",56,46,63,11,0,56,63,52,7,"high"
37,"SUPPRF54311",51,46,45,-3,-1,75,46,48,7,"high"
38,"SUPPRF54311",50,47,24,-31,-13,81,37,55,7,"high"
39,"SUPPRF54311",49,41,6,-56,-14,73,20,62,7,"high"
40,"SUPPRF54311",58,53,71,-9,0,78,71,80,7,"high"
41,"SUPPRF54311",52,46,46,17,17,61,29,29,7,"high"
42,"SUPPRF54311",85,72,83,40,12,76,71,43,7,"high"
43,"SUPPRF54311",38,48,49,3,12,67,37,46,7,"high"
44,"SUPPRF54311",53,84,38,-25,-16,79,54,63,7,"high"
45,"SUPPRF54311",48,48,66,19,12,81,54,47,7,"high"
46,"SUPPRF54311",39,48,15,-5,-14,81,29,20,7,"high"
47,"SUPPRF54311",74,74,58,29,29,87,29,29,7,"high"
48,"SUPPRF54311",50,51,46,-19,0,77,46,65,7,"high"
1,"SUPPRF28513",49,53,63,-10,0,4,63,73,2,"low"
2,"SUPPRF28513",55,51,19,-2,-1,3,20,21,2,"low"
3,"SUPPRF28513",52,49,71,11,0,15,71,60,2,"low"
4,"SUPPRF28513",53,53,46,-27,17,2,29,73,2,"low"
5,"SUPPRF28513",52,89,50,-2,-13,6,63,52,2,"low"
6,"SUPPRF28513",68,92,77,26,14,48,63,51,2,"low"
7,"SUPPRF28513",54,79,16,-11,-13,74,29,27,2,"low"
8,"SUPPRF28513",57,88,49,22,12,85,37,27,2,"low"
9,"SUPPRF28513",55,51,47,14,-16,22,63,33,2,"low"
10,"SUPPRF28513",51,85,56,-17,-15,48,71,73,2,"low"
11,"SUPPRF28513",14,96,34,-20,-12,98,46,54,2,"low"
12,"SUPPRF28513",53,84,75,22,29,44,46,53,2,"low"
13,"SUPPRF28513",32,91,33,-23,-13,44,46,56,2,"low"
14,"SUPPRF28513",19,74,28,-25,-1,40,29,53,2,"low"
15,"SUPPRF28513",10,23,24,-45,-13,65,37,69,2,"low"
16,"SUPPRF28513",27,38,66,-28,12,29,54,94,2,"low"
17,"SUPPRF28513",27,51,37,-1,0,21,37,38,2,"low"
18,"SUPPRF28513",21,21,15,-71,-14,86,29,86,2,"low"
19,"SUPPRF28513",48,48,29,-23,0,19,29,52,2,"low"
20,"SUPPRF28513",51,83,55,12,-16,6,71,43,2,"low"
21,"SUPPRF28513",49,17,58,7,12,9,46,51,2,"low"
22,"SUPPRF28513",34,47,38,11,1,22,37,27,2,"low"
23,"SUPPRF28513",81,49,80,-3,0,57,80,83,2,"low"
24,"SUPPRF28513",51,74,45,-16,-1,35,46,61,2,"low"
25,"SUPPRF28513",58,51,67,14,-13,30,80,53,2,"low"
26,"SUPPRF28513",93,62,100,49,20,37,80,51,2,"low"
27,"SUPPRF28513",65,59,20,-53,0,17,20,73,2,"low"
28,"SUPPRF28513",88,51,81,2,1,52,80,79,2,"low"
29,"SUPPRF28513",97,81,78,36,24,19,54,42,2,"low"
30,"SUPPRF28513",83,61,54,-33,0,70,54,87,2,"low"
31,"SUPPRF28513",20,66,6,-44,-14,82,20,50,2,"low"
32,"SUPPRF28513",37,81,55,-21,1,54,54,76,2,"low"
33,"SUPPRF28513",77,52,83,0,12,98,71,83,2,"low"
34,"SUPPRF28513",54,88,61,12,24,12,37,49,2,"low"
35,"SUPPRF28513",85,89,96,27,16,66,80,69,2,"low"
36,"SUPPRF28513",32,50,41,-35,-13,76,54,76,2,"low"
37,"SUPPRF28513",34,49,58,27,29,51,29,31,2,"low"
38,"SUPPRF28513",54,22,47,-20,27,37,20,67,2,"low"
39,"SUPPRF28513",13,5,8,-60,-12,4,20,68,2,"low"
40,"SUPPRF28513",92,53,68,61,-12,80,80,7,2,"low"
41,"SUPPRF28513",55,31,22,-41,-15,36,37,63,2,"low"
42,"SUPPRF28513",98,69,88,10,25,40,63,78,2,"low"
43,"SUPPRF28513",2,58,35,-40,15,7,20,75,2,"low"
44,"SUPPRF28513",54,56,38,-3,-16,93,54,41,2,"low"
45,"SUPPRF28513",49,77,46,-12,0,25,46,58,2,"low"
46,"SUPPRF28513",100,71,94,55,23,47,71,39,2,"low"
47,"SUPPRF28513",68,80,62,1,-1,66,63,61,2,"low"
48,"SUPPRF28513",84,66,70,-11,-1,44,71,81,2,"low"
1,"SUPPRF77346",50,53,47,-5,-16,56,63,52,8,"high"
2,"SUPPRF77346",50,57,55,-17,-16,64,71,72,8,"high"
3,"SUPPRF77346",58,56,100,42,20,49,80,58,8,"high"
4,"SUPPRF77346",60,59,77,44,14,15,63,33,8,"high"
5,"SUPPRF77346",51,48,58,5,12,58,46,53,8,"high"
6,"SUPPRF77346",49,56,58,37,29,65,29,21,8,"high"
7,"SUPPRF77346",49,55,55,5,1,51,54,50,8,"high"
8,"SUPPRF77346",56,46,34,-16,-12,33,46,50,8,"high"
9,"SUPPRF77346",52,50,81,26,1,29,80,55,8,"high"
10,"SUPPRF77346",53,52,15,-28,-14,34,29,43,8,"high"
11,"SUPPRF77346",46,50,24,-27,-13,40,37,51,8,"high"
12,"SUPPRF77346",51,50,19,-30,-1,34,20,49,8,"high"
13,"SUPPRF77346",55,55,83,33,12,33,71,50,8,"high"
14,"SUPPRF77346",51,50,16,-18,-13,32,29,34,8,"high"
15,"SUPPRF77346",49,40,20,-8,0,19,20,28,8,"high"
16,"SUPPRF77346",46,45,38,-7,1,34,37,45,8,"high"
17,"SUPPRF77346",66,49,96,50,16,50,80,46,8,"high"
18,"SUPPRF77346",51,50,46,24,17,82,29,22,8,"high"
19,"SUPPRF77346",49,58,29,-19,0,21,29,48,8,"high"
20,"SUPPRF77346",49,49,33,-17,-13,62,46,50,8,"high"
21,"SUPPRF77346",49,58,66,8,12,52,54,58,8,"high"
22,"SUPPRF77346",54,46,94,38,23,45,71,56,8,"high"
23,"SUPPRF77346",47,48,45,5,-1,41,46,40,8,"high"
24,"SUPPRF77346",55,52,80,5,0,72,80,75,8,"high"
25,"SUPPRF77346",52,46,75,43,29,24,46,32,8,"high"
26,"SUPPRF77346",33,46,47,0,27,37,20,47,8,"high"
27,"SUPPRF77346",44,34,6,-25,-14,30,20,31,8,"high"
28,"SUPPRF77346",39,37,62,23,-1,42,63,39,8,"high"
29,"SUPPRF77346",33,50,78,37,24,27,54,41,8,"high"
30,"SUPPRF77346",60,51,38,-24,-16,56,54,62,8,"high"
31,"SUPPRF77346",36,51,71,15,0,25,71,56,8,"high"
32,"SUPPRF77346",50,34,63,31,0,51,63,32,8,"high"
33,"SUPPRF77346",39,56,22,-26,-15,29,37,48,8,"high"
34,"SUPPRF77346",38,52,37,-15,0,43,37,52,8,"high"
35,"SUPPRF77346",51,36,68,19,-12,38,80,49,8,"high"
36,"SUPPRF77346",38,44,41,-5,-13,54,54,46,8,"high"
37,"SUPPRF77346",42,55,61,9,24,43,37,52,8,"high"
38,"SUPPRF77346",41,51,49,-6,12,47,37,55,8,"high"
39,"SUPPRF77346",34,33,67,11,-13,58,80,56,8,"high"
40,"SUPPRF77346",51,37,46,-11,0,57,46,57,8,"high"
41,"SUPPRF77346",34,37,56,-2,-15,26,71,58,8,"high"
42,"SUPPRF77346",35,41,88,35,25,37,63,53,8,"high"
43,"SUPPRF77346",40,46,54,-21,0,68,54,75,8,"high"
44,"SUPPRF77346",32,33,35,12,15,85,20,23,8,"high"
45,"SUPPRF77346",29,34,50,-9,-13,43,63,59,8,"high"
46,"SUPPRF77346",43,43,70,12,-1,68,71,58,8,"high"
47,"SUPPRF77346",30,36,8,-46,-12,16,20,54,8,"high"
48,"SUPPRF77346",31,33,28,-23,-1,33,29,51,8,"high"
1,"SUPPRF36491",70,37,46,7,0,66,46,39,10,"high"
2,"SUPPRF36491",73,39,78,25,24,69,54,53,10,"high"
3,"SUPPRF36491",70,58,83,-2,12,83,71,85,10,"high"
4,"SUPPRF36491",71,67,47,-24,-16,83,63,71,10,"high"
5,"SUPPRF36491",69,74,55,9,-16,85,71,46,10,"high"
6,"SUPPRF36491",72,73,50,19,-13,35,63,31,10,"high"
7,"SUPPRF36491",63,71,54,-10,0,55,54,64,10,"high"
8,"SUPPRF36491",72,77,81,48,1,27,80,33,10,"high"
9,"SUPPRF36491",72,62,20,-19,0,71,20,39,10,"high"
10,"SUPPRF36491",70,72,71,7,0,74,71,64,10,"high"
11,"SUPPRF36491",77,74,61,37,24,61,37,24,10,"high"
12,"SUPPRF36491",75,64,56,-18,-15,81,71,74,10,"high"
13,"SUPPRF36491",79,67,63,23,0,69,63,40,10,"high"
14,"SUPPRF36491",70,73,15,-53,-14,70,29,68,10,"high"
15,"SUPPRF36491",70,79,34,-2,-12,69,46,36,10,"high"
16,"SUPPRF36491",74,70,62,-6,-1,14,63,68,10,"high"
17,"SUPPRF36491",72,77,19,-10,-1,75,20,29,10,"high"
18,"SUPPRF36491",74,79,38,14,1,74,37,24,10,"high"
19,"SUPPRF36491",63,77,67,48,-13,61,80,19,10,"high"
20,"SUPPRF36491",73,63,70,9,-1,70,71,61,10,"high"
21,"SUPPRF36491",70,76,35,7,15,70,20,28,10,"high"
22,"SUPPRF36491",71,74,66,14,12,64,54,52,10,"high"
23,"SUPPRF36491",74,69,33,-15,-13,34,46,48,10,"high"
24,"SUPPRF36491",78,86,37,-5,0,75,37,42,10,"high"
25,"SUPPRF36491",77,80,75,43,29,73,46,32,10,"high"
26,"SUPPRF36491",70,71,96,28,16,74,80,68,10,"high"
27,"SUPPRF36491",70,70,46,-13,17,72,29,59,10,"high"
28,"SUPPRF36491",73,82,77,17,14,70,63,60,10,"high"
29,"SUPPRF36491",75,69,22,-10,-15,41,37,32,10,"high"
30,"SUPPRF36491",80,79,29,-14,0,31,29,43,10,"high"
31,"SUPPRF36491",79,71,28,-5,-1,70,29,33,10,"high"
32,"SUPPRF36491",87,85,100,35,20,72,80,65,10,"high"
33,"SUPPRF36491",82,88,41,-10,-13,89,54,51,10,"high"
34,"SUPPRF36491",84,87,45,19,-1,92,46,26,10,"high"
35,"SUPPRF36491",86,81,80,-3,0,89,80,83,10,"high"
36,"SUPPRF36491",74,82,6,-16,-14,88,20,22,10,"high"
37,"SUPPRF36491",84,87,8,-3,-12,83,20,11,10,"high"
38,"SUPPRF36491",76,82,68,27,-12,21,80,41,10,"high"
39,"SUPPRF36491",80,82,55,8,1,73,54,47,10,"high"
40,"SUPPRF36491",72,76,49,13,12,72,37,36,10,"high"
41,"SUPPRF36491",77,78,38,-18,-16,74,54,56,10,"high"
42,"SUPPRF36491",76,81,24,-1,-13,4,37,25,10,"high"
43,"SUPPRF36491",71,76,16,-40,-13,33,29,56,10,"high"
44,"SUPPRF36491",79,70,58,44,29,74,29,14,10,"high"
45,"SUPPRF36491",88,85,94,18,23,74,71,76,10,"high"
46,"SUPPRF36491",84,77,58,14,12,88,46,44,10,"high"
47,"SUPPRF36491",85,80,88,29,25,71,63,59,10,"high"
48,"SUPPRF36491",89,83,47,33,27,87,20,14,10,"high"
1,"SUPPRF63407",37,59,8,-20,-12,61,20,28,0,"low"
2,"SUPPRF63407",77,62,58,30,29,33,29,28,0,"low"
3,"SUPPRF63407",54,58,29,-4,0,27,29,33,0,"low"
4,"SUPPRF63407",70,67,83,39,12,19,71,44,0,"low"
5,"SUPPRF63407",65,86,46,-10,17,19,29,56,0,"low"
6,"SUPPRF63407",57,60,61,33,24,15,37,28,0,"low"
7,"SUPPRF63407",79,91,54,0,0,57,54,54,0,"low"
8,"SUPPRF63407",77,75,38,-18,-16,8,54,56,0,"low"
9,"SUPPRF63407",68,71,45,-9,-1,7,46,54,0,"low"
10,"SUPPRF63407",47,72,47,-26,-16,68,63,73,0,"low"
11,"SUPPRF63407",74,78,50,6,-13,18,63,44,0,"low"
12,"SUPPRF63407",75,71,41,-8,-13,7,54,49,0,"low"
13,"SUPPRF63407",42,71,37,-21,0,32,37,58,0,"low"
14,"SUPPRF63407",67,70,24,2,-13,18,37,22,0,"low"
15,"SUPPRF63407",43,37,15,-45,-14,32,29,60,0,"low"
16,"SUPPRF63407",37,59,62,-2,-1,68,63,64,0,"low"
17,"SUPPRF63407",57,42,19,-6,-1,29,20,25,0,"low"
18,"SUPPRF63407",74,69,77,16,14,13,63,61,0,"low"
19,"SUPPRF63407",28,32,6,-23,-14,67,20,29,0,"low"
20,"SUPPRF63407",57,69,16,-46,-13,27,29,62,0,"low"
21,"SUPPRF63407",30,41,20,-40,0,50,20,60,0,"low"
22,"SUPPRF63407",62,74,58,-3,12,31,46,61,0,"low"
23,"SUPPRF63407",71,74,71,13,0,36,71,58,0,"low"
24,"SUPPRF63407",44,74,33,-35,-13,63,46,68,0,"low"
25,"SUPPRF63407",78,78,55,0,-16,27,71,55,0,"low"
26,"SUPPRF63407",66,62,75,26,29,28,46,49,0,"low"
27,"SUPPRF63407",67,68,68,32,-12,30,80,36,0,"low"
28,"SUPPRF63407",86,79,100,41,20,27,80,59,0,"low"
29,"SUPPRF63407",44,34,28,-33,-1,76,29,61,0,"low"
30,"SUPPRF63407",63,71,38,-14,1,22,37,52,0,"low"
31,"SUPPRF63407",64,68,66,6,12,32,54,60,0,"low"
32,"SUPPRF63407",37,44,34,-10,-12,55,46,44,0,"low"
33,"SUPPRF63407",62,59,46,-9,0,37,46,55,0,"low"
34,"SUPPRF63407",66,67,63,3,0,58,63,60,0,"low"
35,"SUPPRF63407",70,71,67,-14,-13,64,80,81,0,"low"
36,"SUPPRF63407",69,74,55,-10,1,30,54,65,0,"low"
37,"SUPPRF63407",72,78,88,30,25,35,63,58,0,"low"
38,"SUPPRF63407",78,79,80,19,0,33,80,61,0,"low"
39,"SUPPRF63407",69,71,35,-30,15,32,20,65,0,"low"
40,"SUPPRF63407",74,71,81,26,1,35,80,55,0,"low"
41,"SUPPRF63407",48,70,22,-36,-15,44,37,58,0,"low"
42,"SUPPRF63407",71,66,78,18,24,69,54,60,0,"low"
43,"SUPPRF63407",90,80,94,22,23,69,71,72,0,"low"
44,"SUPPRF63407",89,83,96,23,16,56,80,73,0,"low"
45,"SUPPRF63407",78,74,56,-24,-15,57,71,80,0,"low"
46,"SUPPRF63407",76,77,70,6,-1,33,71,64,0,"low"
47,"SUPPRF63407",78,82,47,-31,27,63,20,78,0,"low"
48,"SUPPRF63407",84,84,49,6,12,84,37,43,0,"low"
1,"SUPPRF45302",44,43,66,16,12,43,54,50,3,"low"
2,"SUPPRF45302",34,42,58,20,29,61,29,38,3,"low"
3,"SUPPRF45302",24,29,15,-39,-14,56,29,54,3,"low"
4,"SUPPRF45302",52,39,37,1,0,61,37,36,3,"low"
5,"SUPPRF45302",49,48,55,-22,-16,62,71,77,3,"low"
6,"SUPPRF45302",47,37,38,-12,-16,69,54,50,3,"low"
7,"SUPPRF45302",39,53,54,-11,0,70,54,65,3,"low"
8,"SUPPRF45302",60,41,47,14,27,61,20,33,3,"low"
9,"SUPPRF45302",39,49,8,-29,-12,39,20,37,3,"low"
10,"SUPPRF45302",53,51,19,-18,-1,41,20,37,3,"low"
11,"SUPPRF45302",60,58,80,12,0,60,80,68,3,"low"
12,"SUPPRF45302",61,54,20,-11,0,34,20,31,3,"low"
13,"SUPPRF45302",68,65,46,-7,0,63,46,53,3,"low"
14,"SUPPRF45302",78,62,94,34,23,65,71,60,3,"low"
15,"SUPPRF45302",76,61,58,-1,12,57,46,59,3,"low"
16,"SUPPRF45302",46,56,63,25,0,64,63,38,3,"low"
17,"SUPPRF45302",68,63,81,10,1,65,80,71,3,"low"
18,"SUPPRF45302",67,73,68,-5,-12,57,80,73,3,"low"
19,"SUPPRF45302",59,73,41,-10,-13,57,54,51,3,"low"
20,"SUPPRF45302",58,69,50,-11,-13,69,63,61,3,"low"
21,"SUPPRF45302",47,67,24,-31,-13,37,37,55,3,"low"
22,"SUPPRF45302",67,75,70,7,-1,49,71,63,3,"low"
23,"SUPPRF45302",45,77,96,31,16,60,80,65,3,"low"
24,"SUPPRF45302",62,72,28,-13,-1,35,29,41,3,"low"
25,"SUPPRF45302",52,73,75,20,29,57,46,55,3,"low"
26,"SUPPRF45302",70,77,100,17,20,76,80,83,3,"low"
27,"SUPPRF45302",51,69,45,-15,-1,52,46,60,3,"low"
28,"SUPPRF45302",47,70,62,9,-1,34,63,53,3,"low"
29,"SUPPRF45302",46,65,47,-14,-16,34,63,61,3,"low"
30,"SUPPRF45302",56,75,29,15,0,68,29,14,3,"low"
31,"SUPPRF45302",55,74,6,-41,-14,51,20,47,3,"low"
32,"SUPPRF45302",51,72,35,-16,15,28,20,51,3,"low"
33,"SUPPRF45302",59,75,77,13,14,63,63,64,3,"low"
34,"SUPPRF45302",38,67,38,-33,1,51,37,71,3,"low"
35,"SUPPRF45302",63,81,22,-20,-15,54,37,42,3,"low"
36,"SUPPRF45302",65,75,55,1,1,61,54,54,3,"low"
37,"SUPPRF45302",60,72,16,-20,-13,60,29,36,3,"low"
38,"SUPPRF45302",44,74,61,21,24,65,37,40,3,"low"
39,"SUPPRF45302",65,82,71,-1,0,59,71,72,3,"low"
40,"SUPPRF45302",73,82,49,11,12,69,37,38,3,"low"
41,"SUPPRF45302",66,70,88,30,25,37,63,58,3,"low"
42,"SUPPRF45302",64,78,56,-5,-15,70,71,61,3,"low"
43,"SUPPRF45302",71,79,67,1,-13,52,80,66,3,"low"
44,"SUPPRF45302",48,68,34,-10,-12,58,46,44,3,"low"
45,"SUPPRF45302",54,65,33,-6,-13,58,46,39,3,"low"
46,"SUPPRF45302",52,77,78,13,24,60,54,65,3,"low"
47,"SUPPRF45302",61,72,46,16,17,63,29,30,3,"low"
48,"SUPPRF45302",68,78,83,12,12,48,71,71,3,"low"
1,"SUPPRF78576",39,52,29,-16,0,80,29,45,11,"high"
2,"SUPPRF78576",40,50,50,-15,-13,43,63,65,11,"high"
3,"SUPPRF78576",32,50,46,-4,0,16,46,50,11,"high"
4,"SUPPRF78576",34,51,38,1,1,85,37,37,11,"high"
5,"SUPPRF78576",35,48,94,26,23,80,71,68,11,"high"
6,"SUPPRF78576",35,48,34,-17,-12,65,46,51,11,"high"
7,"SUPPRF78576",25,48,75,31,29,20,46,44,11,"high"
8,"SUPPRF78576",37,54,24,-16,-13,64,37,40,11,"high"
9,"SUPPRF78576",30,50,16,-26,-13,61,29,42,11,"high"
10,"SUPPRF78576",35,52,100,14,20,85,80,86,11,"high"
11,"SUPPRF78576",35,51,88,24,25,87,63,64,11,"high"
12,"SUPPRF78576",28,51,71,9,0,58,71,62,11,"high"
13,"SUPPRF78576",33,51,33,-18,-13,50,46,51,11,"high"
14,"SUPPRF78576",34,52,46,18,17,81,29,28,11,"high"
15,"SUPPRF78576",32,53,20,-7,0,88,20,27,11,"high"
16,"SUPPRF78576",34,51,54,-7,0,67,54,61,11,"high"
17,"SUPPRF78576",26,50,78,20,24,80,54,58,11,"high"
18,"SUPPRF78576",28,48,81,6,1,74,80,75,11,"high"
19,"SUPPRF78576",37,52,37,-1,0,78,37,38,11,"high"
20,"SUPPRF78576",37,52,80,4,0,80,80,76,11,"high"
21,"SUPPRF78576",29,51,61,21,24,88,37,40,11,"high"
22,"SUPPRF78576",41,54,49,5,12,66,37,44,11,"high"
23,"SUPPRF78576",41,50,58,23,29,86,29,35,11,"high"
24,"SUPPRF78576",48,52,67,-5,-13,61,80,72,11,"high"
25,"SUPPRF78576",49,52,45,3,-1,86,46,42,11,"high"
26,"SUPPRF78576",42,48,8,-15,-12,65,20,23,11,"high"
27,"SUPPRF78576",45,53,62,-4,-1,86,63,66,11,"high"
28,"SUPPRF78576",40,51,56,-5,-15,54,71,61,11,"high"
29,"SUPPRF78576",39,51,41,-16,-13,86,54,57,11,"high"
30,"SUPPRF78576",41,52,68,-3,-12,82,80,71,11,"high"
31,"SUPPRF78576",43,49,58,9,12,82,46,49,11,"high"
32,"SUPPRF78576",36,48,6,-19,-14,80,20,25,11,"high"
33,"SUPPRF78576",43,52,55,-9,-16,64,71,64,11,"high"
34,"SUPPRF78576",38,49,70,0,-1,55,71,70,11,"high"
35,"SUPPRF78576",52,54,55,-2,1,76,54,57,11,"high"
36,"SUPPRF78576",46,51,83,13,12,93,71,70,11,"high"
37,"SUPPRF78576",37,52,66,12,12,84,54,54,11,"high"
38,"SUPPRF78576",36,55,96,21,16,51,80,75,11,"high"
39,"SUPPRF78576",42,53,47,21,27,12,20,26,11,"high"
40,"SUPPRF78576",47,59,63,5,0,23,63,58,11,"high"
41,"SUPPRF78576",50,50,35,9,15,45,20,26,11,"high"
42,"SUPPRF78576",42,53,15,-16,-14,72,29,31,11,"high"
43,"SUPPRF78576",47,58,38,-27,-16,92,54,65,11,"high"
44,"SUPPRF78576",53,62,19,-1,-1,60,20,20,11,"high"
45,"SUPPRF78576",51,60,28,-6,-1,66,29,34,11,"high"
46,"SUPPRF78576",51,55,22,-17,-15,85,37,39,11,"high"
47,"SUPPRF78576",44,58,77,20,14,49,63,57,11,"high"
48,"SUPPRF78576",38,49,47,-13,-16,87,63,60,11,"high"
1,"SUPPRF07128",32,44,61,50,24,8,37,11,8,"high"
2,"SUPPRF07128",44,36,28,-1,-1,28,29,29,8,"high"
3,"SUPPRF07128",10,10,16,3,-13,26,29,13,8,"high"
4,"SUPPRF07128",43,45,70,50,-1,28,71,20,8,"high"
5,"SUPPRF07128",46,28,45,-2,-1,48,46,47,8,"high"
6,"SUPPRF07128",33,32,38,-12,-16,50,54,50,8,"high"
7,"SUPPRF07128",44,45,33,-7,-13,42,46,40,8,"high"
8,"SUPPRF07128",47,42,46,32,0,21,46,14,8,"high"
9,"SUPPRF07128",52,51,96,50,16,41,80,46,8,"high"
10,"SUPPRF07128",50,51,47,34,-16,42,63,13,8,"high"
11,"SUPPRF07128",41,37,81,36,1,46,80,45,8,"high"
12,"SUPPRF07128",57,44,54,-3,0,66,54,57,8,"high"
13,"SUPPRF07128",62,49,55,0,-16,65,71,55,8,"high"
14,"SUPPRF07128",57,54,88,42,25,48,63,46,8,"high"
15,"SUPPRF07128",26,26,19,-41,-1,42,20,60,8,"high"
16,"SUPPRF07128",13,18,6,-44,-14,42,20,50,8,"high"
17,"SUPPRF07128",58,49,58,11,12,54,46,47,8,"high"
18,"SUPPRF07128",51,42,58,2,29,63,29,56,8,"high"
19,"SUPPRF07128",23,25,37,11,0,23,37,26,8,"high"
20,"SUPPRF07128",49,56,77,58,14,19,63,19,8,"high"
21,"SUPPRF07128",55,58,71,16,0,64,71,55,8,"high"
22,"SUPPRF07128",37,27,41,-13,-13,70,54,54,8,"high"
23,"SUPPRF07128",13,17,24,3,-13,44,37,21,8,"high"
24,"SUPPRF07128",16,22,20,-53,0,73,20,73,8,"high"
25,"SUPPRF07128",13,12,38,-9,1,46,37,47,8,"high"
26,"SUPPRF07128",46,41,29,20,0,13,29,9,8,"high"
27,"SUPPRF07128",43,42,68,5,-12,53,80,63,8,"high"
28,"SUPPRF07128",26,21,46,9,17,45,29,37,8,"high"
29,"SUPPRF07128",38,17,78,37,24,70,54,41,8,"high"
30,"SUPPRF07128",21,23,49,24,12,35,37,25,8,"high"
31,"SUPPRF07128",28,22,94,77,23,18,71,17,8,"high"
32,"SUPPRF07128",24,17,8,-9,-12,17,20,17,8,"high"
33,"SUPPRF07128",85,68,80,57,0,17,80,23,8,"high"
34,"SUPPRF07128",19,22,47,28,27,32,20,19,8,"high"
35,"SUPPRF07128",54,67,83,57,12,35,71,26,8,"high"
36,"SUPPRF07128",43,46,35,2,15,42,20,33,8,"high"
37,"SUPPRF07128",86,94,100,41,20,35,80,59,8,"high"
38,"SUPPRF07128",50,46,55,18,1,34,54,37,8,"high"
39,"SUPPRF07128",45,64,66,4,12,69,54,62,8,"high"
40,"SUPPRF07128",57,57,67,32,-13,67,80,35,8,"high"
41,"SUPPRF07128",1,8,34,-15,-12,45,46,49,8,"high"
42,"SUPPRF07128",34,45,56,24,-15,35,71,32,8,"high"
43,"SUPPRF07128",44,43,63,38,0,24,63,25,8,"high"
44,"SUPPRF07128",15,16,15,-16,-14,36,29,31,8,"high"
45,"SUPPRF07128",7,14,22,-36,-15,65,37,58,8,"high"
46,"SUPPRF07128",45,53,62,8,-1,42,63,54,8,"high"
47,"SUPPRF07128",44,46,50,8,-13,24,63,42,8,"high"
48,"SUPPRF07128",44,33,75,45,29,33,46,30,8,"high"
1,"SUPPRF65935",86,68,100,31,20,79,80,69,0,"low"
2,"SUPPRF65935",44,42,33,-35,-13,79,46,68,0,"low"
3,"SUPPRF65935",69,68,55,-23,-16,68,71,78,0,"low"
4,"SUPPRF65935",79,48,63,-11,0,69,63,74,0,"low"
5,"SUPPRF65935",35,50,35,-31,15,49,20,66,0,"low"
6,"SUPPRF65935",67,78,62,4,-1,49,63,58,0,"low"
7,"SUPPRF65935",56,42,46,-18,0,60,46,64,0,"low"
8,"SUPPRF65935",64,53,68,-13,-12,82,80,81,0,"low"
9,"SUPPRF65935",24,19,20,-46,0,63,20,66,0,"low"
10,"SUPPRF65935",24,24,22,-36,-15,28,37,58,0,"low"
11,"SUPPRF65935",69,66,71,-1,0,75,71,72,0,"low"
12,"SUPPRF65935",30,37,46,-23,17,82,29,69,0,"low"
13,"SUPPRF65935",48,50,38,5,1,72,37,33,0,"low"
14,"SUPPRF65935",54,64,66,6,12,92,54,60,0,"low"
15,"SUPPRF65935",64,52,16,-35,-13,61,29,51,0,"low"
16,"SUPPRF65935",56,37,47,-15,-16,56,63,62,0,"low"
17,"SUPPRF65935",55,60,50,-24,-13,57,63,74,0,"low"
18,"SUPPRF65935",19,13,19,-49,-1,58,20,68,0,"low"
19,"SUPPRF65935",71,88,83,17,12,98,71,66,0,"low"
20,"SUPPRF65935",24,23,28,-43,-1,58,29,71,0,"low"
21,"SUPPRF65935",51,62,70,0,-1,98,71,70,0,"low"
22,"SUPPRF65935",66,54,81,0,1,98,80,81,0,"low"
23,"SUPPRF65935",50,53,37,0,0,86,37,37,0,"low"
24,"SUPPRF65935",69,75,94,25,23,65,71,69,0,"low"
25,"SUPPRF65935",54,51,49,-34,12,99,37,83,0,"low"
26,"SUPPRF65935",77,85,77,13,14,97,63,64,0,"low"
27,"SUPPRF65935",68,70,67,-14,-13,99,80,81,0,"low"
28,"SUPPRF65935",36,34,58,0,29,93,29,58,0,"low"
29,"SUPPRF65935",62,53,41,-16,-13,88,54,57,0,"low"
30,"SUPPRF65935",17,23,24,-20,-13,85,37,44,0,"low"
