"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
17,1711152250858,"23/03/2024 00:04:10",1711152250858,0,"23/03/2024 00:04:10",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",38365.2000000007,38349.8,38365.2000000007,38365.2000000007,38349.8,38365.2000000007,1,38365.2000000007,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF00748"
18,1711152250862,"23/03/2024 00:04:10",1711152250862,0,"23/03/2024 00:04:10",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",19716.5,38349.8,38366.5,19716.5,38349.8,38366.5,1,19716.5,18650,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF00748"
19,1711152250862,"23/03/2024 00:04:10",1711152250862,0,"23/03/2024 00:04:10",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",22149.8,38349.8,38366.5,22149.8,38349.8,38366.5,1,22149.8,16216.7,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF00748"
20,1711152250862,"23/03/2024 00:04:10",1711152250862,0,"23/03/2024 00:04:10",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",32283.1,38349.8,38366.5,32283.1,38349.8,38366.5,1,32283.1,6083.39999999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF00748"
21,1711152250867,"23/03/2024 00:04:10",1711152250867,0,"23/03/2024 00:04:10",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF00748"
1,1711297850939,"24/03/2024 16:30:50",1711297850939,0,"24/03/2024 16:30:50",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","2304x1094",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF44269"
2,1711297908742,"24/03/2024 16:31:48",1711297908742,0,"24/03/2024 16:31:48",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","3072x1459",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",59094.6000000238,59083.7,59094.6000000238,59094.6000000238,59083.7,59094.6000000238,1,59094.6000000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF44269"
3,1711297923681,"24/03/2024 16:32:03",1711297923681,0,"24/03/2024 16:32:03",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","3072x1459",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",74014.9,74001.4,74014.9,74014.9,74001.4,74014.9,1,74014.9,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF44269"
4,1711297924675,"24/03/2024 16:32:04",1711297924675,0,"24/03/2024 16:32:04",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","3072x1459",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",75028.7000000477,75017.2,75028.7000000477,75028.7000000477,75017.2,75028.7000000477,1,75028.7000000477,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF44269"
5,1711297924874,"24/03/2024 16:32:04",1711297924874,0,"24/03/2024 16:32:04",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","3072x1459",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",75227.3999999762,75217.2,75227.3999999762,75227.3999999762,75217.2,75227.3999999762,1,75227.3999999762,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF44269"
6,1711297928030,"24/03/2024 16:32:08",1711297928030,0,"24/03/2024 16:32:08",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","3072x1459",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF44269"
7,1711297938180,"24/03/2024 16:32:18",1711297938180,0,"24/03/2024 16:32:18",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF44269"
8,1711297991991,"24/03/2024 16:33:11",1711297991991,0,"24/03/2024 16:33:11",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF44269"
9,1711298012299,"24/03/2024 16:33:32",1711298012299,0,"24/03/2024 16:33:32",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","3072x1459",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF44269"
10,1711298202544,"24/03/2024 16:36:42",1711298202544,0,"24/03/2024 16:36:42",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF44269"
11,1711298327591,"24/03/2024 16:38:47",1711298327591,0,"24/03/2024 16:38:47",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",125038,125021,125038,125038,125021,125038,1,125038,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF44269"
12,1711298327598,"24/03/2024 16:38:47",1711298327598,0,"24/03/2024 16:38:47",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",3990,125021,125038,3990,125021,125038,1,3990,121048,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF44269"
13,1711298327599,"24/03/2024 16:38:47",1711298327599,0,"24/03/2024 16:38:47",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",15596,125021,125038,15596,125021,125038,1,15596,109442,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF44269"
14,1711298327600,"24/03/2024 16:38:47",1711298327600,0,"24/03/2024 16:38:47",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",2725,125021,125038,2725,125021,125038,1,2725,122313,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF44269"
15,1711298350218,"24/03/2024 16:39:10",1711298350218,0,"24/03/2024 16:39:10",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF44269"
16,1711298416854,"24/03/2024 16:40:16",1711298416854,0,"24/03/2024 16:40:16",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",66149,66132,66149,66149,66132,66149,1,66149,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF44269"
17,1711298416866,"24/03/2024 16:40:16",1711298416866,0,"24/03/2024 16:40:16",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",36025,66132,66149,36025,66132,66149,1,36025,30124,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF44269"
18,1711298416867,"24/03/2024 16:40:16",1711298416867,0,"24/03/2024 16:40:16",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",4147,66132,66149,4147,66132,66149,1,4147,62002,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF44269"
19,1711298416868,"24/03/2024 16:40:16",1711298416868,0,"24/03/2024 16:40:16",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",5534,66132,66149,5534,66132,66149,1,5534,60615,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF44269"
20,1711298426548,"24/03/2024 16:40:26",1711298426548,0,"24/03/2024 16:40:26",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9719,9702,9719,9719,9702,9719,1,9719,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF44269"
21,1711298426550,"24/03/2024 16:40:26",1711298426550,0,"24/03/2024 16:40:26",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",2324,9702,9719,2324,9702,9719,1,2324,7395,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF44269"
22,1711298426550,"24/03/2024 16:40:26",1711298426550,0,"24/03/2024 16:40:26",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",1825,9702,9719,1825,9702,9719,1,1825,7894,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF44269"
23,1711298426551,"24/03/2024 16:40:26",1711298426551,0,"24/03/2024 16:40:26",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",2673,9702,9719,2673,9702,9719,1,2673,7046,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF44269"
24,1711298426554,"24/03/2024 16:40:26",1711298426554,0,"24/03/2024 16:40:26",172741,3,"task-gjqt",NA,36394218,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Mac OS 10.13.5","Chrome 123","430x932","430x745",NA,NA,0,"BIQ (Charlotte)",3,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF44269"
