"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
11,1711130802404,"22/03/2024 18:06:42",1711130802404,0,"22/03/2024 18:06:42",172741,3,"task-gjqt",NA,36357349,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","500x705",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",38948.9950000015,38927.26,38948.9950000015,38948.9950000015,38927.26,38948.9950000015,1,38948.9950000015,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF61251"
12,1711130802408,"22/03/2024 18:06:42",1711130802408,0,"22/03/2024 18:06:42",172741,3,"task-gjqt",NA,36357349,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","500x705",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",30342.427,38927.26,38954.395,30342.427,38927.26,38954.395,1,30342.427,8611.96799999999,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF61251"
13,1711130802409,"22/03/2024 18:06:42",1711130802409,0,"22/03/2024 18:06:42",172741,3,"task-gjqt",NA,36357349,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","500x705",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",28509.167,38927.26,38955.1950000007,28509.167,38927.26,38955.1950000007,1,28509.167,10446.0280000007,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF61251"
14,1711130802409,"22/03/2024 18:06:42",1711130802409,0,"22/03/2024 18:06:42",172741,3,"task-gjqt",NA,36357349,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","500x705",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",37393.988,38927.26,38955.6950000007,37393.988,38927.26,38955.6950000007,1,37393.988,1561.70700000075,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF61251"
15,1711130818563,"22/03/2024 18:06:58",1711130818563,0,"22/03/2024 18:06:58",172741,3,"task-gjqt",NA,36357349,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","588x705",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",16177.905,16144.573,16177.905,16177.905,16144.573,16177.905,1,16177.905,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF61251"
16,1711130818566,"22/03/2024 18:06:58",1711130818566,0,"22/03/2024 18:06:58",172741,3,"task-gjqt",NA,36357349,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","588x705",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",11611.421,16144.573,16177.905,11611.421,16144.573,16177.905,1,11611.421,4566.484,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF61251"
17,1711130818567,"22/03/2024 18:06:58",1711130818567,0,"22/03/2024 18:06:58",172741,3,"task-gjqt",NA,36357349,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","588x705",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",13511.345,16144.573,16177.905,13511.345,16144.573,16177.905,1,13511.345,2666.56,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF61251"
18,1711130818567,"22/03/2024 18:06:58",1711130818567,0,"22/03/2024 18:06:58",172741,3,"task-gjqt",NA,36357349,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","588x705",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",14811.293,16144.573,16177.905,14811.293,16144.573,16177.905,1,14811.293,1366.61200000002,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF61251"
19,1711130818575,"22/03/2024 18:06:58",1711130818575,0,"22/03/2024 18:06:58",172741,3,"task-gjqt",NA,36357349,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","588x705",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF61251"
1,1711132826324,"22/03/2024 18:40:26",1711132826324,0,"22/03/2024 18:40:26",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF06189"
2,1711132865241,"22/03/2024 18:41:05",1711132865241,0,"22/03/2024 18:41:05",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",38930.9000000477,38914.7,38930.9000000477,38930.9000000477,38914.7,38930.9000000477,1,38930.9000000477,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
3,1711132890670,"22/03/2024 18:41:30",1711132890670,0,"22/03/2024 18:41:30",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",64360.4000000477,64357.8,64360.4000000477,64360.4000000477,64357.8,64360.4000000477,1,64360.4000000477,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
4,1711132893934,"22/03/2024 18:41:33",1711132893934,0,"22/03/2024 18:41:33",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",67624.0000000715,67609.1,67624.0000000715,67624.0000000715,67609.1,67624.0000000715,1,67624.0000000715,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
5,1711132895866,"22/03/2024 18:41:35",1711132895866,0,"22/03/2024 18:41:35",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",69556.4000000477,69543.5,69556.4000000477,69556.4000000477,69543.5,69556.4000000477,1,69556.4000000477,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
6,1711132896070,"22/03/2024 18:41:36",1711132896070,0,"22/03/2024 18:41:36",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",69760.6000000954,69759.8,69760.6000000954,69760.6000000954,69759.8,69760.6000000954,1,69760.6000000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
7,1711132900670,"22/03/2024 18:41:40",1711132900670,0,"22/03/2024 18:41:40",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",74361.0000000715,74345,74361.0000000715,74361.0000000715,74345,74361.0000000715,1,74361.0000000715,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
8,1711132900876,"22/03/2024 18:41:40",1711132900876,0,"22/03/2024 18:41:40",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",74567.3000000238,74561.7,74567.3000000238,74567.3000000238,74561.7,74567.3000000238,1,74567.3000000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
9,1711132901055,"22/03/2024 18:41:41",1711132901055,0,"22/03/2024 18:41:41",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",74746.3000000238,74744.9,74746.3000000238,74746.3000000238,74744.9,74746.3000000238,1,74746.3000000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
10,1711132901241,"22/03/2024 18:41:41",1711132901241,0,"22/03/2024 18:41:41",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",74931.5000000715,74928.4,74931.5000000715,74931.5000000715,74928.4,74931.5000000715,1,74931.5000000715,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
11,1711132901494,"22/03/2024 18:41:41",1711132901494,0,"22/03/2024 18:41:41",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",75185.3000000238,75178.5,75185.3000000238,75185.3000000238,75178.5,75185.3000000238,1,75185.3000000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
12,1711132901737,"22/03/2024 18:41:41",1711132901737,0,"22/03/2024 18:41:41",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",75428.1000000954,75412.1,75428.1000000954,75428.1000000954,75412.1,75428.1000000954,1,75428.1000000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
13,1711132901948,"22/03/2024 18:41:41",1711132901948,0,"22/03/2024 18:41:41",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",75639.1000000954,75628.9,75639.1000000954,75639.1000000954,75628.9,75639.1000000954,1,75639.1000000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
14,1711132902269,"22/03/2024 18:41:42",1711132902269,0,"22/03/2024 18:41:42",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",75959.6000000954,75945.6,75959.6000000954,75959.6000000954,75945.6,75959.6000000954,1,75959.6000000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
15,1711132903269,"22/03/2024 18:41:43",1711132903269,0,"22/03/2024 18:41:43",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",76960.2,76945.9,76960.2,76960.2,76945.9,76960.2,1,76960.2,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
16,1711132903440,"22/03/2024 18:41:43",1711132903440,0,"22/03/2024 18:41:43",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",77131.3000000238,77129.2,77131.3000000238,77131.3000000238,77129.2,77131.3000000238,1,77131.3000000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
17,1711132903607,"22/03/2024 18:41:43",1711132903607,0,"22/03/2024 18:41:43",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",77297.6000000954,77296,77297.6000000954,77297.6000000954,77296,77297.6000000954,1,77297.6000000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
18,1711132903767,"22/03/2024 18:41:43",1711132903767,0,"22/03/2024 18:41:43",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",77458.0000000715,77446.3,77458.0000000715,77458.0000000715,77446.3,77458.0000000715,1,77458.0000000715,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
19,1711132905996,"22/03/2024 18:41:45",1711132905996,0,"22/03/2024 18:41:45",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF06189"
20,1711132922206,"22/03/2024 18:42:02",1711132922206,0,"22/03/2024 18:42:02",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",16216.2679999762,16206.368,16216.2679999762,16216.2679999762,16206.368,16216.2679999762,1,16216.2679999762,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
21,1711132923128,"22/03/2024 18:42:03",1711132923128,0,"22/03/2024 18:42:03",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",17139.0679999285,17123.368,17139.0679999285,17139.0679999285,17123.368,17139.0679999285,1,17139.0679999285,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
22,1711132923302,"22/03/2024 18:42:03",1711132923302,0,"22/03/2024 18:42:03",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",17312.5679999285,17306.668,17312.5679999285,17312.5679999285,17306.668,17312.5679999285,1,17312.5679999285,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
23,1711132923503,"22/03/2024 18:42:03",1711132923503,0,"22/03/2024 18:42:03",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",17513.6679999523,17506.668,17513.6679999523,17513.6679999523,17506.668,17513.6679999523,1,17513.6679999523,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
