"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"11",1688988440802,"10/07/2023 11:27:20",1688992040802,1,"10/07/2023 13:27:20",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",966.527000000002,966.527000000002,966.527000000002,966.527000000002,966.527000000002,966.527000000002,1,966.527000000002,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"12",1688988463028,"10/07/2023 11:27:43",1688992063028,1,"10/07/2023 13:27:43",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",22226.502,22213.344,22226.502,22226.502,22213.344,22226.502,1,22226.502,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"13",1688988463036,"10/07/2023 11:27:43",1688992063036,1,"10/07/2023 13:27:43",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","Easy to understand",12481.49,22213.344,22229.987,12481.49,22213.344,22229.987,1,12481.49,9748.49700000002,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"14",1688988463039,"10/07/2023 11:27:43",1688992063039,1,"10/07/2023 13:27:43",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","Job well done",5782.39799999999,22213.344,22229.987,5782.39799999999,22213.344,22229.987,1,5782.39799999999,16447.589,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"15",1688988463982,"10/07/2023 11:27:43",1688992063982,1,"10/07/2023 13:27:43",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.614000000001,966.614000000001,966.614000000001,966.614000000001,966.614000000001,966.614000000001,1,966.614000000001,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"16",1688988488436,"10/07/2023 11:28:08",1688992088436,1,"10/07/2023 13:28:08",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",24454.9439999762,24446.343,24454.9439999762,24454.9439999762,24446.343,24454.9439999762,1,24454.9439999762,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"17",1688988488446,"10/07/2023 11:28:08",1688992088446,1,"10/07/2023 13:28:08",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","Normal stuff",16947.493,24446.343,24462.979,16947.493,24446.343,24462.979,1,16947.493,7515.486,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"18",1688988488448,"10/07/2023 11:28:08",1688992088448,1,"10/07/2023 13:28:08",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","Nothing extra",8681.961,24446.343,24462.979,8681.961,24446.343,24462.979,1,8681.961,15781.018,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"19",1688988489394,"10/07/2023 11:28:09",1688992089394,1,"10/07/2023 13:28:09",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.519,966.519,966.519,966.519,966.519,966.519,1,966.519,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"20",1688988520340,"10/07/2023 11:28:40",1688992120340,1,"10/07/2023 13:28:40",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",30945.525,30928.854,30945.525,30945.525,30928.854,30945.525,1,30945.525,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"21",1688988520348,"10/07/2023 11:28:40",1688992120348,1,"10/07/2023 13:28:40",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","Great work",26729.446,30928.854,30945.525,26729.446,30928.854,30945.525,1,26729.446,4216.079,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"22",1688988520350,"10/07/2023 11:28:40",1688992120350,1,"10/07/2023 13:28:40",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","Job well done",16980.751,30928.854,30945.525,16980.751,30928.854,30945.525,1,16980.751,13964.774,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"23",1688988521289,"10/07/2023 11:28:41",1688992121289,1,"10/07/2023 13:28:41",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",966.440000000002,966.440000000002,966.440000000002,966.440000000002,966.440000000002,966.440000000002,1,966.440000000002,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"24",1688988547929,"10/07/2023 11:29:07",1688992147929,1,"10/07/2023 13:29:07",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",26639.7879999762,26629.402,26639.7879999762,26639.7879999762,26629.402,26639.7879999762,1,26639.7879999762,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"25",1688988547933,"10/07/2023 11:29:07",1688992147933,1,"10/07/2023 13:29:07",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","In between the ethics ",14181.217,26629.402,26643.388,14181.217,26629.402,26643.388,1,14181.217,12462.171,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"26",1688988547933,"10/07/2023 11:29:07",1688992147933,1,"10/07/2023 13:29:07",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","Mid stuff",3632.82800000001,26629.402,26644.0880000477,3632.82800000001,26629.402,26644.0880000477,1,3632.82800000001,23011.2600000477,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"27",1688988547933,"10/07/2023 11:29:07",1688992147933,1,"10/07/2023 13:29:07",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","In between the ethics ",14181.217,26629.402,26643.388,14181.217,26629.402,26643.388,1,14181.217,12462.171,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"28",1688988547933,"10/07/2023 11:29:07",1688992147933,1,"10/07/2023 13:29:07",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","Mid stuff",3632.82800000001,26629.402,26644.0880000477,3632.82800000001,26629.402,26644.0880000477,1,3632.82800000001,23011.2600000477,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"29",1688988548886,"10/07/2023 11:29:08",1688992148886,1,"10/07/2023 13:29:08",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.626000000018,966.626000000018,966.626000000018,966.626000000018,966.626000000018,966.626000000018,1,966.626000000018,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"30",1688988548886,"10/07/2023 11:29:08",1688992148886,1,"10/07/2023 13:29:08",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.626000000018,966.626000000018,966.626000000018,966.626000000018,966.626000000018,966.626000000018,1,966.626000000018,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"31",1688988571521,"10/07/2023 11:29:31",1688992171521,1,"10/07/2023 13:29:31",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",22635.86,22629.911,22635.86,22635.86,22629.911,22635.86,1,22635.86,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"32",1688988571521,"10/07/2023 11:29:31",1688992171521,1,"10/07/2023 13:29:31",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",22635.86,22629.911,22635.86,22635.86,22629.911,22635.86,1,22635.86,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"33",1688988571524,"10/07/2023 11:29:31",1688992171524,1,"10/07/2023 13:29:31",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,4,"Positive Feedback","Video","w2ir4b",1,"response","Top notch",17680.658,22629.911,22638.6599999523,17680.658,22629.911,22638.6599999523,1,17680.658,4958.00199995231,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"34",1688988571525,"10/07/2023 11:29:31",1688992171525,1,"10/07/2023 13:29:31",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,4,"Positive Feedback","Video","w2ir4b",1,"response","Outstanding",3632.72999999998,22629.911,22639.36,3632.72999999998,22629.911,22639.36,1,3632.72999999998,19006.63,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
