"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"12",1688987843094,"10/07/2023 11:17:23",1688973443094,-4,"10/07/2023 03:17:23",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",45984.602,51099.63,51116.238,45984.602,51099.63,51116.238,1,45984.602,5131.636,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM12782"
"13",1688987843095,"10/07/2023 11:17:23",1688973443095,-4,"10/07/2023 03:17:23",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",50449.856,51099.63,51116.238,50449.856,51099.63,51116.238,1,50449.856,666.382000000012,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM12782"
"14",1688987843109,"10/07/2023 11:17:23",1688973443109,-4,"10/07/2023 03:17:23",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM12782"
"1",1688993226373,"10/07/2023 12:47:06",1688978826373,-4,"10/07/2023 04:47:06",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM14619"
"2",1688993297833,"10/07/2023 12:48:17",1688978897833,-4,"10/07/2023 04:48:17",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",91483.5,91468.493,91483.5,91483.5,91468.493,91483.5,1,91483.5,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM14619"
"3",1688993297835,"10/07/2023 12:48:17",1688978897835,-4,"10/07/2023 04:48:17",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",60850.527,91468.493,91485.222,60850.527,91468.493,91485.222,1,60850.527,30634.695,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM14619"
"4",1688993297835,"10/07/2023 12:48:17",1688978897835,-4,"10/07/2023 04:48:17",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",82218.061,91468.493,91485.222,82218.061,91468.493,91485.222,1,82218.061,9267.16100000001,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM14619"
"5",1688993297835,"10/07/2023 12:48:17",1688978897835,-4,"10/07/2023 04:48:17",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",87601.635,91468.493,91485.222,87601.635,91468.493,91485.222,1,87601.635,3883.58700000001,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM14619"
"6",1688993331012,"10/07/2023 12:48:51",1688978931012,-4,"10/07/2023 04:48:51",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",33197.507,33184.756,33197.507,33197.507,33184.756,33197.507,1,33197.507,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM14619"
"7",1688993331014,"10/07/2023 12:48:51",1688978931014,-4,"10/07/2023 04:48:51",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",7700.30899999999,33184.756,33199.2069999993,7700.30899999999,33184.756,33199.2069999993,1,7700.30899999999,25498.8979999993,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM14619"
"8",1688993331014,"10/07/2023 12:48:51",1688978931014,-4,"10/07/2023 04:48:51",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",15667.383,33184.756,33199.507,15667.383,33184.756,33199.507,1,15667.383,17532.124,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM14619"
"9",1688993331015,"10/07/2023 12:48:51",1688978931015,-4,"10/07/2023 04:48:51",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",32134.706,33184.756,33199.7069999993,32134.706,33184.756,33199.7069999993,1,32134.706,1065.00099999926,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM14619"
"10",1688993356278,"10/07/2023 12:49:16",1688978956278,-4,"10/07/2023 04:49:16",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",25278.751,25267.686,25278.751,25278.751,25267.686,25278.751,1,25278.751,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM14619"
"11",1688993356280,"10/07/2023 12:49:16",1688978956280,-4,"10/07/2023 04:49:16",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",6766.952,25267.686,25280.1509999985,6766.952,25267.686,25280.1509999985,1,6766.952,18513.1989999985,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM14619"
"12",1688993356280,"10/07/2023 12:49:16",1688978956280,-4,"10/07/2023 04:49:16",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",16083.972,25267.686,25280.4509999993,16083.972,25267.686,25280.4509999993,1,16083.972,9196.47899999926,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM14619"
"13",1688993356280,"10/07/2023 12:49:16",1688978956280,-4,"10/07/2023 04:49:16",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",24601.063,25267.686,25280.751,24601.063,25267.686,25280.751,1,24601.063,679.687999999995,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM14619"
"14",1688993356283,"10/07/2023 12:49:16",1688978956283,-4,"10/07/2023 04:49:16",137495,33,"questionnaire-uu2n",NA,30593407,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM14619"
"1",1688999063760,"10/07/2023 14:24:23",1688984663760,-4,"10/07/2023 06:24:23",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM96648"
"2",1688999320834,"10/07/2023 14:28:40",1688984920834,-4,"10/07/2023 06:28:40",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",257123,257106,257123,257123,257106,257123,1,257123,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM96648"
"3",1688999320841,"10/07/2023 14:28:40",1688984920841,-4,"10/07/2023 06:28:40",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",206487,257106,257123,206487,257106,257123,1,206487,50636,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM96648"
"4",1688999320843,"10/07/2023 14:28:40",1688984920843,-4,"10/07/2023 06:28:40",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",244780,257106,257123,244780,257106,257123,1,244780,12343,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM96648"
"5",1688999320850,"10/07/2023 14:28:40",1688984920850,-4,"10/07/2023 06:28:40",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",253014,257106,257123,253014,257106,257123,1,253014,4109,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM96648"
"6",1688999405923,"10/07/2023 14:30:05",1688985005923,-4,"10/07/2023 06:30:05",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",85118,85102,85118,85118,85102,85118,1,85118,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM96648"
"7",1688999405944,"10/07/2023 14:30:05",1688985005944,-4,"10/07/2023 06:30:05",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",21192,85102,85118,21192,85102,85118,1,21192,63926,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM96648"
"8",1688999405946,"10/07/2023 14:30:05",1688985005946,-4,"10/07/2023 06:30:05",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",66322,85102,85118,66322,85102,85118,1,66322,18796,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM96648"
"9",1688999405949,"10/07/2023 14:30:05",1688985005949,-4,"10/07/2023 06:30:05",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",80861,85102,85118,80861,85102,85118,1,80861,4257,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM96648"
"10",1688999424264,"10/07/2023 14:30:24",1688985024264,-4,"10/07/2023 06:30:24",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",18359,18348,18359,18359,18348,18359,1,18359,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM96648"
"11",1688999424266,"10/07/2023 14:30:24",1688985024266,-4,"10/07/2023 06:30:24",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",6288,18348,18361,6288,18348,18361,1,6288,12073,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM96648"
"12",1688999424268,"10/07/2023 14:30:24",1688985024268,-4,"10/07/2023 06:30:24",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",8218,18348,18364,8218,18348,18364,1,8218,10146,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM96648"
"13",1688999424271,"10/07/2023 14:30:24",1688985024271,-4,"10/07/2023 06:30:24",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",16502,18348,18364,16502,18348,18364,1,16502,1862,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM96648"
"14",1688999424283,"10/07/2023 14:30:24",1688985024283,-4,"10/07/2023 06:30:24",137495,33,"questionnaire-uu2n",NA,30597431,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM96648"
"1",1689001178913,"10/07/2023 14:59:38",1689004778913,1,"10/07/2023 16:59:38",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM15998"
"2",1689001274067,"10/07/2023 15:01:14",1689004874067,1,"10/07/2023 17:01:14",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",95167.6,95150.917,95167.6,95167.6,95150.917,95167.6,1,95167.6,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM15998"
"3",1689001274070,"10/07/2023 15:01:14",1689004874070,1,"10/07/2023 17:01:14",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",58333.97,95150.917,95167.6,58333.97,95150.917,95167.6,1,58333.97,36833.63,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM15998"
"4",1689001274070,"10/07/2023 15:01:14",1689004874070,1,"10/07/2023 17:01:14",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",70017.327,95150.917,95167.6,70017.327,95150.917,95167.6,1,70017.327,25150.273,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM15998"
"5",1689001274071,"10/07/2023 15:01:14",1689004874071,1,"10/07/2023 17:01:14",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",86067.417,95150.917,95167.6,86067.417,95150.917,95167.6,1,86067.417,9100.183,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM15998"
"6",1689001311183,"10/07/2023 15:01:51",1689004911183,1,"10/07/2023 17:01:51",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",37136.0110000477,37133.574,37136.0110000477,37136.0110000477,37133.574,37136.0110000477,1,37136.0110000477,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM15998"
"7",1689001311185,"10/07/2023 15:01:51",1689004911185,1,"10/07/2023 17:01:51",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",11800.038,37133.574,37138.311,11800.038,37133.574,37138.311,1,11800.038,25338.273,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM15998"
"8",1689001311185,"10/07/2023 15:01:51",1689004911185,1,"10/07/2023 17:01:51",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",19550.132,37133.574,37138.7110000358,19550.132,37133.574,37138.7110000358,1,19550.132,17588.5790000358,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM15998"
"9",1689001311186,"10/07/2023 15:01:51",1689004911186,1,"10/07/2023 17:01:51",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",34266.877,37133.574,37138.9110000238,34266.877,37133.574,37138.9110000238,1,34266.877,2872.03400002384,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM15998"
"10",1689001335971,"10/07/2023 15:02:15",1689004935971,1,"10/07/2023 17:02:15",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",24791.0370000119,24783.517,24791.0370000119,24791.0370000119,24783.517,24791.0370000119,1,24791.0370000119,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM15998"
"11",1689001335973,"10/07/2023 15:02:15",1689004935973,1,"10/07/2023 17:02:15",137495,33,"questionnaire-uu2n",NA,30598381,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",8350.10000000001,24783.517,24792.9370000477,8350.10000000001,24783.517,24792.9370000477,1,8350.10000000001,16442.8370000477,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM15998"
