"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1689001488043,"10/07/2023 15:04:48",1689005088043,1,"10/07/2023 17:04:48",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM15998"
"2",1689001500071,"10/07/2023 15:05:00",1689005100071,1,"10/07/2023 17:05:00",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,"Instructions","Screen 1","by7fw4",1,"continue","",12038.687,12033.461,12038.687,12038.687,12033.461,12038.687,1,12038.687,0,0,NA,"Click To Continue","Continue Button",2,"object-15","Instructions",NA,"SUPTM15998"
"3",1689001507853,"10/07/2023 15:05:07",1689005107853,1,"10/07/2023 17:05:07",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,"Instructions","Screen 2","32ryug",2,"continue","",7787.12599997616,7783.472,7787.12599997616,7787.12599997616,7783.472,7787.12599997616,1,7787.12599997616,0,0,NA,"Click To Continue","Continue Button",2,"object-18","Instructions",NA,"SUPTM15998"
"4",1689001516072,"10/07/2023 15:05:16",1689005116072,1,"10/07/2023 17:05:16",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,"Instructions","Screen 6","qfz25j",3,"continue","",8223.55399995232,8216.707,8223.55399995232,8223.55399995232,8216.707,8223.55399995232,1,8223.55399995232,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Instructions",NA,"SUPTM15998"
"5",1689001520627,"10/07/2023 15:05:20",1689005120627,1,"10/07/2023 17:05:20",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,"Instructions","Screen 3","oiajeu",4,"continue","",4562.047,4550.061,4562.047,4562.047,4550.061,4562.047,1,4562.047,0,0,NA,"Click To Continue","Continue Button",2,"object-21","Instructions",NA,"SUPTM15998"
"6",1689001522542,"10/07/2023 15:05:22",1689005122542,1,"10/07/2023 17:05:22",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,"Instructions","Screen 4","x6yf73",5,"continue","",1926.486,1916.662,1926.486,1926.486,1916.662,1926.486,1,1926.486,0,0,NA,"Click To Continue","Continue Button",2,"object-24","Instructions",NA,"SUPTM15998"
"7",1689001697949,"10/07/2023 15:08:17",1689005297949,1,"10/07/2023 17:08:17",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,"Practice run","Screen 1","ncwxmk",1,"continue","",175414.723999976,175401.297,175414.723999976,175414.723999976,175401.297,175414.723999976,1,175414.723999976,0,0,NA,"Click To Continue","Continue Button",2,"object-29","Practice run",NA,"SUPTM15998"
"8",1689001752708,"10/07/2023 15:09:12",1689005352708,1,"10/07/2023 17:09:12",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,"Practice run","Screen 1","ncwxmk",1,"continue","",230175.923999964,230168.44,230175.923999964,230175.923999964,230168.44,230175.923999964,1,230175.923999964,0,0,NA,"Click To Continue","Continue Button",2,"object-29","Practice run",NA,"SUPTM15998"
"9",1689001752712,"10/07/2023 15:09:12",1689005352712,1,"10/07/2023 17:09:12",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,"Practice run","Screen 1","ncwxmk",1,"response","The video was average. ",140434.345,230168.44,230179.723999976,140434.345,230168.44,230179.723999976,1,140434.345,89745.3789999762,0,NA,"Text Entry","Text Entry",5,"object-38","Practice run",NA,"SUPTM15998"
"10",1689001752712,"10/07/2023 15:09:12",1689005352712,1,"10/07/2023 17:09:12",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,"Practice run","Screen 1","ncwxmk",1,"response","The description was okay, clear enough but not overly detailed. ",183018.014,230168.44,230180.123999952,183018.014,230168.44,230180.123999952,1,183018.014,47162.1099999523,0,NA,"Text Entry","Text Entry",6,"object-40","Practice run",NA,"SUPTM15998"
"11",1689001752713,"10/07/2023 15:09:12",1689005352713,1,"10/07/2023 17:09:12",137495,33,"task-kbbk",NA,30598620,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Video Feedback Task",4,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM15998"
