"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"375",11,1692197219711,"16/08/2023 14:46:59",1692200819711,1,"16/08/2023 16:46:59",140743,17,"questionnaire-uu2n",NA,31222106,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",17364.82,31630.143,31642.6829999523,17364.82,31630.143,31642.6829999523,1,17364.82,14277.8629999523,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF01588"
"376",12,1692197219712,"16/08/2023 14:46:59",1692200819712,1,"16/08/2023 16:46:59",140743,17,"questionnaire-uu2n",NA,31222106,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",22981.095,31630.143,31644.282999857,22981.095,31630.143,31644.282999857,1,22981.095,8663.18799985695,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF01588"
"377",13,1692197219713,"16/08/2023 14:46:59",1692200819713,1,"16/08/2023 16:46:59",140743,17,"questionnaire-uu2n",NA,31222106,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",29013.499,31630.143,31645.5830000477,29013.499,31630.143,31645.5830000477,1,29013.499,2632.08400004767,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF01588"
"378",14,1692197219727,"16/08/2023 14:46:59",1692200819727,1,"16/08/2023 16:46:59",140743,17,"questionnaire-uu2n",NA,31222106,NA,"complete",NA,"64dcecf2571803aaf952ef5f","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x657",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF01588"
"379",1,1692192376340,"16/08/2023 13:26:16",1692195976340,1,"16/08/2023 15:26:16",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF89096"
"380",2,1692192398982,"16/08/2023 13:26:38",1692195998982,1,"16/08/2023 15:26:38",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",22653.243,22648.252,22653.243,22653.243,22648.252,22653.243,1,22653.243,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF89096"
"381",3,1692192398984,"16/08/2023 13:26:38",1692195998984,1,"16/08/2023 15:26:38",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",14525.246,22648.252,22654.943,14525.246,22648.252,22654.943,1,14525.246,8129.69700000001,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF89096"
"382",4,1692192398984,"16/08/2023 13:26:38",1692195998984,1,"16/08/2023 15:26:38",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",19860.551,22648.252,22655.143,19860.551,22648.252,22655.143,1,19860.551,2794.59199999996,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF89096"
"383",5,1692192398984,"16/08/2023 13:26:38",1692195998984,1,"16/08/2023 15:26:38",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",22154.687,22648.252,22655.443,22154.687,22648.252,22655.443,1,22154.687,500.756000000012,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF89096"
"384",6,1692192401127,"16/08/2023 13:26:41",1692196001127,1,"16/08/2023 15:26:41",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",2150.29099999999,2147.429,2150.29099999999,2150.29099999999,2147.429,2150.29099999999,1,2150.29099999999,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF89096"
"385",7,1692192430136,"16/08/2023 13:27:10",1692196030136,1,"16/08/2023 15:27:10",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",31159.891,31157.99,31159.891,31159.891,31157.99,31159.891,1,31159.891,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF89096"
"386",8,1692192430138,"16/08/2023 13:27:10",1692196030138,1,"16/08/2023 15:27:10",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",30544.447,31157.99,31161.691,30544.447,31157.99,31161.691,1,30544.447,617.244000000013,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF89096"
"387",9,1692192430139,"16/08/2023 13:27:10",1692196030139,1,"16/08/2023 15:27:10",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",29784.167,31157.99,31162.091,29784.167,31157.99,31162.091,1,29784.167,1377.92399999998,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF89096"
"388",10,1692192430139,"16/08/2023 13:27:10",1692196030139,1,"16/08/2023 15:27:10",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",27916.799,31157.99,31162.491,27916.799,31157.99,31162.491,1,27916.799,3245.692,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF89096"
"389",11,1692192443882,"16/08/2023 13:27:23",1692196043882,1,"16/08/2023 15:27:23",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",13747.301,13738.324,13747.301,13747.301,13738.324,13747.301,1,13747.301,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF89096"
"390",12,1692192443883,"16/08/2023 13:27:23",1692196043883,1,"16/08/2023 15:27:23",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",10016.921,13738.324,13748.701,10016.921,13738.324,13748.701,1,10016.921,3731.78000000001,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF89096"
"391",13,1692192443883,"16/08/2023 13:27:23",1692196043883,1,"16/08/2023 15:27:23",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",11564.2,13738.324,13748.901,11564.2,13738.324,13748.901,1,11564.2,2184.70099999997,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF89096"
"392",14,1692192443884,"16/08/2023 13:27:23",1692196043884,1,"16/08/2023 15:27:23",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",13231.486,13738.324,13749.301,13231.486,13738.324,13749.301,1,13231.486,517.814999999988,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF89096"
"393",15,1692192443886,"16/08/2023 13:27:23",1692196043886,1,"16/08/2023 15:27:23",140743,17,"questionnaire-uu2n",NA,31221071,NA,"complete",NA,"64dcdc11738dec7846d76850","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x937",NA,NA,0,"BIQ (Charlotte)",2,"GHFIEJDACB","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF89096"
"394",1,1692190801461,"16/08/2023 13:00:01",1692194401461,1,"16/08/2023 15:00:01",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF02309"
"395",2,1692190840300,"16/08/2023 13:00:40",1692194440300,1,"16/08/2023 15:00:40",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",38858,38841,38858,38858,38841,38858,1,38858,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF02309"
"396",3,1692190840302,"16/08/2023 13:00:40",1692194440302,1,"16/08/2023 15:00:40",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",22010,38841,38858,22010,38841,38858,1,22010,16848,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF02309"
"397",4,1692190840302,"16/08/2023 13:00:40",1692194440302,1,"16/08/2023 15:00:40",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",35651,38841,38858,35651,38841,38858,1,35651,3207,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF02309"
"398",5,1692190840303,"16/08/2023 13:00:40",1692194440303,1,"16/08/2023 15:00:40",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",38089,38841,38858,38089,38841,38858,1,38089,769,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF02309"
"399",6,1692190856163,"16/08/2023 13:00:56",1692194456163,1,"16/08/2023 15:00:56",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",15881,15879,15881,15881,15879,15881,1,15881,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF02309"
"400",7,1692190856165,"16/08/2023 13:00:56",1692194456165,1,"16/08/2023 15:00:56",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",5209,15879,15884,5209,15879,15884,1,5209,10675,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF02309"
"401",8,1692190856166,"16/08/2023 13:00:56",1692194456166,1,"16/08/2023 15:00:56",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",8582,15879,15885,8582,15879,15885,1,8582,7303,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF02309"
"402",9,1692190856166,"16/08/2023 13:00:56",1692194456166,1,"16/08/2023 15:00:56",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",14343,15879,15885,14343,15879,15885,1,14343,1542,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF02309"
"403",10,1692190870790,"16/08/2023 13:01:10",1692194470790,1,"16/08/2023 15:01:10",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",14629,14627,14629,14629,14627,14629,1,14629,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF02309"
"404",11,1692190870792,"16/08/2023 13:01:10",1692194470792,1,"16/08/2023 15:01:10",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",2605,14627,14632,2605,14627,14632,1,2605,12027,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF02309"
"405",12,1692190870792,"16/08/2023 13:01:10",1692194470792,1,"16/08/2023 15:01:10",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",4058,14627,14632,4058,14627,14632,1,4058,10574,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF02309"
"406",13,1692190870793,"16/08/2023 13:01:10",1692194470793,1,"16/08/2023 15:01:10",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",12022,14627,14632,12022,14627,14632,1,12022,2610,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF02309"
"407",14,1692190870797,"16/08/2023 13:01:10",1692194470797,1,"16/08/2023 15:01:10",140743,17,"questionnaire-uu2n",NA,31220600,NA,"complete",NA,"64dcd5b8efb53854496a7580","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1463x915","1335x753",NA,NA,0,"BIQ (Charlotte)",2,"FGEHDICJBA","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF02309"
"408",1,1692169030247,"16/08/2023 06:57:10",1692172630247,1,"16/08/2023 08:57:10",140743,17,"questionnaire-uu2n",NA,31215015,NA,"complete",NA,"64dc7ddf7404cae9c3a1d3e9","computer","Desktop or Laptop","Windows 10","Opera 100.0.0.0","1080x1920","1039x1779",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF09500"
"409",2,1692169193887,"16/08/2023 06:59:53",1692172793887,1,"16/08/2023 08:59:53",140743,17,"questionnaire-uu2n",NA,31215015,NA,"complete",NA,"64dc7ddf7404cae9c3a1d3e9","computer","Desktop or Laptop","Windows 10","Opera 100.0.0.0","1080x1920","1039x1779",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",164688.404,164671.722,164688.404,164688.404,164671.722,164688.404,1,164688.404,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF09500"
"410",3,1692169193889,"16/08/2023 06:59:53",1692172793889,1,"16/08/2023 08:59:53",140743,17,"questionnaire-uu2n",NA,31215015,NA,"complete",NA,"64dc7ddf7404cae9c3a1d3e9","computer","Desktop or Laptop","Windows 10","Opera 100.0.0.0","1080x1920","1039x1779",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",144655.652,164671.722,164688.404,144655.652,164671.722,164688.404,1,144655.652,20032.752,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF09500"
"411",4,1692169193890,"16/08/2023 06:59:53",1692172793890,1,"16/08/2023 08:59:53",140743,17,"questionnaire-uu2n",NA,31215015,NA,"complete",NA,"64dc7ddf7404cae9c3a1d3e9","computer","Desktop or Laptop","Windows 10","Opera 100.0.0.0","1080x1920","1039x1779",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",156088.659,164671.722,164688.404,156088.659,164671.722,164688.404,1,156088.659,8599.745,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF09500"
"412",5,1692169193890,"16/08/2023 06:59:53",1692172793890,1,"16/08/2023 08:59:53",140743,17,"questionnaire-uu2n",NA,31215015,NA,"complete",NA,"64dc7ddf7404cae9c3a1d3e9","computer","Desktop or Laptop","Windows 10","Opera 100.0.0.0","1080x1920","1039x1779",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",163788.436,164671.722,164688.404,163788.436,164671.722,164688.404,1,163788.436,899.968000000023,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF09500"
"413",6,1692169238309,"16/08/2023 07:00:38",1692172838309,1,"16/08/2023 09:00:38",140743,17,"questionnaire-uu2n",NA,31215015,NA,"complete",NA,"64dc7ddf7404cae9c3a1d3e9","computer","Desktop or Laptop","Windows 10","Opera 100.0.0.0","1080x1920","1039x1779",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",44443.3780000015,44432.246,44443.3780000015,44443.3780000015,44432.246,44443.3780000015,1,44443.3780000015,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF09500"
"414",7,1692169238311,"16/08/2023 07:00:38",1692172838311,1,"16/08/2023 09:00:38",140743,17,"questionnaire-uu2n",NA,31215015,NA,"complete",NA,"64dc7ddf7404cae9c3a1d3e9","computer","Desktop or Laptop","Windows 10","Opera 100.0.0.0","1080x1920","1039x1779",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",5566.51999999999,44432.246,44445.4780000011,5566.51999999999,44432.246,44445.4780000011,1,5566.51999999999,38878.9580000011,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF09500"
"415",8,1692169238311,"16/08/2023 07:00:38",1692172838311,1,"16/08/2023 09:00:38",140743,17,"questionnaire-uu2n",NA,31215015,NA,"complete",NA,"64dc7ddf7404cae9c3a1d3e9","computer","Desktop or Laptop","Windows 10","Opera 100.0.0.0","1080x1920","1039x1779",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",33499.147,44432.246,44445.8780000015,33499.147,44432.246,44445.8780000015,1,33499.147,10946.7310000015,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF09500"
"416",9,1692169238311,"16/08/2023 07:00:38",1692172838311,1,"16/08/2023 09:00:38",140743,17,"questionnaire-uu2n",NA,31215015,NA,"complete",NA,"64dc7ddf7404cae9c3a1d3e9","computer","Desktop or Laptop","Windows 10","Opera 100.0.0.0","1080x1920","1039x1779",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",41982.258,44432.246,44446.0780000007,41982.258,44432.246,44446.0780000007,1,41982.258,2463.82000000073,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF09500"
