"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"416",37,1693246498319,"28/08/2023 18:14:58",1693250098319,1,"28/08/2023 20:14:58",140743,17,"task-s9co",NA,31394113,NA,"complete",NA,"64eceed14556d1516f0479e9","computer","Desktop or Laptop","Windows 10","Firefox 116.0","1920x1080","1920x919",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",980.100000000035,980.100000000035,980.100000000035,980.100000000035,980.100000000035,980.100000000035,1,980.100000000035,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF20104"
"417",38,1693246521726,"28/08/2023 18:15:21",1693250121726,1,"28/08/2023 20:15:21",140743,17,"task-s9co",NA,31394113,NA,"complete",NA,"64eceed14556d1516f0479e9","computer","Desktop or Laptop","Windows 10","Firefox 116.0","1920x1080","1920x919",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",23406.22,23404.36,23406.22,23406.22,23404.36,23406.22,1,23406.22,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF20104"
"418",39,1693246521727,"28/08/2023 18:15:21",1693250121727,1,"28/08/2023 20:15:21",140743,17,"task-s9co",NA,31394113,NA,"complete",NA,"64eceed14556d1516f0479e9","computer","Desktop or Laptop","Windows 10","Firefox 116.0","1920x1080","1920x919",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","Clear explanation using facts and figures",16835.56,23404.36,23408.22,16835.56,23404.36,23408.22,1,16835.56,6572.65999999997,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF20104"
"419",40,1693246521727,"28/08/2023 18:15:21",1693250121727,1,"28/08/2023 20:15:21",140743,17,"task-s9co",NA,31394113,NA,"complete",NA,"64eceed14556d1516f0479e9","computer","Desktop or Laptop","Windows 10","Firefox 116.0","1920x1080","1920x919",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","Confident and smiling during the explanation",5901.47999999998,23404.36,23408.22,5901.47999999998,23404.36,23408.22,1,5901.47999999998,17506.74,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF20104"
"420",41,1693246522705,"28/08/2023 18:15:22",1693250122705,1,"28/08/2023 20:15:22",140743,17,"task-s9co",NA,31394113,NA,"complete",NA,"64eceed14556d1516f0479e9","computer","Desktop or Laptop","Windows 10","Firefox 116.0","1920x1080","1920x919",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",980.099999999977,980.099999999977,980.099999999977,980.099999999977,980.099999999977,980.099999999977,1,980.099999999977,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF20104"
"421",42,1693246522705,"28/08/2023 18:15:22",1693250122705,1,"28/08/2023 20:15:22",140743,17,"task-s9co",NA,31394113,NA,"complete",NA,"64eceed14556d1516f0479e9","computer","Desktop or Laptop","Windows 10","Firefox 116.0","1920x1080","1920x919",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF20104"
"422",1,1692725985865,"22/08/2023 17:39:45",1692729585865,1,"22/08/2023 19:39:45",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF42249"
"423",2,1692726057827,"22/08/2023 17:40:57",1692729657827,1,"22/08/2023 19:40:57",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",70936.279,70919.624,70936.279,70936.279,70919.624,70936.279,1,70936.279,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"424",3,1692726057831,"22/08/2023 17:40:57",1692729657831,1,"22/08/2023 19:40:57",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","features of the people in the room explained well",60976.212,70919.624,70936.279,60976.212,70919.624,70936.279,1,60976.212,9960.067,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"425",4,1692726057832,"22/08/2023 17:40:57",1692729657832,1,"22/08/2023 19:40:57",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","features of the room in the picture explaimed well",34110.569,70919.624,70936.279,34110.569,70919.624,70936.279,1,34110.569,36825.71,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"426",5,1692726058778,"22/08/2023 17:40:58",1692729658778,1,"22/08/2023 19:40:58",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",965.990000000005,965.990000000005,965.990000000005,965.990000000005,965.990000000005,965.990000000005,1,965.990000000005,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"427",6,1692726093466,"22/08/2023 17:41:33",1692729693466,1,"22/08/2023 19:41:33",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",34691.4980000004,34676.838,34691.4980000004,34691.4980000004,34676.838,34691.4980000004,1,34691.4980000004,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"428",7,1692726093471,"22/08/2023 17:41:33",1692729693471,1,"22/08/2023 19:41:33",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","clearly setting the scene of the area",22268.487,34676.838,34693.493,22268.487,34676.838,34693.493,1,22268.487,12425.006,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"429",8,1692726093471,"22/08/2023 17:41:33",1692729693471,1,"22/08/2023 19:41:33",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","adjectives used help the visual",12241.801,34676.838,34693.493,12241.801,34676.838,34693.493,1,12241.801,22451.692,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"430",9,1692726094422,"22/08/2023 17:41:34",1692729694422,1,"22/08/2023 19:41:34",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",965.989999999991,965.989999999991,965.989999999991,965.989999999991,965.989999999991,965.989999999991,1,965.989999999991,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"431",10,1692726176896,"22/08/2023 17:42:56",1692729776896,1,"22/08/2023 19:42:56",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",82477.9699999993,82462.292,82477.9699999993,82477.9699999993,82462.292,82477.9699999993,1,82477.9699999993,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"432",11,1692726176900,"22/08/2023 17:42:56",1692729776900,1,"22/08/2023 19:42:56",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"response","describing details of the flag helped and adding that it could be sports",66589.324,82462.292,82478.947,66589.324,82462.292,82478.947,1,66589.324,15889.623,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"433",12,1692726176900,"22/08/2023 17:42:56",1692729776900,1,"22/08/2023 19:42:56",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"response","helping picture the feelings of the people involved in the picture",24384.049,82462.292,82478.947,24384.049,82462.292,82478.947,1,24384.049,58094.898,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"434",13,1692726177850,"22/08/2023 17:42:57",1692729777850,1,"22/08/2023 19:42:57",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",965.989999999991,965.989999999991,965.989999999991,965.989999999991,965.989999999991,965.989999999991,1,965.989999999991,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF42249"
"435",14,1692726286555,"22/08/2023 17:44:46",1692729886555,1,"22/08/2023 19:44:46",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",108708.988,108694.683,108708.988,108708.988,108694.683,108708.988,1,108708.988,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF42249"
"436",15,1692726286560,"22/08/2023 17:44:46",1692729886560,1,"22/08/2023 19:44:46",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","making it possible to visualize the items in the room by",52265.271,108694.683,108711.338,52265.271,108694.683,108711.338,1,52265.271,56446.067,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF42249"
"437",16,1692726286560,"22/08/2023 17:44:46",1692729886560,1,"22/08/2023 19:44:46",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","using fairly basic terms to descrive the scene",22468.347,108694.683,108711.338,22468.347,108694.683,108711.338,1,22468.347,86242.991,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF42249"
"438",17,1692726287511,"22/08/2023 17:44:47",1692729887511,1,"22/08/2023 19:44:47",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",965.989999999991,965.989999999991,965.989999999991,965.989999999991,965.989999999991,965.989999999991,1,965.989999999991,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF42249"
"439",18,1692726349267,"22/08/2023 17:45:49",1692729949267,1,"22/08/2023 19:45:49",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",61758.997,61742.342,61758.997,61758.997,61742.342,61758.997,1,61758.997,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF42249"
"440",19,1692726349272,"22/08/2023 17:45:49",1692729949272,1,"22/08/2023 19:45:49",140743,17,"task-s9co",NA,31297742,NA,"complete",NA,"64e4fc72a6b2df27331b7045","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Video Feedback Task (Clone)",6,"FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"response","helping visualise the size of the group (10-15 people)",34476.979,61742.342,61758.997,34476.979,61742.342,61758.997,1,34476.979,27282.018,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF42249"
