"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"78",36,1692006783519,"14/08/2023 09:53:03",1692010383519,1,"14/08/2023 11:53:03",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","You described the picture ok",3565.30699999997,30152.949,30164.4340000059,3565.30699999997,30152.949,30164.4340000059,1,3565.30699999997,26599.127000006,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"79",37,1692006784476,"14/08/2023 09:53:04",1692010384476,1,"14/08/2023 11:53:04",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.103000000003,966.103000000003,966.103000000003,966.103000000003,966.103000000003,966.103000000003,1,966.103000000003,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"80",38,1692006821985,"14/08/2023 09:53:41",1692010421985,1,"14/08/2023 11:53:41",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",37510.982,37499.811,37510.982,37510.982,37499.811,37510.982,1,37510.982,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"81",39,1692006821988,"14/08/2023 09:53:41",1692010421988,1,"14/08/2023 11:53:41",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","I like the opinions you offer about the picture",27820.792,37499.811,37514.482,27820.792,37499.811,37514.482,1,27820.792,9693.69,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"82",40,1692006821988,"14/08/2023 09:53:41",1692010421988,1,"14/08/2023 11:53:41",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","I like your smile and facial expressions",3448.527,37499.811,37515.1820000179,3448.527,37499.811,37515.1820000179,1,3448.527,34066.6550000179,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"83",41,1692006822941,"14/08/2023 09:53:42",1692010422941,1,"14/08/2023 11:53:42",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.170999999973,966.170999999973,966.170999999973,966.170999999973,966.170999999973,966.170999999973,1,966.170999999973,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"84",42,1692006822951,"14/08/2023 09:53:42",1692010422951,1,"14/08/2023 11:53:42",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF56705"
"85",1,1692015324054,"14/08/2023 12:15:24",1692018924054,1,"14/08/2023 14:15:24",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF01065"
"86",2,1692015357547,"14/08/2023 12:15:57",1692018957547,1,"14/08/2023 14:15:57",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",30225.4299999523,30212.68,30225.4299999523,30225.4299999523,30212.68,30225.4299999523,1,30225.4299999523,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"87",3,1692015357554,"14/08/2023 12:15:57",1692018957554,1,"14/08/2023 14:15:57",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","you looked normal",22230.319,30212.68,30229.216,22230.319,30212.68,30229.216,1,22230.319,7998.897,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"88",4,1692015357554,"14/08/2023 12:15:57",1692018957554,1,"14/08/2023 14:15:57",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","you did ok",8832.065,30212.68,30229.216,8832.065,30212.68,30229.216,1,8832.065,21397.151,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"89",5,1692015358501,"14/08/2023 12:15:58",1692018958501,1,"14/08/2023 14:15:58",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.428,966.428,966.428,966.428,966.428,966.428,1,966.428,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"90",6,1692015391471,"14/08/2023 12:16:31",1692018991471,1,"14/08/2023 14:16:31",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",32971.2219999285,32962.388,32971.2219999285,32971.2219999285,32962.388,32971.2219999285,1,32971.2219999285,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"91",7,1692015391476,"14/08/2023 12:16:31",1692018991476,1,"14/08/2023 14:16:31",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","you really made a point here",18247.986,32962.388,32976.022,18247.986,32962.388,32976.022,1,18247.986,14728.036,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"92",8,1692015391476,"14/08/2023 12:16:31",1692018991476,1,"14/08/2023 14:16:31",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","you did great",6399.528,32962.388,32976.8219999523,6399.528,32962.388,32976.8219999523,1,6399.528,26577.2939999523,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"93",9,1692015392429,"14/08/2023 12:16:32",1692018992429,1,"14/08/2023 14:16:32",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",966.556000000011,966.556000000011,966.556000000011,966.556000000011,966.556000000011,966.556000000011,1,966.556000000011,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"94",10,1692015440364,"14/08/2023 12:17:20",1692019040364,1,"14/08/2023 14:17:20",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",47935.3779999523,47927.184,47935.3779999523,47935.3779999523,47927.184,47935.3779999523,1,47935.3779999523,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"95",11,1692015440375,"14/08/2023 12:17:20",1692019040375,1,"14/08/2023 14:17:20",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"response","you came through knowledgeable",19814.139,47927.184,47943.737,19814.139,47927.184,47943.737,1,19814.139,28129.598,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"96",12,1692015440375,"14/08/2023 12:17:20",1692019040375,1,"14/08/2023 14:17:20",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"response","you really looked confident",6749.427,47927.184,47943.737,6749.427,47927.184,47943.737,1,6749.427,41194.31,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"97",13,1692015441323,"14/08/2023 12:17:21",1692019041323,1,"14/08/2023 14:17:21",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.616999999998,966.616999999998,966.616999999998,966.616999999998,966.616999999998,966.616999999998,1,966.616999999998,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"98",14,1692015500904,"14/08/2023 12:18:20",1692019100904,1,"14/08/2023 14:18:20",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",59581.0769999523,59575.904,59581.0769999523,59581.0769999523,59575.904,59581.0769999523,1,59581.0769999523,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"99",15,1692015500912,"14/08/2023 12:18:20",1692019100912,1,"14/08/2023 14:18:20",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","you seemed alright",39611.448,59575.904,59589.6769999762,39611.448,59575.904,59589.6769999762,1,39611.448,19978.2289999762,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"100",16,1692015500913,"14/08/2023 12:18:20",1692019100913,1,"14/08/2023 14:18:20",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","you were ok",9115.666,59575.904,59590.777,9115.666,59575.904,59590.777,1,9115.666,50475.111,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"101",17,1692015501865,"14/08/2023 12:18:21",1692019101865,1,"14/08/2023 14:18:21",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.271999999997,966.271999999997,966.271999999997,966.271999999997,966.271999999997,966.271999999997,1,966.271999999997,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"102",18,1692015542382,"14/08/2023 12:19:02",1692019142382,1,"14/08/2023 14:19:02",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",40517.7009999046,40511.628,40517.7009999046,40517.7009999046,40511.628,40517.7009999046,1,40517.7009999046,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"103",19,1692015542390,"14/08/2023 12:19:02",1692019142390,1,"14/08/2023 14:19:02",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"response","you were great",31645.8,40511.628,40525.601,31645.8,40511.628,40525.601,1,31645.8,8879.80100000001,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"104",20,1692015542391,"14/08/2023 12:19:02",1692019142391,1,"14/08/2023 14:19:02",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"response","you explained yourself perfectly",15281.278,40511.628,40526.601,15281.278,40511.628,40526.601,1,15281.278,25245.323,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"105",21,1692015543343,"14/08/2023 12:19:03",1692019143343,1,"14/08/2023 14:19:03",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",966.222000000009,966.222000000009,966.222000000009,966.222000000009,966.222000000009,966.222000000009,1,966.222000000009,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"106",22,1692015570866,"14/08/2023 12:19:30",1692019170866,1,"14/08/2023 14:19:30",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",27522.5509999523,27513.17,27522.5509999523,27522.5509999523,27513.17,27522.5509999523,1,27522.5509999523,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"107",23,1692015570874,"14/08/2023 12:19:30",1692019170874,1,"14/08/2023 14:19:30",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","i could understand you",18547.669,27513.17,27529.841,18547.669,27513.17,27529.841,1,18547.669,8982.17199999999,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"108",24,1692015570875,"14/08/2023 12:19:30",1692019170875,1,"14/08/2023 14:19:30",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","you seemed shy",8932.429,27513.17,27529.841,8932.429,27513.17,27529.841,1,8932.429,18597.412,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"109",25,1692015571823,"14/08/2023 12:19:31",1692019171823,1,"14/08/2023 14:19:31",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.902999999991,966.902999999991,966.902999999991,966.902999999991,966.902999999991,966.902999999991,1,966.902999999991,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF01065"
"110",26,1692015609407,"14/08/2023 12:20:09",1692019209407,1,"14/08/2023 14:20:09",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",37583.678,37578.409,37583.678,37583.678,37578.409,37583.678,1,37583.678,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"111",27,1692015609414,"14/08/2023 12:20:09",1692019209414,1,"14/08/2023 14:20:09",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Positive Feedback","Video","w2ir4b",1,"response","it was a pleasure to watch",27329.396,37578.409,37591.0779999762,27329.396,37578.409,37591.0779999762,1,27329.396,10261.6819999762,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
"112",28,1692015609415,"14/08/2023 12:20:09",1692019209415,1,"14/08/2023 14:20:09",140743,17,"task-s9co",NA,31175602,NA,"complete",NA,"64da2331d1c99ce54caf7f00","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x595",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,4,"Positive Feedback","Video","w2ir4b",1,"response","you sounded like an expert",6365.44700000001,37578.409,37592.178,6365.44700000001,37578.409,37592.178,1,6365.44700000001,31226.731,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF01065"
