"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.vu6m","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1708971433504,"26/02/2024 18:17:13",1708971433504,0,"26/02/2024 18:17:13",167771,4,"task-v7r7",NA,35522595,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF91296"
"2",1708971436848,"26/02/2024 18:17:16",1708971436848,0,"26/02/2024 18:17:16",167771,4,"task-v7r7",NA,35522595,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3251.1,3247.9,3251.1,3251.1,3247.9,3251.1,1,3251.1,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF91296"
"3",1708971446294,"26/02/2024 18:17:26",1708971446294,0,"26/02/2024 18:17:26",167771,4,"task-v7r7",NA,35522595,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",9448.99999923706,9444,9448.99999923706,9448.99999923706,9444,9448.99999923706,1,9448.99999923706,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF91296"
"4",1708971452149,"26/02/2024 18:17:32",1708971452149,0,"26/02/2024 18:17:32",167771,4,"task-v7r7",NA,35522595,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",5859.80000228882,5846.3,5859.80000228882,5859.80000228882,5846.3,5859.80000228882,1,5859.80000228882,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF91296"
"5",1708971460120,"26/02/2024 18:17:40",1708971460120,0,"26/02/2024 18:17:40",167771,4,"task-v7r7",NA,35522595,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",4,"continue","",7984.9,7978.4,7984.9,7984.9,7978.4,7984.9,1,7984.9,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF91296"
"6",1708971465286,"26/02/2024 18:17:45",1708971465286,0,"26/02/2024 18:17:45",167771,4,"task-v7r7",NA,35522595,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",5,"continue","",5173,5163.3,5173,5173,5163.3,5173,1,5173,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF91296"
"7",1708971468182,"26/02/2024 18:17:48",1708971468182,0,"26/02/2024 18:17:48",167771,4,"task-v7r7",NA,35522595,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",6,"continue","",2904.90000076294,2898.39999999999,2904.90000076294,2904.90000076294,2898.39999999999,2904.90000076294,1,2904.90000076294,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF91296"
"8",1708971471172,"26/02/2024 18:17:51",1708971471172,0,"26/02/2024 18:17:51",167771,4,"task-v7r7",NA,35522595,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",7,"continue","",2997.20000152588,2981.10000000001,2997.20000152588,2997.20000152588,2981.10000000001,2997.20000152588,1,2997.20000152588,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF91296"
"9",1708971473592,"26/02/2024 18:17:53",1708971473592,0,"26/02/2024 18:17:53",167771,4,"task-v7r7",NA,35522595,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2435.30000228882,2431.7,2435.30000228882,2435.30000228882,2431.7,2435.30000228882,1,2435.30000228882,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF91296"
"10",1708971473594,"26/02/2024 18:17:53",1708971473594,0,"26/02/2024 18:17:53",167771,4,"task-v7r7",NA,35522595,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF91296"
"1",1708971308616,"26/02/2024 18:15:08",1708971308616,0,"26/02/2024 18:15:08",167771,4,"task-v7r7",NA,35522674,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF77316"
"2",1708971313195,"26/02/2024 18:15:13",1708971313195,0,"26/02/2024 18:15:13",167771,4,"task-v7r7",NA,35522674,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4365.9,4349.3,4365.9,4365.9,4349.3,4365.9,1,4365.9,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF77316"
"3",1708971317205,"26/02/2024 18:15:17",1708971317205,0,"26/02/2024 18:15:17",167771,4,"task-v7r7",NA,35522674,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",4027.30000000149,4016.2,4027.30000000149,4027.30000000149,4016.2,4027.30000000149,1,4027.30000000149,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF77316"
"4",1708971325023,"26/02/2024 18:15:25",1708971325023,0,"26/02/2024 18:15:25",167771,4,"task-v7r7",NA,35522674,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",7829.20000000298,7815.5,7829.20000000298,7829.20000000298,7815.5,7829.20000000298,1,7829.20000000298,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF77316"
"5",1708971329477,"26/02/2024 18:15:29",1708971329477,0,"26/02/2024 18:15:29",167771,4,"task-v7r7",NA,35522674,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",4,"continue","",4467.79999999702,4466.1,4467.79999999702,4467.79999999702,4466.1,4467.79999999702,1,4467.79999999702,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF77316"
"6",1708971334089,"26/02/2024 18:15:34",1708971334089,0,"26/02/2024 18:15:34",167771,4,"task-v7r7",NA,35522674,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",5,"continue","",4613.9,4599.3,4613.9,4613.9,4599.3,4613.9,1,4613.9,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF77316"
"7",1708971336765,"26/02/2024 18:15:36",1708971336765,0,"26/02/2024 18:15:36",167771,4,"task-v7r7",NA,35522674,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",6,"continue","",2690.99999999851,2683,2690.99999999851,2690.99999999851,2683,2690.99999999851,1,2690.99999999851,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF77316"
"8",1708971339235,"26/02/2024 18:15:39",1708971339235,0,"26/02/2024 18:15:39",167771,4,"task-v7r7",NA,35522674,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",7,"continue","",2477.80000000298,2466.3,2477.80000000298,2477.80000000298,2466.3,2477.80000000298,1,2477.80000000298,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF77316"
"9",1708971355007,"26/02/2024 18:15:55",1708971355007,0,"26/02/2024 18:15:55",167771,4,"task-v7r7",NA,35522674,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",15783.4000000015,15781.5,15783.4000000015,15783.4000000015,15781.5,15783.4000000015,1,15783.4000000015,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF77316"
"10",1708971355015,"26/02/2024 18:15:55",1708971355015,0,"26/02/2024 18:15:55",167771,4,"task-v7r7",NA,35522674,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF77316"
"1",1708972545084,"26/02/2024 18:35:45",1708954545084,-5,"26/02/2024 08:35:45",167771,4,"task-v7r7",NA,35523189,10494421,NA,"complete",NA,"65dcce30f40fd5cad9b7b120","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x673",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF56143"
"2",1708972549168,"26/02/2024 18:35:49",1708954549168,-5,"26/02/2024 08:35:49",167771,4,"task-v7r7",NA,35523189,10494421,NA,"complete",NA,"65dcce30f40fd5cad9b7b120","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x673",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3579.6,3566.7,3579.6,3579.6,3566.7,3579.6,1,3579.6,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF56143"
"3",1708972558468,"26/02/2024 18:35:58",1708954558468,-5,"26/02/2024 08:35:58",167771,4,"task-v7r7",NA,35523189,10494421,NA,"complete",NA,"65dcce30f40fd5cad9b7b120","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x673",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",9312.70000000074,9300,9312.70000000074,9312.70000000074,9300,9312.70000000074,1,9312.70000000074,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF56143"
"4",1708972563819,"26/02/2024 18:36:03",1708954563819,-5,"26/02/2024 08:36:03",167771,4,"task-v7r7",NA,35523189,10494421,NA,"complete",NA,"65dcce30f40fd5cad9b7b120","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x673",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",5363.59999999925,5349.9,5363.59999999925,5363.59999999925,5349.9,5363.59999999925,1,5363.59999999925,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF56143"
"5",1708972573051,"26/02/2024 18:36:13",1708954573051,-5,"26/02/2024 08:36:13",167771,4,"task-v7r7",NA,35523189,10494421,NA,"complete",NA,"65dcce30f40fd5cad9b7b120","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x673",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",4,"continue","",9246.59999999776,9233.3,9246.59999999776,9246.59999999776,9233.3,9246.59999999776,1,9246.59999999776,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF56143"
"6",1708972577851,"26/02/2024 18:36:17",1708954577851,-5,"26/02/2024 08:36:17",167771,4,"task-v7r7",NA,35523189,10494421,NA,"complete",NA,"65dcce30f40fd5cad9b7b120","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x673",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",5,"continue","",4812.79999999777,4800,4812.79999999777,4812.79999999777,4800,4812.79999999777,1,4812.79999999777,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF56143"
"7",1708972583051,"26/02/2024 18:36:23",1708954583051,-5,"26/02/2024 08:36:23",167771,4,"task-v7r7",NA,35523189,10494421,NA,"complete",NA,"65dcce30f40fd5cad9b7b120","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x673",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",6,"continue","",5212.79999999776,5200,5212.79999999776,5212.79999999776,5200,5212.79999999776,1,5212.79999999776,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF56143"
"8",1708972586051,"26/02/2024 18:36:26",1708954586051,-5,"26/02/2024 08:36:26",167771,4,"task-v7r7",NA,35523189,10494421,NA,"complete",NA,"65dcce30f40fd5cad9b7b120","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x673",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",7,"continue","",3012.89999999925,3000.1,3012.89999999925,3012.89999999925,3000.1,3012.89999999925,1,3012.89999999925,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF56143"
"9",1708972588801,"26/02/2024 18:36:28",1708954588801,-5,"26/02/2024 08:36:28",167771,4,"task-v7r7",NA,35523189,10494421,NA,"complete",NA,"65dcce30f40fd5cad9b7b120","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x673",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2762.99999999851,2750,2762.99999999851,2762.99999999851,2750,2762.99999999851,1,2762.99999999851,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF56143"
