"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"1",1719414930946,"26/06/2024 15:15:30",1719418530946,1,"26/06/2024 17:15:30",177048,9,"task-xk4o",NA,38522931,11318958,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO83190"
"2",1719414941767,"26/06/2024 15:15:41",1719418541767,1,"26/06/2024 17:15:41",177048,9,"task-xk4o",NA,38522931,11318958,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",10643.7,10633.1,10643.7,10643.7,10633.1,10643.7,1,10643.7,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO83190"
"3",1719414947295,"26/06/2024 15:15:47",1719418547295,1,"26/06/2024 17:15:47",177048,9,"task-xk4o",NA,38522931,11318958,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",5538.49999961853,5533.1,5538.49999961853,5538.49999961853,5533.1,5538.49999961853,1,5538.49999961853,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO83190"
"4",1719414968949,"26/06/2024 15:16:08",1719418568949,1,"26/06/2024 17:16:08",177048,9,"task-xk4o",NA,38522931,11318958,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",21659,21648.9,21659,21659,21648.9,21659,1,21659,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO83190"
"5",1719414989298,"26/06/2024 15:16:29",1719418589298,1,"26/06/2024 17:16:29",177048,9,"task-xk4o",NA,38522931,11318958,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",20359.6999999046,20349,20359.6999999046,20359.6999999046,20349,20359.6999999046,1,20359.6999999046,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO83190"
"6",1719415007649,"26/06/2024 15:16:47",1719418607649,1,"26/06/2024 17:16:47",177048,9,"task-xk4o",NA,38522931,11318958,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",18361.1,18349,18361.1,18361.1,18349,18361.1,1,18361.1,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO83190"
"7",1719415011823,"26/06/2024 15:16:51",1719418611823,1,"26/06/2024 17:16:51",177048,9,"task-xk4o",NA,38522931,11318958,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4186.29999980927,4182.8,4186.29999980927,4186.29999980927,4182.8,4186.29999980927,1,4186.29999980927,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO83190"
"8",1719415021398,"26/06/2024 15:17:01",1719418621398,1,"26/06/2024 17:17:01",177048,9,"task-xk4o",NA,38522931,11318958,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",9578.49999980927,9566.7,9578.49999980927,9578.49999980927,9566.7,9578.49999980927,1,9578.49999980927,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO83190"
"9",1719415024892,"26/06/2024 15:17:04",1719418624892,1,"26/06/2024 17:17:04",177048,9,"task-xk4o",NA,38522931,11318958,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3505.3999997139,3499.40000000001,3505.3999997139,3505.3999997139,3499.40000000001,3505.3999997139,1,3505.3999997139,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO83190"
"10",1719415024894,"26/06/2024 15:17:04",1719418624894,1,"26/06/2024 17:17:04",177048,9,"task-xk4o",NA,38522931,11318958,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO83190"
"1",1719416325820,"26/06/2024 15:38:45",1719419925820,1,"26/06/2024 17:38:45",177048,9,"task-xk4o",NA,38523544,11319146,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO41800"
"2",1719416329508,"26/06/2024 15:38:49",1719419929508,1,"26/06/2024 17:38:49",177048,9,"task-xk4o",NA,38523544,11319146,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3643.49999995232,3636.3,3643.49999995232,3643.49999995232,3636.3,3643.49999995232,1,3643.49999995232,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO41800"
"3",1719416332577,"26/06/2024 15:38:52",1719419932577,1,"26/06/2024 17:38:52",177048,9,"task-xk4o",NA,38523544,11319146,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3076.10000004768,3069.5,3076.10000004768,3076.10000004768,3069.5,3076.10000004768,1,3076.10000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO41800"
"4",1719416339388,"26/06/2024 15:38:59",1719419939388,1,"26/06/2024 17:38:59",177048,9,"task-xk4o",NA,38523544,11319146,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",6817.80000009537,6805.6,6817.80000009537,6817.80000009537,6805.6,6817.80000009537,1,6817.80000009537,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO41800"
"5",1719416344842,"26/06/2024 15:39:04",1719419944842,1,"26/06/2024 17:39:04",177048,9,"task-xk4o",NA,38523544,11319146,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",5466.59999995232,5455.1,5466.59999995232,5466.59999995232,5455.1,5466.59999995232,1,5466.59999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO41800"
"6",1719416347469,"26/06/2024 15:39:07",1719419947469,1,"26/06/2024 17:39:07",177048,9,"task-xk4o",NA,38523544,11319146,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",2638.49999995232,2635.3,2638.49999995232,2638.49999995232,2635.3,2638.49999995232,1,2638.49999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO41800"
"7",1719416352051,"26/06/2024 15:39:12",1719419952051,1,"26/06/2024 17:39:12",177048,9,"task-xk4o",NA,38523544,11319146,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4584.49999990463,4570.3,4584.49999990463,4584.49999990463,4570.3,4584.49999990463,1,4584.49999990463,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO41800"
"8",1719416356495,"26/06/2024 15:39:16",1719419956495,1,"26/06/2024 17:39:16",177048,9,"task-xk4o",NA,38523544,11319146,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4458.80000004768,4453.8,4458.80000004768,4458.80000004768,4453.8,4458.80000004768,1,4458.80000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO41800"
"9",1719416359377,"26/06/2024 15:39:19",1719419959377,1,"26/06/2024 17:39:19",177048,9,"task-xk4o",NA,38523544,11319146,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2885.59999999999,2869,2885.59999999999,2885.59999999999,2869,2885.59999999999,1,2885.59999999999,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO41800"
"10",1719416359378,"26/06/2024 15:39:19",1719419959378,1,"26/06/2024 17:39:19",177048,9,"task-xk4o",NA,38523544,11319146,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1440",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO41800"
"1",1719571157947,"28/06/2024 10:39:17",1719574757947,1,"28/06/2024 12:39:17",177048,9,"task-xk4o",NA,38562336,11330297,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO12782"
"2",1719571162275,"28/06/2024 10:39:22",1719574762275,1,"28/06/2024 12:39:22",177048,9,"task-xk4o",NA,38562336,11330297,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4225.70000000009,4216.1,4225.70000000009,4225.70000000009,4216.1,4225.70000000009,1,4225.70000000009,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO12782"
"3",1719571166280,"28/06/2024 10:39:26",1719574766280,1,"28/06/2024 12:39:26",177048,9,"task-xk4o",NA,38562336,11330297,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",4014.30000000028,3999.4,4014.30000000028,4014.30000000028,3999.4,4014.30000000028,1,4014.30000000028,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO12782"
"4",1719571177961,"28/06/2024 10:39:37",1719574777961,1,"28/06/2024 12:39:37",177048,9,"task-xk4o",NA,38562336,11330297,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",11696.4999999999,11681.2,11696.4999999999,11696.4999999999,11681.2,11696.4999999999,1,11696.4999999999,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO12782"
"5",1719571189661,"28/06/2024 10:39:49",1719574789661,1,"28/06/2024 12:39:49",177048,9,"task-xk4o",NA,38562336,11330297,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",11714.5,11698.1,11714.5,11714.5,11698.1,11714.5,1,11714.5,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO12782"
"6",1719571193100,"28/06/2024 10:39:53",1719574793100,1,"28/06/2024 12:39:53",177048,9,"task-xk4o",NA,38562336,11330297,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",3455.60000000028,3449.60000000001,3455.60000000028,3455.60000000028,3449.60000000001,3455.60000000028,1,3455.60000000028,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO12782"
"7",1719571198016,"28/06/2024 10:39:58",1719574798016,1,"28/06/2024 12:39:58",177048,9,"task-xk4o",NA,38562336,11330297,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4922.0999999999,4915.7,4922.0999999999,4922.0999999999,4915.7,4922.0999999999,1,4922.0999999999,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO12782"
"8",1719571202455,"28/06/2024 10:40:02",1719574802455,1,"28/06/2024 12:40:02",177048,9,"task-xk4o",NA,38562336,11330297,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4445.5,4432.6,4445.5,4445.5,4432.6,4445.5,1,4445.5,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO12782"
"9",1719571205799,"28/06/2024 10:40:05",1719574805799,1,"28/06/2024 12:40:05",177048,9,"task-xk4o",NA,38562336,11330297,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3357.20000000028,3349.7,3357.20000000028,3357.20000000028,3349.7,3357.20000000028,1,3357.20000000028,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO12782"
"10",1719571205804,"28/06/2024 10:40:05",1719574805804,1,"28/06/2024 12:40:05",177048,9,"task-xk4o",NA,38562336,11330297,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO12782"
"1",1720779703220,"12/07/2024 10:21:43",1720783303220,1,"12/07/2024 12:21:43",177048,9,"task-xk4o",NA,38934734,11415867,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO34679"
"2",1720779707287,"12/07/2024 10:21:47",1720783307287,1,"12/07/2024 12:21:47",177048,9,"task-xk4o",NA,38934734,11415867,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3595.4,3583.3,3595.4,3595.4,3583.3,3595.4,1,3595.4,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO34679"
"3",1720779711611,"12/07/2024 10:21:51",1720783311611,1,"12/07/2024 12:21:51",177048,9,"task-xk4o",NA,38934734,11415867,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",4336.29999980927,4333.3,4336.29999980927,4336.29999980927,4333.3,4336.29999980927,1,4336.29999980927,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO34679"
"4",1720779741735,"12/07/2024 10:22:21",1720783341735,1,"12/07/2024 12:22:21",177048,9,"task-xk4o",NA,38934734,11415867,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",30128.0999999523,30116.6,30128.0999999523,30128.0999999523,30116.6,30128.0999999523,1,30128.0999999523,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO34679"
"5",1720779775890,"12/07/2024 10:22:55",1720783375890,1,"12/07/2024 12:22:55",177048,9,"task-xk4o",NA,38934734,11415867,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",34149.8,34133.2,34149.8,34149.8,34133.2,34149.8,1,34149.8,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO34679"
"6",1720779797337,"12/07/2024 10:23:17",1720783397337,1,"12/07/2024 12:23:17",177048,9,"task-xk4o",NA,38934734,11415867,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",21457.6999998093,21449.9,21457.6999998093,21457.6999998093,21449.9,21457.6999998093,1,21457.6999998093,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO34679"
"7",1720779810041,"12/07/2024 10:23:30",1720783410041,1,"12/07/2024 12:23:30",177048,9,"task-xk4o",NA,38934734,11415867,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",12711.3999999523,12700,12711.3999999523,12711.3999999523,12700,12711.3999999523,1,12711.3999999523,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO34679"
"8",1720779838879,"12/07/2024 10:23:58",1720783438879,1,"12/07/2024 12:23:58",177048,9,"task-xk4o",NA,38934734,11415867,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",28848.499999857,28833.2,28848.499999857,28848.499999857,28833.2,28848.499999857,1,28848.499999857,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO34679"
"9",1720779886891,"12/07/2024 10:24:46",1720783486891,1,"12/07/2024 12:24:46",177048,9,"task-xk4o",NA,38934734,11415867,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",48026.6999999523,48016.4,48026.6999999523,48026.6999999523,48016.4,48026.6999999523,1,48026.6999999523,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO34679"
"10",1720779886901,"12/07/2024 10:24:46",1720783486901,1,"12/07/2024 12:24:46",177048,9,"task-xk4o",NA,38934734,11415867,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x799",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADHEGF","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO34679"
"1",1721308903579,"18/07/2024 13:21:43",1721312503579,1,"18/07/2024 15:21:43",177048,9,"task-xk4o",NA,39055115,11454198,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x1024","1536x889",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO96648"
