"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"4",1732548852181,"25/11/2024 15:34:12",1732548852181,0,"25/11/2024 15:34:12",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",29624.492,45178.392,45195.092,29624.492,45178.392,45195.092,1,29624.492,15570.6,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO36211"
"5",1732548852182,"25/11/2024 15:34:12",1732548852182,0,"25/11/2024 15:34:12",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",40848.692,45178.392,45195.092,40848.692,45178.392,45195.092,1,40848.692,4346.40000000001,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO36211"
"6",1732548881474,"25/11/2024 15:34:41",1732548881474,0,"25/11/2024 15:34:41",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",29335.5,29326,29335.5,29335.5,29326,29335.5,1,29335.5,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO36211"
"7",1732548881483,"25/11/2024 15:34:41",1732548881483,0,"25/11/2024 15:34:41",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",4812.6,29326,29342.7,4812.6,29326,29342.7,1,4812.6,24530.1,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO36211"
"8",1732548881484,"25/11/2024 15:34:41",1732548881484,0,"25/11/2024 15:34:41",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",8126.6,29326,29342.7,8126.6,29326,29342.7,1,8126.6,21216.1,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO36211"
"9",1732548881486,"25/11/2024 15:34:41",1732548881486,0,"25/11/2024 15:34:41",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",18218.2,29326,29342.7,18218.2,29326,29342.7,1,18218.2,11124.5,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO36211"
"10",1732548907724,"25/11/2024 15:35:07",1732548907724,0,"25/11/2024 15:35:07",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",26260.1,26245.1,26260.1,26260.1,26245.1,26260.1,1,26260.1,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO36211"
"11",1732548907733,"25/11/2024 15:35:07",1732548907733,0,"25/11/2024 15:35:07",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",3996.59999999999,26245.1,26261.7,3996.59999999999,26245.1,26261.7,1,3996.59999999999,22265.1,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO36211"
"12",1732548907736,"25/11/2024 15:35:07",1732548907736,0,"25/11/2024 15:35:07",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",16436.5,26245.1,26261.7,16436.5,26245.1,26261.7,1,16436.5,9825.19999999998,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO36211"
"13",1732548907739,"25/11/2024 15:35:07",1732548907739,0,"25/11/2024 15:35:07",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",21998.6,26245.1,26261.7,21998.6,26245.1,26261.7,1,21998.6,4263.09999999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO36211"
"14",1732548907745,"25/11/2024 15:35:07",1732548907745,0,"25/11/2024 15:35:07",177048,9,"task-vy7n",NA,41598216,12140738,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,100596,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO36211"
"1",1733493720620,"06/12/2024 14:02:00",1733493720620,0,"06/12/2024 14:02:00",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO12262"
"2",1733493751696,"06/12/2024 14:02:31",1733493751696,0,"06/12/2024 14:02:31",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",31087.9720000954,31078.872,31087.9720000954,31087.9720000954,31078.872,31087.9720000954,1,31087.9720000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO12262"
"3",1733493751698,"06/12/2024 14:02:31",1733493751698,0,"06/12/2024 14:02:31",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",11281.672,31078.872,31089.9720000954,11281.672,31078.872,31089.9720000954,1,11281.672,19808.3000000954,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO12262"
"4",1733493751698,"06/12/2024 14:02:31",1733493751698,0,"06/12/2024 14:02:31",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",19647.172,31078.872,31090.1720000238,19647.172,31078.872,31090.1720000238,1,19647.172,11443.0000000238,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO12262"
"5",1733493751698,"06/12/2024 14:02:31",1733493751698,0,"06/12/2024 14:02:31",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",28012.772,31078.872,31090.3720000715,28012.772,31078.872,31090.3720000715,1,28012.772,3077.60000007152,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO12262"
"6",1733493769463,"06/12/2024 14:02:49",1733493769463,0,"06/12/2024 14:02:49",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",17776.1000000954,17764.2,17776.1000000954,17776.1000000954,17764.2,17776.1000000954,1,17776.1000000954,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO12262"
"7",1733493769465,"06/12/2024 14:02:49",1733493769465,0,"06/12/2024 14:02:49",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",5066,17764.2,17778.0000000715,5066,17764.2,17778.0000000715,1,5066,12712.0000000715,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO12262"
"8",1733493769465,"06/12/2024 14:02:49",1733493769465,0,"06/12/2024 14:02:49",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",8132.4,17764.2,17778.2,8132.4,17764.2,17778.2,1,8132.4,9645.8,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO12262"
"9",1733493769465,"06/12/2024 14:02:49",1733493769465,0,"06/12/2024 14:02:49",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",14814.7,17764.2,17778.5000000715,14814.7,17764.2,17778.5000000715,1,14814.7,2963.80000007153,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO12262"
"10",1733493778146,"06/12/2024 14:02:58",1733493778146,0,"06/12/2024 14:02:58",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",8695.10000002384,8682.2,8695.10000002384,8695.10000002384,8682.2,8695.10000002384,1,8695.10000002384,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO12262"
"11",1733493778147,"06/12/2024 14:02:58",1733493778147,0,"06/12/2024 14:02:58",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",2433,8682.2,8695.70000004768,2433,8682.2,8695.70000004768,1,2433,6262.70000004768,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO12262"
"12",1733493778147,"06/12/2024 14:02:58",1733493778147,0,"06/12/2024 14:02:58",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",6432.6,8682.2,8696,6432.6,8682.2,8696,1,6432.6,2263.4,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO12262"
"13",1733493778147,"06/12/2024 14:02:58",1733493778147,0,"06/12/2024 14:02:58",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8015.6,8682.2,8696.30000007153,8015.6,8682.2,8696.30000007153,1,8015.6,680.700000071527,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO12262"
"14",1733493778148,"06/12/2024 14:02:58",1733493778148,0,"06/12/2024 14:02:58",177048,9,"task-vy7n",NA,41855339,12225007,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,57462,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO12262"
"1",1733243785280,"03/12/2024 16:36:25",1733243785280,0,"03/12/2024 16:36:25",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO64805"
"2",1733243810146,"03/12/2024 16:36:50",1733243810146,0,"03/12/2024 16:36:50",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",24876.7,24860.1,24876.7,24876.7,24860.1,24876.7,1,24876.7,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO64805"
"3",1733243810151,"03/12/2024 16:36:50",1733243810151,0,"03/12/2024 16:36:50",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",7709.7,24860.1,24876.7,7709.7,24860.1,24876.7,1,7709.7,17167,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO64805"
"4",1733243810152,"03/12/2024 16:36:50",1733243810152,0,"03/12/2024 16:36:50",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",19348.5,24860.1,24876.7,19348.5,24860.1,24876.7,1,19348.5,5528.2,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO64805"
"5",1733243810153,"03/12/2024 16:36:50",1733243810153,0,"03/12/2024 16:36:50",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",23911.2,24860.1,24876.7,23911.2,24860.1,24876.7,1,23911.2,965.499999999996,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO64805"
"6",1733243833367,"03/12/2024 16:37:13",1733243833367,0,"03/12/2024 16:37:13",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",23240.3000000954,23228.3,23240.3000000954,23240.3000000954,23228.3,23240.3000000954,1,23240.3000000954,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO64805"
"7",1733243833372,"03/12/2024 16:37:13",1733243833372,0,"03/12/2024 16:37:13",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",9524.7,23228.3,23244.6,9524.7,23228.3,23244.6,1,9524.7,13719.9,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO64805"
"8",1733243833374,"03/12/2024 16:37:13",1733243833374,0,"03/12/2024 16:37:13",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",13737,23228.3,23244.6,13737,23228.3,23244.6,1,13737,9507.60000000001,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO64805"
"9",1733243833374,"03/12/2024 16:37:13",1733243833374,0,"03/12/2024 16:37:13",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",20930.5,23228.3,23244.6,20930.5,23228.3,23244.6,1,20930.5,2314.10000000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO64805"
"10",1733243853967,"03/12/2024 16:37:33",1733243853967,0,"03/12/2024 16:37:33",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",20611.5000000954,20597.3,20611.5000000954,20611.5000000954,20597.3,20611.5000000954,1,20611.5000000954,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO64805"
"11",1733243853972,"03/12/2024 16:37:33",1733243853972,0,"03/12/2024 16:37:33",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",4512.4,20597.3,20613.7,4512.4,20597.3,20613.7,1,4512.4,16101.3,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO64805"
"12",1733243853973,"03/12/2024 16:37:33",1733243853973,0,"03/12/2024 16:37:33",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",8808.2,20597.3,20613.7,8808.2,20597.3,20613.7,1,8808.2,11805.5,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO64805"
"13",1733243853974,"03/12/2024 16:37:33",1733243853974,0,"03/12/2024 16:37:33",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",18266.2,20597.3,20613.7,18266.2,20597.3,20613.7,1,18266.2,2347.49999999998,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO64805"
"14",1733243853979,"03/12/2024 16:37:33",1733243853979,0,"03/12/2024 16:37:33",177048,9,"task-vy7n",NA,41776697,12198648,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,68558,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO64805"
"1",1732892949490,"29/11/2024 15:09:09",1732892949490,0,"29/11/2024 15:09:09",177048,9,"task-vy7n",NA,41700132,12173013,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO98984"
"2",1732892991009,"29/11/2024 15:09:51",1732892991009,0,"29/11/2024 15:09:51",177048,9,"task-vy7n",NA,41700132,12173013,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",41546.386000143,41532.186,41546.386000143,41546.386000143,41532.186,41546.386000143,1,41546.386000143,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO98984"
"3",1732892991011,"29/11/2024 15:09:51",1732892991011,0,"29/11/2024 15:09:51",177048,9,"task-vy7n",NA,41700132,12173013,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",13688.786,41532.186,41548.386,13688.786,41532.186,41548.386,1,13688.786,27859.6,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO98984"
"4",1732892991011,"29/11/2024 15:09:51",1732892991011,0,"29/11/2024 15:09:51",177048,9,"task-vy7n",NA,41700132,12173013,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",27160.686,41532.186,41548.386,27160.686,41532.186,41548.386,1,27160.686,14387.7,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO98984"
"5",1732892991012,"29/11/2024 15:09:51",1732892991012,0,"29/11/2024 15:09:51",177048,9,"task-vy7n",NA,41700132,12173013,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ-A",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",40083.486,41532.186,41548.386,40083.486,41532.186,41548.386,1,40083.486,1464.90000000001,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO98984"
