"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"7",1721912038142,"25/07/2024 12:53:58",1721915638142,1,"25/07/2024 14:53:58",177048,9,"task-vy7n",NA,39199643,11498723,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",12141.5,65673.1,65682,12141.5,65673.1,65682,1,12141.5,53540.5,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO05791"
"8",1721912038143,"25/07/2024 12:53:58",1721915638143,1,"25/07/2024 14:53:58",177048,9,"task-vy7n",NA,39199643,11498723,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",27232.6,65673.1,65682,27232.6,65673.1,65682,1,27232.6,38449.4,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO05791"
"9",1721912038144,"25/07/2024 12:53:58",1721915638144,1,"25/07/2024 14:53:58",177048,9,"task-vy7n",NA,39199643,11498723,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",46157,65673.1,65682,46157,65673.1,65682,1,46157,19525,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO05791"
"10",1721912079628,"25/07/2024 12:54:39",1721915679628,1,"25/07/2024 14:54:39",177048,9,"task-vy7n",NA,39199643,11498723,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",41506.5,41498.2,41506.5,41506.5,41498.2,41506.5,1,41506.5,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO05791"
"11",1721912079631,"25/07/2024 12:54:39",1721915679631,1,"25/07/2024 14:54:39",177048,9,"task-vy7n",NA,39199643,11498723,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",6916.5,41498.2,41506.5,6916.5,41498.2,41506.5,1,6916.5,34590,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO05791"
"12",1721912079632,"25/07/2024 12:54:39",1721915679632,1,"25/07/2024 14:54:39",177048,9,"task-vy7n",NA,39199643,11498723,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",22141.3,41498.2,41506.5,22141.3,41498.2,41506.5,1,22141.3,19365.2,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO05791"
"13",1721912079633,"25/07/2024 12:54:39",1721915679633,1,"25/07/2024 14:54:39",177048,9,"task-vy7n",NA,39199643,11498723,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",38440.6,41498.2,41506.5,38440.6,41498.2,41506.5,1,38440.6,3065.89999999997,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO05791"
"14",1721912079637,"25/07/2024 12:54:39",1721915679637,1,"25/07/2024 14:54:39",177048,9,"task-vy7n",NA,39199643,11498723,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ-A",3,"CDBEAFHG","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO05791"
"1",1721835543244,"24/07/2024 15:39:03",1721839143244,1,"24/07/2024 17:39:03",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO05489"
"2",1721835641636,"24/07/2024 15:40:41",1721839241636,1,"24/07/2024 17:40:41",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",98402,98370,98402,98402,98370,98402,1,98402,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO05489"
"3",1721835641638,"24/07/2024 15:40:41",1721839241638,1,"24/07/2024 17:40:41",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",79016.2,98370,98403.4,79016.2,98370,98403.4,1,79016.2,19387.2,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO05489"
"4",1721835641638,"24/07/2024 15:40:41",1721839241638,1,"24/07/2024 17:40:41",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",89994.4,98370,98403.4,89994.4,98370,98403.4,1,89994.4,8409,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO05489"
"5",1721835641638,"24/07/2024 15:40:41",1721839241638,1,"24/07/2024 17:40:41",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",97335.6,98370,98403.4,97335.6,98370,98403.4,1,97335.6,1067.79999999999,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO05489"
"6",1721835666024,"24/07/2024 15:41:06",1721839266024,1,"24/07/2024 17:41:06",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",24420.100000143,24392.2,24420.100000143,24420.100000143,24392.2,24420.100000143,1,24420.100000143,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO05489"
"7",1721835666025,"24/07/2024 15:41:06",1721839266025,1,"24/07/2024 17:41:06",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",6139.7,24392.2,24421.3000001907,6139.7,24392.2,24421.3000001907,1,6139.7,18281.6000001907,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO05489"
"8",1721835666025,"24/07/2024 15:41:06",1721839266025,1,"24/07/2024 17:41:06",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",10043.8,24392.2,24421.5,10043.8,24392.2,24421.5,1,10043.8,14377.7,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO05489"
"9",1721835666026,"24/07/2024 15:41:06",1721839266026,1,"24/07/2024 17:41:06",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",23691.5,24392.2,24421.8000001907,23691.5,24392.2,24421.8000001907,1,23691.5,730.300000190735,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO05489"
"10",1721835684645,"24/07/2024 15:41:24",1721839284645,1,"24/07/2024 17:41:24",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",18648.900000143,18619.5,18648.900000143,18648.900000143,18619.5,18648.900000143,1,18648.900000143,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO05489"
"11",1721835684646,"24/07/2024 15:41:24",1721839284646,1,"24/07/2024 17:41:24",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8842.59999999999,18619.5,18650.3,8842.59999999999,18619.5,18650.3,1,8842.59999999999,9807.70000000001,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO05489"
"12",1721835684647,"24/07/2024 15:41:24",1721839284647,1,"24/07/2024 17:41:24",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",11145.1,18619.5,18650.5000000477,11145.1,18619.5,18650.5000000477,1,11145.1,7505.4000000477,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO05489"
"13",1721835684647,"24/07/2024 15:41:24",1721839284647,1,"24/07/2024 17:41:24",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",17585.2,18619.5,18650.8,17585.2,18619.5,18650.8,1,17585.2,1065.60000000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO05489"
"14",1721835684649,"24/07/2024 15:41:24",1721839284649,1,"24/07/2024 17:41:24",177048,9,"task-vy7n",NA,39183249,11494997,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","3460x1442","3460x1320",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO05489"
"1",1721824434373,"24/07/2024 12:33:54",1721828034373,1,"24/07/2024 14:33:54",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO84507"
"2",1721824466372,"24/07/2024 12:34:26",1721828066372,1,"24/07/2024 14:34:26",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",32011.4360000238,31999.336,32011.4360000238,32011.4360000238,31999.336,32011.4360000238,1,32011.4360000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO84507"
"3",1721824466374,"24/07/2024 12:34:26",1721828066374,1,"24/07/2024 14:34:26",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",18950.136,31999.336,32014.2359999762,18950.136,31999.336,32014.2359999762,1,18950.136,13064.0999999762,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO84507"
"4",1721824466374,"24/07/2024 12:34:26",1721828066374,1,"24/07/2024 14:34:26",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",26666.036,31999.336,32014.5359999881,26666.036,31999.336,32014.5359999881,1,26666.036,5348.49999998808,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO84507"
"5",1721824466374,"24/07/2024 12:34:26",1721828066374,1,"24/07/2024 14:34:26",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",30266.036,31999.336,32014.7359999762,30266.036,31999.336,32014.7359999762,1,30266.036,1748.69999997616,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO84507"
"6",1721824512153,"24/07/2024 12:35:12",1721828112153,1,"24/07/2024 14:35:12",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",45793.6000000238,45783.9,45793.6000000238,45793.6000000238,45783.9,45793.6000000238,1,45793.6000000238,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO84507"
"7",1721824512156,"24/07/2024 12:35:12",1721828112156,1,"24/07/2024 14:35:12",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",28717.4,45783.9,45796.8999999762,28717.4,45783.9,45796.8999999762,1,28717.4,17079.4999999762,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO84507"
"8",1721824512157,"24/07/2024 12:35:12",1721828112157,1,"24/07/2024 14:35:12",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",31417.4,45783.9,45797.3999999762,31417.4,45783.9,45797.3999999762,1,31417.4,14379.9999999762,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO84507"
"9",1721824512157,"24/07/2024 12:35:12",1721828112157,1,"24/07/2024 14:35:12",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",41950.8,45783.9,45797.6999999881,41950.8,45783.9,45797.6999999881,1,41950.8,3846.89999998808,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO84507"
"10",1721824521766,"24/07/2024 12:35:21",1721828121766,1,"24/07/2024 14:35:21",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9616.90000000002,9600.20000000001,9616.90000000002,9616.90000000002,9600.20000000001,9616.90000000002,1,9616.90000000002,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO84507"
"11",1721824521766,"24/07/2024 12:35:21",1721828121766,1,"24/07/2024 14:35:21",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",4100,9600.20000000001,9616.90000000002,4100,9600.20000000001,9616.90000000002,1,4100,5516.90000000002,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO84507"
"12",1721824521766,"24/07/2024 12:35:21",1721828121766,1,"24/07/2024 14:35:21",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5766.70000000001,9600.20000000001,9616.90000000002,5766.70000000001,9600.20000000001,9616.90000000002,1,5766.70000000001,3850.20000000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO84507"
"13",1721824521766,"24/07/2024 12:35:21",1721828121766,1,"24/07/2024 14:35:21",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8649.3,9600.20000000001,9616.90000000002,8649.3,9600.20000000001,9616.90000000002,1,8649.3,967.60000000002,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO84507"
"14",1721824521771,"24/07/2024 12:35:21",1721828121771,1,"24/07/2024 14:35:21",177048,9,"task-vy7n",NA,39179117,11493943,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1654x1028",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO84507"
"1",1721817185753,"24/07/2024 10:33:05",1721820785753,1,"24/07/2024 12:33:05",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO45532"
"2",1721817224547,"24/07/2024 10:33:44",1721820824547,1,"24/07/2024 12:33:44",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",38803.838,38786.938,38803.838,38803.838,38786.938,38803.838,1,38803.838,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO45532"
"3",1721817224553,"24/07/2024 10:33:44",1721820824553,1,"24/07/2024 12:33:44",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",18776.938,38786.938,38803.838,18776.938,38786.938,38803.838,1,18776.938,20026.9,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO45532"
"4",1721817224554,"24/07/2024 10:33:44",1721820824554,1,"24/07/2024 12:33:44",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",28040.038,38786.938,38803.838,28040.038,38786.938,38803.838,1,28040.038,10763.8,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO45532"
"5",1721817224555,"24/07/2024 10:33:44",1721820824555,1,"24/07/2024 12:33:44",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",37686.938,38786.938,38803.838,37686.938,38786.938,38803.838,1,37686.938,1116.9,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO45532"
"6",1721817242816,"24/07/2024 10:34:02",1721820842816,1,"24/07/2024 12:34:02",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",18298.0000000238,18293.5,18298.0000000238,18298.0000000238,18293.5,18298.0000000238,1,18298.0000000238,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO45532"
"7",1721817242826,"24/07/2024 10:34:02",1721820842826,1,"24/07/2024 12:34:02",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",5614.6,18293.5,18307.0000000238,5614.6,18293.5,18307.0000000238,1,5614.6,12692.4000000238,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO45532"
"8",1721817242829,"24/07/2024 10:34:02",1721820842829,1,"24/07/2024 12:34:02",177048,9,"task-vy7n",NA,39165598,11492002,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",10962.9,18293.5,18309.9,10962.9,18293.5,18309.9,1,10962.9,7347,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO45532"
