Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-ot79,branch-g31k,branch-5gtn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
5,1695862890447,28/09/2023 01:01:30,1695848490447,-4,27/09/2023 17:01:30,144636,5,task-hbx7,,31906131,A2A5108OXOP7GM,9434789,,complete,vqanwo,3137ONMDKM4AL1KY46KWWGH0V7KEGE,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x768,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,10287.86799985695,10263.063000000002,10287.86799985695,10287.86799985695,10263.063000000002,10287.86799985695,1,10287.86799985695,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695862890452,28/09/2023 01:01:30,1695848490452,-4,27/09/2023 17:01:30,144636,5,task-hbx7,,31906131,A2A5108OXOP7GM,9434789,,complete,vqanwo,3137ONMDKM4AL1KY46KWWGH0V7KEGE,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x768,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695852209824,27/09/2023 22:03:29,1695827009824,-7,27/09/2023 08:03:29,144636,5,task-hbx7,,31906219,A2G8BOXTZIY8VP,9434773,,complete,amahdm,336KAV9KYWRICCTI5SB11FFF30N2Y1,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1360x768,1360x651,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695852214285,27/09/2023 22:03:34,1695827014285,-7,27/09/2023 08:03:34,144636,5,task-hbx7,,31906219,A2G8BOXTZIY8VP,9434773,,complete,amahdm,336KAV9KYWRICCTI5SB11FFF30N2Y1,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1360x768,1360x651,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,4359.436,4342.769,4359.436,4359.436,4342.769,4359.436,1,4359.436,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695852223356,27/09/2023 22:03:43,1695827023356,-7,27/09/2023 08:03:43,144636,5,task-hbx7,,31906219,A2G8BOXTZIY8VP,9434773,,complete,amahdm,336KAV9KYWRICCTI5SB11FFF30N2Y1,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1360x768,1360x651,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,9087.722999999998,9071.056,9087.722999999998,9087.722999999998,9071.056,9087.722999999998,1,9087.722999999998,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695852227611,27/09/2023 22:03:47,1695827027611,-7,27/09/2023 08:03:47,144636,5,task-hbx7,,31906219,A2G8BOXTZIY8VP,9434773,,complete,amahdm,336KAV9KYWRICCTI5SB11FFF30N2Y1,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1360x768,1360x651,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,4273.959999904633,4261.058000000001,4273.959999904633,4273.959999904633,4261.058000000001,4273.959999904633,1,4273.959999904633,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695852231675,27/09/2023 22:03:51,1695827031675,-7,27/09/2023 08:03:51,144636,5,task-hbx7,,31906219,A2G8BOXTZIY8VP,9434773,,complete,amahdm,336KAV9KYWRICCTI5SB11FFF30N2Y1,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1360x768,1360x651,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,4076.601999952316,4060.112000000001,4076.601999952316,4076.601999952316,4060.112000000001,4076.601999952316,1,4076.601999952316,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695852231681,27/09/2023 22:03:51,1695827031681,-7,27/09/2023 08:03:51,144636,5,task-hbx7,,31906219,A2G8BOXTZIY8VP,9434773,,complete,amahdm,336KAV9KYWRICCTI5SB11FFF30N2Y1,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1360x768,1360x651,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695863342784,28/09/2023 01:09:02,1695848942784,-4,27/09/2023 17:09:02,144636,5,task-hbx7,,31906386,A1BQEOFQZ0OMIQ,9434872,,complete,kkwsod,39KFRKBFITUWJJINSQ9Y8SII45HYO1,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1821x825,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Failed AC2,Passed AC1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695863346668,28/09/2023 01:09:06,1695848946668,-4,27/09/2023 17:09:06,144636,5,task-hbx7,,31906386,A1BQEOFQZ0OMIQ,9434872,,complete,kkwsod,39KFRKBFITUWJJINSQ9Y8SII45HYO1,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1821x825,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,3813.7440000953675,3791.0339999999997,3813.7440000953675,3813.7440000953675,3791.0339999999997,3813.7440000953675,1,3813.7440000953675,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695863351843,28/09/2023 01:09:11,1695848951843,-4,27/09/2023 17:09:11,144636,5,task-hbx7,,31906386,A1BQEOFQZ0OMIQ,9434872,,complete,kkwsod,39KFRKBFITUWJJINSQ9Y8SII45HYO1,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1821x825,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,5198.410000143052,5172.840000000001,5198.410000143052,5198.410000143052,5172.840000000001,5198.410000143052,1,5198.410000143052,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695863355302,28/09/2023 01:09:15,1695848955302,-4,27/09/2023 17:09:15,144636,5,task-hbx7,,31906386,A1BQEOFQZ0OMIQ,9434872,,complete,kkwsod,39KFRKBFITUWJJINSQ9Y8SII45HYO1,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1821x825,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3484.670000047683,3454.663999999999,3484.670000047683,3484.670000047683,3454.663999999999,3484.670000047683,1,3484.670000047683,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695863407010,28/09/2023 01:10:07,1695849007010,-4,27/09/2023 17:10:07,144636,5,task-hbx7,,31906386,A1BQEOFQZ0OMIQ,9434872,,complete,kkwsod,39KFRKBFITUWJJINSQ9Y8SII45HYO1,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1821x825,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,51737.806,51709.982,51737.806,51737.806,51709.982,51737.806,1,51737.806,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695863407013,28/09/2023 01:10:07,1695849007013,-4,27/09/2023 17:10:07,144636,5,task-hbx7,,31906386,A1BQEOFQZ0OMIQ,9434872,,complete,kkwsod,39KFRKBFITUWJJINSQ9Y8SII45HYO1,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1821x825,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Failed AC2,Passed AC1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695841834041,27/09/2023 19:10:34,1695827434041,-4,27/09/2023 11:10:34,144636,5,task-hbx7,,31906435,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695841840647,27/09/2023 19:10:40,1695827440647,-4,27/09/2023 11:10:40,144636,5,task-hbx7,,31906435,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,6532.489000023842,6525.709,6532.489000023842,6532.489000023842,6525.709,6532.489000023842,1,6532.489000023842,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695841844166,27/09/2023 19:10:44,1695827444166,-4,27/09/2023 11:10:44,144636,5,task-hbx7,,31906435,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,3525.980000071526,3518.4660000000003,3525.980000071526,3525.980000071526,3518.4660000000003,3525.980000071526,1,3525.980000071526,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695841847089,27/09/2023 19:10:47,1695827447089,-4,27/09/2023 11:10:47,144636,5,task-hbx7,,31906435,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,2930.814000023842,2923.5159999999996,2930.814000023842,2930.814000023842,2923.5159999999996,2930.814000023842,1,2930.814000023842,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695841852936,27/09/2023 19:10:52,1695827452936,-4,27/09/2023 11:10:52,144636,5,task-hbx7,,31906435,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,5851.798000023842,5838.513999999999,5851.798000023842,5851.798000023842,5838.513999999999,5851.798000023842,1,5851.798000023842,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695841852939,27/09/2023 19:10:52,1695827452939,-4,27/09/2023 11:10:52,144636,5,task-hbx7,,31906435,AOF71DPLAWI5M,9434786,,complete,eilfgx,36DSNE9QZBX6OUNO6Q8VY53UR17JOR,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1282x602,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Failed AC2,Passed AC1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695842077463,27/09/2023 19:14:37,1695827677463,-4,27/09/2023 11:14:37,144636,5,task-hbx7,,31906531,A2AHAFX1IV142L,9434661,,complete,jvaotd,30BXRYBRPAWI2X109CWK3M01HCNWHY,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695842082376,27/09/2023 19:14:42,1695827682376,-4,27/09/2023 11:14:42,144636,5,task-hbx7,,31906531,A2AHAFX1IV142L,9434661,,complete,jvaotd,30BXRYBRPAWI2X109CWK3M01HCNWHY,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,4760.594000143052,4747.725,4760.594000143052,4760.594000143052,4747.725,4760.594000143052,1,4760.594000143052,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695842088812,27/09/2023 19:14:48,1695827688812,-4,27/09/2023 11:14:48,144636,5,task-hbx7,,31906531,A2AHAFX1IV142L,9434661,,complete,jvaotd,30BXRYBRPAWI2X109CWK3M01HCNWHY,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,6449.869000143051,6441.4580000000005,6449.869000143051,6449.869000143051,6441.4580000000005,6449.869000143051,1,6449.869000143051,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695842092371,27/09/2023 19:14:52,1695827692371,-4,27/09/2023 11:14:52,144636,5,task-hbx7,,31906531,A2AHAFX1IV142L,9434661,,complete,jvaotd,30BXRYBRPAWI2X109CWK3M01HCNWHY,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3567.211000095367,3563.9570000000003,3567.211000095367,3567.211000095367,3563.9570000000003,3567.211000095367,1,3567.211000095367,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695842095893,27/09/2023 19:14:55,1695827695893,-4,27/09/2023 11:14:55,144636,5,task-hbx7,,31906531,A2AHAFX1IV142L,9434661,,complete,jvaotd,30BXRYBRPAWI2X109CWK3M01HCNWHY,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3525.3539999999994,3516.5699999999997,3525.3539999999994,3525.3539999999994,3516.5699999999997,3525.3539999999994,1,3525.3539999999994,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695842095895,27/09/2023 19:14:55,1695827695895,-4,27/09/2023 11:14:55,144636,5,task-hbx7,,31906531,A2AHAFX1IV142L,9434661,,complete,jvaotd,30BXRYBRPAWI2X109CWK3M01HCNWHY,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695842089549,27/09/2023 19:14:49,1695827689549,-4,27/09/2023 11:14:49,144636,5,task-hbx7,,31906536,A1JL7MWKNJLURG,9434898,,complete,fgfwcs,386PBUZZXLWYI9KRTYS36OZ0WW2JLA,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1327x596,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695842102515,27/09/2023 19:15:02,1695827702515,-4,27/09/2023 11:15:02,144636,5,task-hbx7,,31906536,A1JL7MWKNJLURG,9434898,,complete,fgfwcs,386PBUZZXLWYI9KRTYS36OZ0WW2JLA,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1327x596,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,12760.359000190736,12746.177,12760.359000190736,12760.359000190736,12746.177,12760.359000190736,1,12760.359000190736,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695842121338,27/09/2023 19:15:21,1695827721338,-4,27/09/2023 11:15:21,144636,5,task-hbx7,,31906536,A1JL7MWKNJLURG,9434898,,complete,fgfwcs,386PBUZZXLWYI9KRTYS36OZ0WW2JLA,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1327x596,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,18837.48200014305,18821.987999999998,18837.48200014305,18837.48200014305,18821.987999999998,18837.48200014305,1,18837.48200014305,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695842125650,27/09/2023 19:15:25,1695827725650,-4,27/09/2023 11:15:25,144636,5,task-hbx7,,31906536,A1JL7MWKNJLURG,9434898,,complete,fgfwcs,386PBUZZXLWYI9KRTYS36OZ0WW2JLA,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1327x596,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,4327.094000047684,4320.959999999999,4327.094000047684,4327.094000047684,4320.959999999999,4327.094000047684,1,4327.094000047684,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695842132874,27/09/2023 19:15:32,1695827732874,-4,27/09/2023 11:15:32,144636,5,task-hbx7,,31906536,A1JL7MWKNJLURG,9434898,,complete,fgfwcs,386PBUZZXLWYI9KRTYS36OZ0WW2JLA,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1327x596,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,7230.534000143052,7217.523000000001,7230.534000143052,7230.534000143052,7217.523000000001,7230.534000143052,1,7230.534000143052,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695842132877,27/09/2023 19:15:32,1695827732877,-4,27/09/2023 11:15:32,144636,5,task-hbx7,,31906536,A1JL7MWKNJLURG,9434898,,complete,fgfwcs,386PBUZZXLWYI9KRTYS36OZ0WW2JLA,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1327x596,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695842088168,27/09/2023 19:14:48,1695827688168,-4,27/09/2023 11:14:48,144636,5,task-hbx7,,31906537,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695842095891,27/09/2023 19:14:55,1695827695891,-4,27/09/2023 11:14:55,144636,5,task-hbx7,,31906537,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,7714.530000143051,7710.096,7714.530000143051,7714.530000143051,7710.096,7714.530000143051,1,7714.530000143051,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695842098915,27/09/2023 19:14:58,1695827698915,-4,27/09/2023 11:14:58,144636,5,task-hbx7,,31906537,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,3028.734000095368,3017.25,3028.734000095368,3028.734000095368,3017.25,3028.734000095368,1,3028.734000095368,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695842102100,27/09/2023 19:15:02,1695827702100,-4,27/09/2023 11:15:02,144636,5,task-hbx7,,31906537,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3193.5800000000017,3181.881000000001,3193.5800000000017,3193.5800000000017,3181.881000000001,3193.5800000000017,1,3193.5800000000017,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695842105450,27/09/2023 19:15:05,1695827705450,-4,27/09/2023 11:15:05,144636,5,task-hbx7,,31906537,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3364.2029999999995,3352.2329999999984,3364.2029999999995,3364.2029999999995,3352.2329999999984,3364.2029999999995,1,3364.2029999999995,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695842105451,27/09/2023 19:15:05,1695827705451,-4,27/09/2023 11:15:05,144636,5,task-hbx7,,31906537,A12H0FG82ADU5Z,9434768,,complete,ylvjyp,34S6N1K2Z1I2R3P15YPIUBJLJ5MHLT,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,IJHAGBFCED,Failed AC2,Passed AC1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695841939593,27/09/2023 19:12:19,1695827539593,-4,27/09/2023 11:12:19,144636,5,task-hbx7,,31906590,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695841942485,27/09/2023 19:12:22,1695827542485,-4,27/09/2023 11:12:22,144636,5,task-hbx7,,31906590,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,2850.7680000953674,2847.9289999999996,2850.7680000953674,2850.7680000953674,2847.9289999999996,2850.7680000953674,1,2850.7680000953674,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695841945349,27/09/2023 19:12:25,1695827545349,-4,27/09/2023 11:12:25,144636,5,task-hbx7,,31906590,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,2867.1389998092654,2856.3020000000006,2867.1389998092654,2867.1389998092654,2856.3020000000006,2867.1389998092654,1,2867.1389998092654,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695841948537,27/09/2023 19:12:28,1695827548537,-4,27/09/2023 11:12:28,144636,5,task-hbx7,,31906590,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3198.9370001907346,3196.6709999999994,3198.9370001907346,3198.9370001907346,3196.6709999999994,3198.9370001907346,1,3198.9370001907346,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695841951583,27/09/2023 19:12:31,1695827551583,-4,27/09/2023 11:12:31,144636,5,task-hbx7,,31906590,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3048.565999904633,3044.312,3048.565999904633,3048.565999904633,3044.312,3048.565999904633,1,3048.565999904633,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695841951590,27/09/2023 19:12:31,1695827551590,-4,27/09/2023 11:12:31,144636,5,task-hbx7,,31906590,A3UW4FDAQ6M5QH,9435252,,complete,fgfhmm,38BQUHLA92ZWP2T99NLNEXVBVV4MO0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695843138368,27/09/2023 19:32:18,1695828738368,-4,27/09/2023 11:32:18,144636,5,task-hbx7,,31906980,AO2PSM6P2W9P7,9434788,,complete,rqazep,30ZX6P7VFEUSHNYJJSAYRS0RQW9J2J,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
