"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
12,1717680019134,"06/06/2024 13:20:19",1717683619134,1,"06/06/2024 15:20:19",180921,1,"task-7hcp",NA,38087968,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x647",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",5270.5,18945.8,18958.7000000119,5270.5,18945.8,18958.7000000119,1,5270.5,13688.2000000119,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF73571"
13,1717680019135,"06/06/2024 13:20:19",1717683619135,1,"06/06/2024 15:20:19",180921,1,"task-7hcp",NA,38087968,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x647",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","3",11005.9,18945.8,18959.9,11005.9,18945.8,18959.9,1,11005.9,7954,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF73571"
14,1717680019135,"06/06/2024 13:20:19",1717683619135,1,"06/06/2024 15:20:19",180921,1,"task-7hcp",NA,38087968,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x647",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","5",17178.6,18945.8,18960.600000003,17178.6,18945.8,18960.600000003,1,17178.6,1782.00000000298,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF73571"
15,1717680019142,"06/06/2024 13:20:19",1717683619142,1,"06/06/2024 15:20:19",180921,1,"task-7hcp",NA,38087968,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x647",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF73571"
1,1717680253185,"06/06/2024 13:24:13",1717683853185,1,"06/06/2024 15:24:13",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF98714"
2,1717680271851,"06/06/2024 13:24:31",1717683871851,1,"06/06/2024 15:24:31",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",18688.6000000358,18681.8,18688.6000000358,18688.6000000358,18681.8,18688.6000000358,1,18688.6000000358,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF98714"
3,1717680271854,"06/06/2024 13:24:31",1717683871854,1,"06/06/2024 15:24:31",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",12865.6,18681.8,18691.5000000119,12865.6,18681.8,18691.5000000119,1,12865.6,5825.90000001192,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF98714"
4,1717680271854,"06/06/2024 13:24:31",1717683871854,1,"06/06/2024 15:24:31",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",17981.9,18681.8,18691.8999999881,17981.9,18681.8,18691.8999999881,1,17981.9,709.999999988078,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF98714"
5,1717680284866,"06/06/2024 13:24:44",1717683884866,1,"06/06/2024 15:24:44",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",13021.7000000119,13015.8,13021.7000000119,13021.7000000119,13015.8,13021.7000000119,1,13021.7000000119,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF98714"
6,1717680284868,"06/06/2024 13:24:44",1717683884868,1,"06/06/2024 15:24:44",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","3",5499.6,13015.8,13024.3000000358,5499.6,13015.8,13024.3000000358,1,5499.6,7524.70000003576,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF98714"
7,1717680284869,"06/06/2024 13:24:44",1717683884869,1,"06/06/2024 15:24:44",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","2",12115.8,13015.8,13025.0000000238,12115.8,13015.8,13025.0000000238,1,12115.8,909.20000002384,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF98714"
8,1717680298466,"06/06/2024 13:24:58",1717683898466,1,"06/06/2024 15:24:58",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",13606.0000000358,13598.9,13606.0000000358,13606.0000000358,13598.9,13606.0000000358,1,13606.0000000358,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF98714"
9,1717680298468,"06/06/2024 13:24:58",1717683898468,1,"06/06/2024 15:24:58",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","4",5582.8,13598.9,13608.2000000238,5582.8,13598.9,13608.2000000238,1,5582.8,8025.40000002384,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF98714"
10,1717680298468,"06/06/2024 13:24:58",1717683898468,1,"06/06/2024 15:24:58",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","5",11815.6,13598.9,13608.7000000238,11815.6,13598.9,13608.7000000238,1,11815.6,1793.10000002384,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF98714"
11,1717680313762,"06/06/2024 13:25:13",1717683913762,1,"06/06/2024 15:25:13",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",15303.2,15298.9,15303.2,15303.2,15298.9,15303.2,1,15303.2,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF98714"
12,1717680313764,"06/06/2024 13:25:13",1717683913764,1,"06/06/2024 15:25:13",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",8132.7,15298.9,15305.2,8132.7,15298.9,15305.2,1,8132.7,7172.5,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF98714"
13,1717680313764,"06/06/2024 13:25:13",1717683913764,1,"06/06/2024 15:25:13",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","5",10899.1,15298.9,15305.6000000358,10899.1,15298.9,15305.6000000358,1,10899.1,4406.50000003576,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF98714"
14,1717680313765,"06/06/2024 13:25:13",1717683913765,1,"06/06/2024 15:25:13",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","5",13865.6,15298.9,15306.1000000358,13865.6,15298.9,15306.1000000358,1,13865.6,1440.50000003576,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF98714"
15,1717680313767,"06/06/2024 13:25:13",1717683913767,1,"06/06/2024 15:25:13",180921,1,"task-7hcp",NA,38088087,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1350x631",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF98714"
1,1717680454448,"06/06/2024 13:27:34",1717684054448,1,"06/06/2024 15:27:34",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF40133"
2,1717680478900,"06/06/2024 13:27:58",1717684078900,1,"06/06/2024 15:27:58",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",24460.4999999523,24453.7,24460.4999999523,24460.4999999523,24453.7,24460.4999999523,1,24460.4999999523,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF40133"
3,1717680478901,"06/06/2024 13:27:58",1717684078901,1,"06/06/2024 15:27:58",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",15240.2,24453.7,24460.7,15240.2,24453.7,24460.7,1,15240.2,9220.5,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF40133"
4,1717680478901,"06/06/2024 13:27:58",1717684078901,1,"06/06/2024 15:27:58",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",20475.4,24453.7,24460.7,20475.4,24453.7,24460.7,1,20475.4,3985.3,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF40133"
5,1717680493929,"06/06/2024 13:28:13",1717684093929,1,"06/06/2024 15:28:13",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",15036.7000000477,15032,15036.7000000477,15036.7000000477,15032,15036.7000000477,1,15036.7000000477,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF40133"
6,1717680493930,"06/06/2024 13:28:13",1717684093930,1,"06/06/2024 15:28:13",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","6",3735.3,15032,15037.8999999762,3735.3,15032,15037.8999999762,1,3735.3,11302.5999999762,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF40133"
7,1717680493931,"06/06/2024 13:28:13",1717684093931,1,"06/06/2024 15:28:13",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","7",10657.7,15032,15038.1000000238,10657.7,15032,15038.1000000238,1,10657.7,4380.40000002384,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF40133"
8,1717680514089,"06/06/2024 13:28:34",1717684114089,1,"06/06/2024 15:28:34",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",20164.7999999523,20162.6,20164.7999999523,20164.7999999523,20162.6,20164.7999999523,1,20164.7999999523,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF40133"
9,1717680514091,"06/06/2024 13:28:34",1717684114091,1,"06/06/2024 15:28:34",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","5",7838.8,20162.6,20166.2000000477,7838.8,20162.6,20166.2000000477,1,7838.8,12327.4000000477,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF40133"
10,1717680514091,"06/06/2024 13:28:34",1717684114091,1,"06/06/2024 15:28:34",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",18191,20162.6,20166.3999999762,18191,20162.6,20166.3999999762,1,18191,1975.39999997616,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF40133"
11,1717680529681,"06/06/2024 13:28:49",1717684129681,1,"06/06/2024 15:28:49",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",15593.7999999762,15587.3,15593.7999999762,15593.7999999762,15587.3,15593.7999999762,1,15593.7999999762,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF40133"
12,1717680529682,"06/06/2024 13:28:49",1717684129682,1,"06/06/2024 15:28:49",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","1",8588.7,15587.3,15594.2,8588.7,15587.3,15594.2,1,8588.7,7005.49999999999,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF40133"
13,1717680529683,"06/06/2024 13:28:49",1717684129683,1,"06/06/2024 15:28:49",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","5",10373.2,15587.3,15594.2,10373.2,15587.3,15594.2,1,10373.2,5220.99999999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF40133"
14,1717680529683,"06/06/2024 13:28:49",1717684129683,1,"06/06/2024 15:28:49",180921,1,"task-7hcp",NA,38088156,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x957",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","4",13358.7,15587.3,15594.2,13358.7,15587.3,15594.2,1,13358.7,2235.49999999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF40133"
