"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"3",1717682730216,"06/06/2024 14:05:30",1717686330216,1,"06/06/2024 16:05:30",180921,1,"task-8tuj",NA,38089137,11204452,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3142.00000002384,3133.2,3142.00000002384,3142.00000002384,3133.2,3142.00000002384,1,3142.00000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF54709"
"4",1717682740349,"06/06/2024 14:05:40",1717686340349,1,"06/06/2024 16:05:40",180921,1,"task-8tuj",NA,38089137,11204452,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",10141.5000000119,10132.4,10141.5000000119,10141.5000000119,10132.4,10141.5000000119,1,10141.5000000119,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF54709"
"5",1717682748462,"06/06/2024 14:05:48",1717686348462,1,"06/06/2024 16:05:48",180921,1,"task-8tuj",NA,38089137,11204452,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",8122.10000001192,8116.4,8122.10000001192,8122.10000001192,8116.4,8122.10000001192,1,8122.10000001192,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF54709"
"6",1717682753624,"06/06/2024 14:05:53",1717686353624,1,"06/06/2024 16:05:53",180921,1,"task-8tuj",NA,38089137,11204452,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",5167.4,5150.2,5167.4,5167.4,5150.2,5167.4,1,5167.4,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF54709"
"7",1717682758313,"06/06/2024 14:05:58",1717686358313,1,"06/06/2024 16:05:58",180921,1,"task-8tuj",NA,38089137,11204452,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4707.40000004768,4699.2,4707.40000004768,4707.40000004768,4699.2,4707.40000004768,1,4707.40000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF54709"
"8",1717682761793,"06/06/2024 14:06:01",1717686361793,1,"06/06/2024 16:06:01",180921,1,"task-8tuj",NA,38089137,11204452,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3488,3483.1,3488,3488,3483.1,3488,1,3488,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF54709"
"9",1717682764753,"06/06/2024 14:06:04",1717686364753,1,"06/06/2024 16:06:04",180921,1,"task-8tuj",NA,38089137,11204452,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2965.10000004769,2950,2965.10000004769,2965.10000004769,2950,2965.10000004769,1,2965.10000004769,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF54709"
"10",1717682764761,"06/06/2024 14:06:04",1717686364761,1,"06/06/2024 16:06:04",180921,1,"task-8tuj",NA,38089137,11204452,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF54709"
"1",1717682926639,"06/06/2024 14:08:46",1717686526639,1,"06/06/2024 16:08:46",180921,1,"task-8tuj",NA,38089239,11204510,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF92967"
"2",1717682944301,"06/06/2024 14:09:04",1717686544301,1,"06/06/2024 16:09:04",180921,1,"task-8tuj",NA,38089239,11204510,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",17567.8,17563,17567.8,17567.8,17563,17567.8,1,17567.8,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF92967"
"3",1717682948991,"06/06/2024 14:09:08",1717686548991,1,"06/06/2024 16:09:08",180921,1,"task-8tuj",NA,38089239,11204510,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",4694.90000000009,4690.7,4694.90000000009,4694.90000000009,4690.7,4694.90000000009,1,4694.90000000009,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF92967"
"4",1717682962355,"06/06/2024 14:09:22",1717686562355,1,"06/06/2024 16:09:22",180921,1,"task-8tuj",NA,38089239,11204510,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",13368.2000000001,13363.1,13368.2000000001,13368.2000000001,13363.1,13368.2000000001,1,13368.2000000001,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF92967"
"5",1717682976459,"06/06/2024 14:09:36",1717686576459,1,"06/06/2024 16:09:36",180921,1,"task-8tuj",NA,38089239,11204510,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",14108.6,14102.5,14108.6,14108.6,14102.5,14108.6,1,14108.6,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF92967"
"6",1717682982187,"06/06/2024 14:09:42",1717686582187,1,"06/06/2024 16:09:42",180921,1,"task-8tuj",NA,38089239,11204510,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",5734.90000000014,5733.2,5734.90000000014,5734.90000000014,5733.2,5734.90000000014,1,5734.90000000014,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF92967"
"7",1717682988309,"06/06/2024 14:09:48",1717686588309,1,"06/06/2024 16:09:48",180921,1,"task-8tuj",NA,38089239,11204510,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6122.70000000014,6120.9,6122.70000000014,6122.70000000014,6120.9,6122.70000000014,1,6122.70000000014,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF92967"
"8",1717682992426,"06/06/2024 14:09:52",1717686592426,1,"06/06/2024 16:09:52",180921,1,"task-8tuj",NA,38089239,11204510,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4118.80000000014,4114.9,4118.80000000014,4118.80000000014,4114.9,4118.80000000014,1,4118.80000000014,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF92967"
"9",1717682995180,"06/06/2024 14:09:55",1717686595180,1,"06/06/2024 16:09:55",180921,1,"task-8tuj",NA,38089239,11204510,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2757.39999999999,2751.39999999999,2757.39999999999,2757.39999999999,2751.39999999999,2757.39999999999,1,2757.39999999999,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF92967"
"10",1717682995181,"06/06/2024 14:09:55",1717686595181,1,"06/06/2024 16:09:55",180921,1,"task-8tuj",NA,38089239,11204510,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF92967"
"1",1717683326743,"06/06/2024 14:15:26",1717686926743,1,"06/06/2024 16:15:26",180921,1,"task-8tuj",NA,38089471,11204515,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1407x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF74061"
"2",1717683332102,"06/06/2024 14:15:32",1717686932102,1,"06/06/2024 16:15:32",180921,1,"task-8tuj",NA,38089471,11204515,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1407x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",5016.8,5000.1,5016.8,5016.8,5000.1,5016.8,1,5016.8,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF74061"
"3",1717683334918,"06/06/2024 14:15:34",1717686934918,1,"06/06/2024 16:15:34",180921,1,"task-8tuj",NA,38089471,11204515,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1407x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2831.4,2815.7,2831.4,2831.4,2815.7,2831.4,1,2831.4,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF74061"
"4",1717683431917,"06/06/2024 14:17:11",1717687031917,1,"06/06/2024 16:17:11",180921,1,"task-8tuj",NA,38089471,11204515,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1407x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",97017,97000.9,97017,97017,97000.9,97017,1,97017,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF74061"
"5",1717683457950,"06/06/2024 14:17:37",1717687057950,1,"06/06/2024 16:17:37",180921,1,"task-8tuj",NA,38089471,11204515,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1407x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",26050.2000000715,26034,26050.2000000715,26050.2000000715,26034,26050.2000000715,1,26050.2000000715,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF74061"
"6",1717683463333,"06/06/2024 14:17:43",1717687063333,1,"06/06/2024 16:17:43",180921,1,"task-8tuj",NA,38089471,11204515,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1407x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",5398.70000007152,5383.60000000001,5398.70000007152,5398.70000007152,5383.60000000001,5398.70000007152,1,5398.70000007152,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF74061"
"7",1717683469001,"06/06/2024 14:17:49",1717687069001,1,"06/06/2024 16:17:49",180921,1,"task-8tuj",NA,38089471,11204515,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1407x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5683.10000000001,5666.39999999999,5683.10000000001,5683.10000000001,5666.39999999999,5683.10000000001,1,5683.10000000001,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF74061"
"8",1717683473216,"06/06/2024 14:17:53",1717687073216,1,"06/06/2024 16:17:53",180921,1,"task-8tuj",NA,38089471,11204515,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1407x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4231.70000007152,4216.69999999998,4231.70000007152,4231.70000007152,4216.69999999998,4231.70000007152,1,4231.70000007152,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF74061"
"9",1717683476550,"06/06/2024 14:17:56",1717687076550,1,"06/06/2024 16:17:56",180921,1,"task-8tuj",NA,38089471,11204515,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1407x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3349.80000002385,3333.40000000002,3349.80000002385,3349.80000002385,3333.40000000002,3349.80000002385,1,3349.80000002385,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF74061"
"10",1717683476554,"06/06/2024 14:17:56",1717687076554,1,"06/06/2024 16:17:56",180921,1,"task-8tuj",NA,38089471,11204515,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1407x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF74061"
"1",1717683344878,"06/06/2024 14:15:44",1717686944878,1,"06/06/2024 16:15:44",180921,1,"task-8tuj",NA,38089483,11204534,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF63538"
"2",1717683347982,"06/06/2024 14:15:47",1717686947982,1,"06/06/2024 16:15:47",180921,1,"task-8tuj",NA,38089483,11204534,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3016.6,3000.1,3016.6,3016.6,3000.1,3016.6,1,3016.6,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF63538"
"3",1717683350730,"06/06/2024 14:15:50",1717686950730,1,"06/06/2024 16:15:50",180921,1,"task-8tuj",NA,38089483,11204534,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2766.09999990463,2750,2766.09999990463,2766.09999990463,2750,2766.09999990463,1,2766.09999990463,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF63538"
"4",1717683361576,"06/06/2024 14:16:01",1717686961576,1,"06/06/2024 16:16:01",180921,1,"task-8tuj",NA,38089483,11204534,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x703",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",10861.7999999523,10850.2,10861.7999999523,10861.7999999523,10850.2,10861.7999999523,1,10861.7999999523,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF63538"
"5",1717683368940,"06/06/2024 14:16:08",1717686968940,1,"06/06/2024 16:16:08",180921,1,"task-8tuj",NA,38089483,11204534,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x703",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",7375.8,7366.8,7375.8,7375.8,7366.8,7375.8,1,7375.8,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF63538"
"6",1717683373962,"06/06/2024 14:16:13",1717686973962,1,"06/06/2024 16:16:13",180921,1,"task-8tuj",NA,38089483,11204534,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x703",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",5030.5,5016.8,5030.5,5030.5,5016.8,5030.5,1,5030.5,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF63538"
"7",1717683379058,"06/06/2024 14:16:19",1717686979058,1,"06/06/2024 16:16:19",180921,1,"task-8tuj",NA,38089483,11204534,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x703",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5109.40000004768,5100.2,5109.40000004768,5109.40000004768,5100.2,5109.40000004768,1,5109.40000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF63538"
"8",1717683383184,"06/06/2024 14:16:23",1717686983184,1,"06/06/2024 16:16:23",180921,1,"task-8tuj",NA,38089483,11204534,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x703",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4135.79999995232,4133.3,4135.79999995232,4135.79999995232,4133.3,4135.79999995232,1,4135.79999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF63538"
"9",1717683386261,"06/06/2024 14:16:26",1717686986261,1,"06/06/2024 16:16:26",180921,1,"task-8tuj",NA,38089483,11204534,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x703",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3079.40000004768,3066.89999999999,3079.40000004768,3079.40000004768,3066.89999999999,3079.40000004768,1,3079.40000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF63538"
"10",1717683386267,"06/06/2024 14:16:26",1717686986267,1,"06/06/2024 16:16:26",180921,1,"task-8tuj",NA,38089483,11204534,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x703",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF63538"
"1",1717683454519,"06/06/2024 14:17:34",1717669054519,-4,"06/06/2024 06:17:34",180921,1,"task-8tuj",NA,38089552,11204422,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF77309"
"2",1717683460276,"06/06/2024 14:17:40",1717669060276,-4,"06/06/2024 06:17:40",180921,1,"task-8tuj",NA,38089552,11204422,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4762.59999997616,4753.7,4762.59999997616,4762.59999997616,4753.7,4762.59999997616,1,4762.59999997616,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF77309"
"3",1717683463522,"06/06/2024 14:17:43",1717669063522,-4,"06/06/2024 06:17:43",180921,1,"task-8tuj",NA,38089552,11204422,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3253.8,3237.1,3253.8,3253.8,3237.1,3253.8,1,3253.8,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF77309"
"4",1717683480072,"06/06/2024 14:18:00",1717669080072,-4,"06/06/2024 06:18:00",180921,1,"task-8tuj",NA,38089552,11204422,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",16567.1999999523,16553.2,16567.1999999523,16567.1999999523,16553.2,16567.1999999523,1,16567.1999999523,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF77309"
