"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1713054691874,"14/04/2024 00:31:31",1713040291874,-4,"13/04/2024 16:31:31",175580,1,"task-kvtv",NA,37001058,10911975,NA,"complete",NA,"661b217711f765830ca78b17","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF01218"
"2",1713054698866,"14/04/2024 00:31:38",1713040298866,-4,"13/04/2024 16:31:38",175580,1,"task-kvtv",NA,37001058,10911975,NA,"complete",NA,"661b217711f765830ca78b17","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",6499.8,6483.2,6499.8,6499.8,6483.2,6499.8,1,6499.8,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF01218"
"3",1713054703428,"14/04/2024 00:31:43",1713040303428,-4,"13/04/2024 16:31:43",175580,1,"task-kvtv",NA,37001058,10911975,NA,"complete",NA,"661b217711f765830ca78b17","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",4580.6,4566.7,4580.6,4580.6,4566.7,4580.6,1,4580.6,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF01218"
"4",1713054717918,"14/04/2024 00:31:57",1713040317918,-4,"13/04/2024 16:31:57",175580,1,"task-kvtv",NA,37001058,10911975,NA,"complete",NA,"661b217711f765830ca78b17","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",14503.4,14500.1,14503.4,14503.4,14500.1,14503.4,1,14503.4,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF01218"
"5",1713054731652,"14/04/2024 00:32:11",1713040331652,-4,"13/04/2024 16:32:11",175580,1,"task-kvtv",NA,37001058,10911975,NA,"complete",NA,"661b217711f765830ca78b17","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",13737.6000001907,13733.3,13737.6000001907,13737.6000001907,13733.3,13737.6000001907,1,13737.6000001907,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF01218"
"6",1713054741072,"14/04/2024 00:32:21",1713040341072,-4,"13/04/2024 16:32:21",175580,1,"task-kvtv",NA,37001058,10911975,NA,"complete",NA,"661b217711f765830ca78b17","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",9424.10000038147,9416.8,9424.10000038147,9424.10000038147,9416.8,9424.10000038147,1,9424.10000038147,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF01218"
"7",1713054745770,"14/04/2024 00:32:25",1713040345770,-4,"13/04/2024 16:32:25",175580,1,"task-kvtv",NA,37001058,10911975,NA,"complete",NA,"661b217711f765830ca78b17","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4705.80000038147,4700,4705.80000038147,4705.80000038147,4700,4705.80000038147,1,4705.80000038147,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF01218"
"8",1713054748185,"14/04/2024 00:32:28",1713040348185,-4,"13/04/2024 16:32:28",175580,1,"task-kvtv",NA,37001058,10911975,NA,"complete",NA,"661b217711f765830ca78b17","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",2420.7,2416.7,2420.7,2420.7,2416.7,2420.7,1,2420.7,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF01218"
"9",1713054750877,"14/04/2024 00:32:30",1713040350877,-4,"13/04/2024 16:32:30",175580,1,"task-kvtv",NA,37001058,10911975,NA,"complete",NA,"661b217711f765830ca78b17","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2696.19999980927,2683.2,2696.19999980927,2696.19999980927,2683.2,2696.19999980927,1,2696.19999980927,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF01218"
"10",1713054750882,"14/04/2024 00:32:30",1713040350882,-4,"13/04/2024 16:32:30",175580,1,"task-kvtv",NA,37001058,10911975,NA,"complete",NA,"661b217711f765830ca78b17","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF01218"
"1",1713056153702,"14/04/2024 00:55:53",1713041753702,-4,"13/04/2024 16:55:53",175580,1,"task-kvtv",NA,37001162,10911996,NA,"complete",NA,"661b264ebc06539b0490b1cf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF70818"
"2",1713056157860,"14/04/2024 00:55:57",1713041757860,-4,"13/04/2024 16:55:57",175580,1,"task-kvtv",NA,37001162,10911996,NA,"complete",NA,"661b264ebc06539b0490b1cf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4074.10000000149,4062.1,4074.10000000149,4074.10000000149,4062.1,4074.10000000149,1,4074.10000000149,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF70818"
"3",1713056321822,"14/04/2024 00:58:41",1713041921822,-4,"13/04/2024 16:58:41",175580,1,"task-kvtv",NA,37001162,10911996,NA,"complete",NA,"661b264ebc06539b0490b1cf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",163974.299999999,163965.3,163974.299999999,163974.299999999,163965.3,163974.299999999,1,163974.299999999,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF70818"
"4",1713056335550,"14/04/2024 00:58:55",1713041935550,-4,"13/04/2024 16:58:55",175580,1,"task-kvtv",NA,37001162,10911996,NA,"complete",NA,"661b264ebc06539b0490b1cf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",13736.899999997,13720.2,13736.899999997,13736.899999997,13720.2,13736.899999997,1,13736.899999997,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF70818"
"5",1713056339955,"14/04/2024 00:58:59",1713041939955,-4,"13/04/2024 16:58:59",175580,1,"task-kvtv",NA,37001162,10911996,NA,"complete",NA,"661b264ebc06539b0490b1cf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",4422.19999999701,4406.29999999999,4422.19999999701,4422.19999999701,4406.29999999999,4422.19999999701,1,4422.19999999701,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF70818"
"6",1713056346888,"14/04/2024 00:59:06",1713041946888,-4,"13/04/2024 16:59:06",175580,1,"task-kvtv",NA,37001162,10911996,NA,"complete",NA,"661b264ebc06539b0490b1cf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",6948.89999999703,6937.70000000001,6948.89999999703,6948.89999999703,6937.70000000001,6948.89999999703,1,6948.89999999703,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF70818"
"7",1713056352158,"14/04/2024 00:59:12",1713041952158,-4,"13/04/2024 16:59:12",175580,1,"task-kvtv",NA,37001162,10911996,NA,"complete",NA,"661b264ebc06539b0490b1cf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5281.09999999552,5269.29999999999,5281.09999999552,5281.09999999552,5269.29999999999,5281.09999999552,1,5281.09999999552,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF70818"
"8",1713056356689,"14/04/2024 00:59:16",1713041956689,-4,"13/04/2024 16:59:16",175580,1,"task-kvtv",NA,37001162,10911996,NA,"complete",NA,"661b264ebc06539b0490b1cf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4542.89999999703,4535.39999999999,4542.89999999703,4542.89999999703,4535.39999999999,4542.89999999703,1,4542.89999999703,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF70818"
"9",1713056359469,"14/04/2024 00:59:19",1713041959469,-4,"13/04/2024 16:59:19",175580,1,"task-kvtv",NA,37001162,10911996,NA,"complete",NA,"661b264ebc06539b0490b1cf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2787.09999999852,2783.70000000001,2787.09999999852,2787.09999999852,2783.70000000001,2787.09999999852,1,2787.09999999852,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF70818"
"10",1713056359472,"14/04/2024 00:59:19",1713041959472,-4,"13/04/2024 16:59:19",175580,1,"task-kvtv",NA,37001162,10911996,NA,"complete",NA,"661b264ebc06539b0490b1cf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF70818"
"1",1713088564223,"14/04/2024 09:56:04",1713092164223,1,"14/04/2024 11:56:04",175580,1,"task-kvtv",NA,37003216,10912742,NA,"complete",NA,"661ba2531cfca8d1a726ebc7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x754",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF74220"
"2",1713088568004,"14/04/2024 09:56:08",1713092168004,1,"14/04/2024 11:56:08",175580,1,"task-kvtv",NA,37003216,10912742,NA,"complete",NA,"661ba2531cfca8d1a726ebc7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x754",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3703.59999995232,3698.1,3703.59999995232,3703.59999995232,3698.1,3703.59999995232,1,3703.59999995232,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF74220"
"3",1713088573385,"14/04/2024 09:56:13",1713092173385,1,"14/04/2024 11:56:13",175580,1,"task-kvtv",NA,37003216,10912742,NA,"complete",NA,"661ba2531cfca8d1a726ebc7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x754",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",5386.79999996424,5376.5,5386.79999996424,5386.79999996424,5376.5,5386.79999996424,1,5386.79999996424,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF74220"
"4",1713088594161,"14/04/2024 09:56:34",1713092194161,1,"14/04/2024 11:56:34",175580,1,"task-kvtv",NA,37003216,10912742,NA,"complete",NA,"661ba2531cfca8d1a726ebc7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x754",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",20785.2999999642,20772.4,20785.2999999642,20785.2999999642,20772.4,20785.2999999642,1,20785.2999999642,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF74220"
"5",1713088606165,"14/04/2024 09:56:46",1713092206165,1,"14/04/2024 11:56:46",175580,1,"task-kvtv",NA,37003216,10912742,NA,"complete",NA,"661ba2531cfca8d1a726ebc7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x754",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",12017.3,12005.9,12017.3,12017.3,12005.9,12017.3,1,12017.3,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF74220"
"6",1713088614923,"14/04/2024 09:56:54",1713092214923,1,"14/04/2024 11:56:54",175580,1,"task-kvtv",NA,37003216,10912742,NA,"complete",NA,"661ba2531cfca8d1a726ebc7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x754",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",8768.79999997616,8754,8768.79999997616,8768.79999997616,8754,8768.79999997616,1,8768.79999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF74220"
"7",1713088625060,"14/04/2024 09:57:05",1713092225060,1,"14/04/2024 11:57:05",175580,1,"task-kvtv",NA,37003216,10912742,NA,"complete",NA,"661ba2531cfca8d1a726ebc7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x754",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",10151.4999999642,10141.6,10151.4999999642,10151.4999999642,10141.6,10151.4999999642,1,10151.4999999642,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF74220"
"8",1713088631891,"14/04/2024 09:57:11",1713092231891,1,"14/04/2024 11:57:11",175580,1,"task-kvtv",NA,37003216,10912742,NA,"complete",NA,"661ba2531cfca8d1a726ebc7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x754",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",6841.69999997616,6826.3,6841.69999997616,6841.69999997616,6826.3,6841.69999997616,1,6841.69999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF74220"
"9",1713088634823,"14/04/2024 09:57:14",1713092234823,1,"14/04/2024 11:57:14",175580,1,"task-kvtv",NA,37003216,10912742,NA,"complete",NA,"661ba2531cfca8d1a726ebc7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x754",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2947,2932.60000000001,2947,2947,2932.60000000001,2947,1,2947,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF74220"
"10",1713088634826,"14/04/2024 09:57:14",1713092234826,1,"14/04/2024 11:57:14",175580,1,"task-kvtv",NA,37003216,10912742,NA,"complete",NA,"661ba2531cfca8d1a726ebc7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x754",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF74220"
"1",1713096837897,"14/04/2024 12:13:57",1713100437897,1,"14/04/2024 14:13:57",175580,1,"task-kvtv",NA,37004574,10913161,NA,"complete",NA,"661bc2a979ac46b7cd015dca","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF48343"
"2",1713096843098,"14/04/2024 12:14:03",1713100443098,1,"14/04/2024 14:14:03",175580,1,"task-kvtv",NA,37004574,10913161,NA,"complete",NA,"661bc2a979ac46b7cd015dca","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",5127.39999995232,5124.6,5127.39999995232,5127.39999995232,5124.6,5127.39999995232,1,5127.39999995232,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF48343"
"3",1713096845736,"14/04/2024 12:14:05",1713100445736,1,"14/04/2024 14:14:05",175580,1,"task-kvtv",NA,37004574,10913161,NA,"complete",NA,"661bc2a979ac46b7cd015dca","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2640,2638.4,2640,2640,2638.4,2640,1,2640,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF48343"
"4",1713096856239,"14/04/2024 12:14:16",1713100456239,1,"14/04/2024 14:14:16",175580,1,"task-kvtv",NA,37004574,10913161,NA,"complete",NA,"661bc2a979ac46b7cd015dca","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",10504.7999999881,10498.9,10504.7999999881,10504.7999999881,10498.9,10504.7999999881,1,10504.7999999881,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF48343"
"5",1713096872575,"14/04/2024 12:14:32",1713100472575,1,"14/04/2024 14:14:32",175580,1,"task-kvtv",NA,37004574,10913161,NA,"complete",NA,"661bc2a979ac46b7cd015dca","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",16342.0999999762,16338.4,16342.0999999762,16342.0999999762,16338.4,16342.0999999762,1,16342.0999999762,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF48343"
"6",1713096901828,"14/04/2024 12:15:01",1713100501828,1,"14/04/2024 14:15:01",175580,1,"task-kvtv",NA,37004574,10913161,NA,"complete",NA,"661bc2a979ac46b7cd015dca","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",29256.5999999523,29252.9,29256.5999999523,29256.5999999523,29252.9,29256.5999999523,1,29256.5999999523,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF48343"
"7",1713096909234,"14/04/2024 12:15:09",1713100509234,1,"14/04/2024 14:15:09",175580,1,"task-kvtv",NA,37004574,10913161,NA,"complete",NA,"661bc2a979ac46b7cd015dca","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",7408.6,7401.9,7408.6,7408.6,7401.9,7408.6,1,7408.6,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF48343"
"8",1713096913982,"14/04/2024 12:15:13",1713100513982,1,"14/04/2024 14:15:13",175580,1,"task-kvtv",NA,37004574,10913161,NA,"complete",NA,"661bc2a979ac46b7cd015dca","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4755.5,4749.60000000001,4755.5,4755.5,4749.60000000001,4755.5,1,4755.5,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF48343"
"9",1713096917461,"14/04/2024 12:15:17",1713100517461,1,"14/04/2024 14:15:17",175580,1,"task-kvtv",NA,37004574,10913161,NA,"complete",NA,"661bc2a979ac46b7cd015dca","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3485.29999997615,3478.7,3485.29999997615,3485.29999997615,3478.7,3485.29999997615,1,3485.29999997615,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF48343"
