"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
1,1722271120900,"29/07/2024 16:38:40",1722274720900,1,"29/07/2024 18:38:40",185160,1,"questionnaire-wop8",NA,39264712,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGAFBECD","Passed AC2","","1-0",1,"SUPPRF56835"
1,1722271139729,"29/07/2024 16:38:59",1722274739729,1,"29/07/2024 18:38:59",185160,1,"questionnaire-wop8",NA,39264730,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADIEHFG","Failed AC2","Passed AC1","0-2",3,"SUPPRF00984"
1,1722271197813,"29/07/2024 16:39:57",1722256797813,-4,"29/07/2024 08:39:57",185160,1,"questionnaire-wop8",NA,39264761,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1200x844",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFIGH","Passed AC2","","1-0",1,"SUPPRF95116"
1,1722271195624,"29/07/2024 16:39:55",1722274795624,1,"29/07/2024 18:39:55",185160,1,"questionnaire-wop8",NA,39264766,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x945",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFIGH","Passed AC2","","1-0",1,"SUPPRF64792"
1,1722271206300,"29/07/2024 16:40:06",1722274806300,1,"29/07/2024 18:40:06",185160,1,"questionnaire-wop8",NA,39264768,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Attention Check 2 (Clone)",1,"IAHBGCFDE","Passed AC2","","1-0",1,"SUPPRF51437"
1,1722271344906,"29/07/2024 16:42:24",1722274944906,1,"29/07/2024 18:42:24",185160,1,"questionnaire-wop8",NA,39264832,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x960","1536x838",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEADBC","Passed AC2","","1-0",1,"SUPPRF24519"
1,1722271417725,"29/07/2024 16:43:37",1722257017725,-4,"29/07/2024 08:43:37",185160,1,"questionnaire-wop8",NA,39264860,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x593",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEADBC","Passed AC2","","1-0",1,"SUPPRF69466"
1,1722271450912,"29/07/2024 16:44:10",1722275050912,1,"29/07/2024 18:44:10",185160,1,"questionnaire-wop8",NA,39264879,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","2560x1440","1707x847",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADIEHFG","Passed AC2","","1-0",1,"SUPPRF10681"
1,1722271547924,"29/07/2024 16:45:47",1722275147924,1,"29/07/2024 18:45:47",185160,1,"questionnaire-wop8",NA,39264917,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1368x912","1368x743",NA,NA,0,"Attention Check 2 (Clone)",1,"ABICHDGEF","Passed AC2","","1-0",1,"SUPPRF32987"
1,1722271609389,"29/07/2024 16:46:49",1722275209389,1,"29/07/2024 18:46:49",185160,1,"questionnaire-wop8",NA,39264939,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2048x1152","2048x1063",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHI","Passed AC2","","1-0",1,"SUPPRF94433"
1,1722271637103,"29/07/2024 16:47:17",1722275237103,1,"29/07/2024 18:47:17",185160,1,"questionnaire-wop8",NA,39264949,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 126.0.0.0","360x640","980x1524",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFIGH","Passed AC2","","1-0",1,"SUPPRF12575"
1,1722271737899,"29/07/2024 16:48:57",1722275337899,1,"29/07/2024 18:48:57",185160,1,"questionnaire-wop8",NA,39264983,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1440x900","1440x773",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADIEHFG","Passed AC2","","1",2,"SUPPRF32459"
1,1722271775041,"29/07/2024 16:49:35",1722275375041,1,"29/07/2024 18:49:35",185160,1,"questionnaire-wop8",NA,39264996,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1261",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHI","Passed AC2","","1-0",1,"SUPPRF65775"
1,1722271856509,"29/07/2024 16:50:56",1722275456509,1,"29/07/2024 18:50:56",185160,1,"questionnaire-wop8",NA,39265020,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICAB","Passed AC2","","1-0",1,"SUPPRF15538"
1,1722271916370,"29/07/2024 16:51:56",1722275516370,1,"29/07/2024 18:51:56",185160,1,"questionnaire-wop8",NA,39265042,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1366x768","1517x703",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIA","Passed AC2","","1-0",1,"SUPPRF04046"
1,1722272390926,"29/07/2024 16:59:50",1722275990926,1,"29/07/2024 18:59:50",185160,1,"questionnaire-wop8",NA,39265169,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1280x800","1280x800",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEADBC","Passed AC2","","1-0",1,"SUPPRF77144"
1,1722272479506,"29/07/2024 17:01:19",1722276079506,1,"29/07/2024 19:01:19",185160,1,"questionnaire-wop8",NA,39265195,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGAFBECD","Passed AC2","","1-0",1,"SUPPRF40628"
1,1722272660164,"29/07/2024 17:04:20",1722276260164,1,"29/07/2024 19:04:20",185160,1,"questionnaire-wop8",NA,39265249,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x551",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICAB","Passed AC2","","1-0",1,"SUPPRF99844"
1,1722273504248,"29/07/2024 17:18:24",1722277104248,1,"29/07/2024 19:18:24",185160,1,"questionnaire-wop8",NA,39265456,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 107.0.0.0","1536x960","1024x743",NA,NA,0,"Attention Check 2 (Clone)",1,"IAHBGCFDE","Passed AC2","","1-0",1,"SUPPRF09747"
1,1722273696978,"29/07/2024 17:21:36",1722277296978,1,"29/07/2024 19:21:36",185160,1,"questionnaire-wop8",NA,39265513,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFIGH","Passed AC2","","1-0",1,"SUPPRF70972"
1,1722273906973,"29/07/2024 17:25:06",1722277506973,1,"29/07/2024 19:25:06",185160,1,"questionnaire-wop8",NA,39265567,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHI","Passed AC2","","1-0",1,"SUPPRF84687"
1,1722274181361,"29/07/2024 17:29:41",1722256181361,-5,"29/07/2024 07:29:41",185160,1,"questionnaire-wop8",NA,39265635,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADIEHFG","Passed AC2","","1-0",1,"SUPPRF25179"
1,1722274524789,"29/07/2024 17:35:24",1722278124789,1,"29/07/2024 19:35:24",185160,1,"questionnaire-wop8",NA,39265728,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2 (Clone)",1,"ABICHDGEF","Passed AC2","","1-0",1,"SUPPRF23034"
1,1722274643759,"29/07/2024 17:37:23",1722249443759,-7,"29/07/2024 03:37:23",185160,1,"questionnaire-wop8",NA,39265772,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIA","Passed AC2","","1-0",1,"SUPPRF59725"
1,1722279599567,"29/07/2024 18:59:59",1722283199567,1,"29/07/2024 20:59:59",185160,1,"questionnaire-wop8",NA,39266835,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x864","1707x781",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEADBC","Passed AC2","","1-0",1,"SUPPRF76109"
1,1722281132073,"29/07/2024 19:25:32",1722284732073,1,"29/07/2024 21:25:32",185160,1,"questionnaire-wop8",NA,39267115,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGAFBECD","Passed AC2","","1-0",1,"SUPPRF50018"
1,1722283224188,"29/07/2024 20:00:24",1722268824188,-4,"29/07/2024 12:00:24",185160,1,"questionnaire-wop8",NA,39267717,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1280x800","1283x607",NA,NA,0,"Attention Check 2 (Clone)",1,"IAHBGCFDE","Passed AC2","","1-0",1,"SUPPRF94245"
1,1722284212552,"29/07/2024 20:16:52",1722287812552,1,"29/07/2024 22:16:52",185160,1,"questionnaire-wop8",NA,39267960,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2 (Clone)",1,"ABICHDGEF","Passed AC2","","1-0",1,"SUPPRF00586"
1,1722285549385,"29/07/2024 20:39:09",1722260349385,-7,"29/07/2024 06:39:09",185160,1,"questionnaire-wop8",NA,39268266,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1352x878","1352x723",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADIEHFG","Passed AC2","","1-0",1,"SUPPRF33934"
