"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
1,1722270199794,"29/07/2024 16:23:19",1722273799794,1,"29/07/2024 18:23:19",185160,1,"task-8tuj",NA,39264025,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF33328"
2,1722270203345,"29/07/2024 16:23:23",1722273803345,1,"29/07/2024 18:23:23",185160,1,"task-8tuj",NA,39264025,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3515.10000003576,3508.7,3515.10000003576,3515.10000003576,3508.7,3515.10000003576,1,3515.10000003576,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF33328"
3,1722270209573,"29/07/2024 16:23:29",1722273809573,1,"29/07/2024 18:23:29",185160,1,"task-8tuj",NA,39264025,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",6235.19999998808,6227.3,6235.19999998808,6235.19999998808,6227.3,6235.19999998808,1,6235.19999998808,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF33328"
4,1722270216923,"29/07/2024 16:23:36",1722273816923,1,"29/07/2024 18:23:36",185160,1,"task-8tuj",NA,39264025,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",7357.10000003576,7353.4,7357.10000003576,7357.10000003576,7353.4,7357.10000003576,1,7357.10000003576,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF33328"
5,1722270226272,"29/07/2024 16:23:46",1722273826272,1,"29/07/2024 18:23:46",185160,1,"task-8tuj",NA,39264025,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",9352.60000001192,9349.4,9352.60000001192,9352.60000001192,9349.4,9352.60000001192,1,9352.60000001192,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF33328"
6,1722270233861,"29/07/2024 16:23:53",1722273833861,1,"29/07/2024 18:23:53",185160,1,"task-8tuj",NA,39264025,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",7566.2,7557.4,7566.2,7566.2,7557.4,7566.2,1,7566.2,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF33328"
7,1722270239233,"29/07/2024 16:23:59",1722273839233,1,"29/07/2024 18:23:59",185160,1,"task-8tuj",NA,39264025,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5407,5400.4,5407,5407,5400.4,5407,1,5407,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF33328"
8,1722270241860,"29/07/2024 16:24:01",1722273841860,1,"29/07/2024 18:24:01",185160,1,"task-8tuj",NA,39264025,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",2634.29999998808,2631.6,2634.29999998808,2634.29999998808,2631.6,2634.29999998808,1,2634.29999998808,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF33328"
9,1722270245005,"29/07/2024 16:24:05",1722273845005,1,"29/07/2024 18:24:05",185160,1,"task-8tuj",NA,39264025,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3147.5,3146.1,3147.5,3147.5,3146.1,3147.5,1,3147.5,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF33328"
10,1722270245013,"29/07/2024 16:24:05",1722273845013,1,"29/07/2024 18:24:05",185160,1,"task-8tuj",NA,39264025,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF33328"
1,1722271213521,"29/07/2024 16:40:13",1722274813521,1,"29/07/2024 18:40:13",185160,1,"task-8tuj",NA,39264775,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF51437"
2,1722271216648,"29/07/2024 16:40:16",1722274816648,1,"29/07/2024 18:40:16",185160,1,"task-8tuj",NA,39264775,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3072.40000009537,3067.1,3072.40000009537,3072.40000009537,3067.1,3072.40000009537,1,3072.40000009537,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF51437"
3,1722271219354,"29/07/2024 16:40:19",1722274819354,1,"29/07/2024 18:40:19",185160,1,"task-8tuj",NA,39264775,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2712.1000002861,2699.8,2712.1000002861,2712.1000002861,2699.8,2712.1000002861,1,2712.1000002861,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF51437"
4,1722271228291,"29/07/2024 16:40:28",1722274828291,1,"29/07/2024 18:40:28",185160,1,"task-8tuj",NA,39264775,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",8948.8000002861,8933.5,8948.8000002861,8948.8000002861,8933.5,8948.8000002861,1,8948.8000002861,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF51437"
5,1722271237980,"29/07/2024 16:40:37",1722274837980,1,"29/07/2024 18:40:37",185160,1,"task-8tuj",NA,39264775,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",9704.3000002861,9700.3,9704.3000002861,9704.3000002861,9700.3,9704.3000002861,1,9704.3000002861,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF51437"
6,1722271242283,"29/07/2024 16:40:42",1722274842283,1,"29/07/2024 18:40:42",185160,1,"task-8tuj",NA,39264775,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",4307.39999990463,4300.2,4307.39999990463,4307.39999990463,4300.2,4307.39999990463,1,4307.39999990463,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF51437"
7,1722271246900,"29/07/2024 16:40:46",1722274846900,1,"29/07/2024 18:40:46",185160,1,"task-8tuj",NA,39264775,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4623.90000019073,4616.8,4623.90000019073,4623.90000019073,4616.8,4623.90000019073,1,4623.90000019073,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF51437"
8,1722271249490,"29/07/2024 16:40:49",1722274849490,1,"29/07/2024 18:40:49",185160,1,"task-8tuj",NA,39264775,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",2597.39999990464,2583.5,2597.39999990464,2597.39999990464,2583.5,2597.39999990464,1,2597.39999990464,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF51437"
9,1722271252325,"29/07/2024 16:40:52",1722274852325,1,"29/07/2024 18:40:52",185160,1,"task-8tuj",NA,39264775,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2848.3,2833.2,2848.3,2848.3,2833.2,2848.3,1,2848.3,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF51437"
10,1722271252328,"29/07/2024 16:40:52",1722274852328,1,"29/07/2024 18:40:52",185160,1,"task-8tuj",NA,39264775,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF51437"
1,1722270558751,"29/07/2024 16:29:18",1722256158751,-4,"29/07/2024 08:29:18",185160,1,"task-8tuj",NA,39264314,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF82983"
2,1722270563353,"29/07/2024 16:29:23",1722256163353,-4,"29/07/2024 08:29:23",185160,1,"task-8tuj",NA,39264314,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3988.49999999851,3981,3988.49999999851,3988.49999999851,3981,3988.49999999851,1,3988.49999999851,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF82983"
3,1722270566476,"29/07/2024 16:29:26",1722256166476,-4,"29/07/2024 08:29:26",185160,1,"task-8tuj",NA,39264314,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3131.2,3114.4,3131.2,3131.2,3114.4,3131.2,1,3131.2,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF82983"
4,1722270575476,"29/07/2024 16:29:35",1722256175476,-4,"29/07/2024 08:29:35",185160,1,"task-8tuj",NA,39264314,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",9017.30000000149,9011.5,9017.30000000149,9017.30000000149,9011.5,9017.30000000149,1,9017.30000000149,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF82983"
5,1722270583623,"29/07/2024 16:29:43",1722256183623,-4,"29/07/2024 08:29:43",185160,1,"task-8tuj",NA,39264314,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",8151.99999999702,8143.8,8151.99999999702,8151.99999999702,8143.8,8151.99999999702,1,8151.99999999702,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF82983"
6,1722270589103,"29/07/2024 16:29:49",1722256189103,-4,"29/07/2024 08:29:49",185160,1,"task-8tuj",NA,39264314,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",5488.00000000149,5479.8,5488.00000000149,5488.00000000149,5479.8,5488.00000000149,1,5488.00000000149,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF82983"
7,1722270593988,"29/07/2024 16:29:53",1722256193988,-4,"29/07/2024 08:29:53",185160,1,"task-8tuj",NA,39264314,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4893.6,4881,4893.6,4893.6,4881,4893.6,1,4893.6,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF82983"
8,1722270600014,"29/07/2024 16:30:00",1722256200014,-4,"29/07/2024 08:30:00",185160,1,"task-8tuj",NA,39264314,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",6038.6,6028.6,6038.6,6038.6,6028.6,6038.6,1,6038.6,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF82983"
9,1722270608834,"29/07/2024 16:30:08",1722256208834,-4,"29/07/2024 08:30:08",185160,1,"task-8tuj",NA,39264314,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",8826.2,8810.5,8826.2,8826.2,8810.5,8826.2,1,8826.2,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF82983"
10,1722270608842,"29/07/2024 16:30:08",1722256208842,-4,"29/07/2024 08:30:08",185160,1,"task-8tuj",NA,39264314,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF82983"
1,1722270358893,"29/07/2024 16:25:58",1722273958893,1,"29/07/2024 18:25:58",185160,1,"task-8tuj",NA,39264163,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF42289"
