"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
1,1722270560364,"29/07/2024 16:29:20",1722256160364,-4,"29/07/2024 08:29:20",185160,1,"questionnaire-xamc",NA,39264317,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x593",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEADBC","Passed AC2","",1,2,"SUPPRF69466"
1,1722270585129,"29/07/2024 16:29:45",1722274185129,1,"29/07/2024 18:29:45",185160,1,"questionnaire-xamc",NA,39264331,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1440x900","1440x773",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADIEHFG","Passed AC2","",1,2,"SUPPRF32459"
1,1722270588979,"29/07/2024 16:29:48",1722274188979,1,"29/07/2024 18:29:48",185160,1,"questionnaire-xamc",NA,39264334,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGAFBECD","Passed AC2","",1,2,"SUPPRF56835"
1,1722270590558,"29/07/2024 16:29:50",1722274190558,1,"29/07/2024 18:29:50",185160,1,"questionnaire-xamc",NA,39264336,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1396x788",NA,NA,0,"Attention Check 1 (Clone)",1,"IAHBGCFDE","Passed AC2","",1,2,"SUPPRF62823"
1,1722270596721,"29/07/2024 16:29:56",1722274196721,1,"29/07/2024 18:29:56",185160,1,"questionnaire-xamc",NA,39264343,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1366x768","1366x683",NA,NA,0,"Attention Check 1 (Clone)",1,"ABICHDGEF","Passed AC2","",1,2,"SUPPRF52440"
1,1722270639503,"29/07/2024 16:30:39",1722256239503,-4,"29/07/2024 08:30:39",185160,1,"questionnaire-xamc",NA,39264376,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1200x844",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFIGH","Passed AC2","",1,2,"SUPPRF95116"
1,1722270664306,"29/07/2024 16:31:04",1722274264306,1,"29/07/2024 18:31:04",185160,1,"questionnaire-xamc",NA,39264396,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2048x1152","2048x1063",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHI","Passed AC2","",1,2,"SUPPRF94433"
1,1722270670177,"29/07/2024 16:31:10",1722274270177,1,"29/07/2024 18:31:10",185160,1,"questionnaire-xamc",NA,39264397,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x551",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICAB","Passed AC2","",1,2,"SUPPRF99844"
1,1722270674735,"29/07/2024 16:31:14",1722274274735,1,"29/07/2024 18:31:14",185160,1,"questionnaire-xamc",NA,39264402,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1366x768","1517x703",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIA","Passed AC2","",1,2,"SUPPRF04046"
1,1722270721759,"29/07/2024 16:32:01",1722274321759,1,"29/07/2024 18:32:01",185160,1,"questionnaire-xamc",NA,39264440,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x960","1536x838",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEADBC","Passed AC2","",1,2,"SUPPRF24519"
1,1722270823866,"29/07/2024 16:33:43",1722274423866,1,"29/07/2024 18:33:43",185160,1,"questionnaire-xamc",NA,39264512,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"Attention Check 1 (Clone)",1,"IAHBGCFDE","Passed AC2","",1,2,"SUPPRF51437"
1,1722270828163,"29/07/2024 16:33:48",1722274428163,1,"29/07/2024 18:33:48",185160,1,"questionnaire-xamc",NA,39264518,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1368x912","1368x743",NA,NA,0,"Attention Check 1 (Clone)",1,"ABICHDGEF","Passed AC2","",1,2,"SUPPRF32987"
1,1722270847254,"29/07/2024 16:34:07",1722274447254,1,"29/07/2024 18:34:07",185160,1,"questionnaire-xamc",NA,39264529,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","2560x1440","2560x1271",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADIEHFG","Passed AC2","",1,2,"SUPPRF10681"
1,1722271003126,"29/07/2024 16:36:43",1722274603126,1,"29/07/2024 18:36:43",185160,1,"questionnaire-xamc",NA,39264633,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 126.0.0.0","360x640","980x1524",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFIGH","Passed AC2","",1,2,"SUPPRF12575"
1,1722271050773,"29/07/2024 16:37:30",1722274650773,1,"29/07/2024 18:37:30",185160,1,"questionnaire-xamc",NA,39264674,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1261",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHI","Passed AC2","",1,2,"SUPPRF65775"
1,1722271135380,"29/07/2024 16:38:55",1722274735380,1,"29/07/2024 18:38:55",185160,1,"questionnaire-xamc",NA,39264729,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICAB","Passed AC2","",1,2,"SUPPRF15538"
1,1722271157123,"29/07/2024 16:39:17",1722274757123,1,"29/07/2024 18:39:17",185160,1,"questionnaire-xamc",NA,39264743,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1280x800","1279x601",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEADBC","Passed AC2","",1,2,"SUPPRF77144"
1,1722271433467,"29/07/2024 16:43:53",1722275033467,1,"29/07/2024 18:43:53",185160,1,"questionnaire-xamc",NA,39264873,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1280x720","1280x533",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGAFBECD","Passed AC2","",1,2,"SUPPRF40628"
1,1722271550209,"29/07/2024 16:45:50",1722275150209,1,"29/07/2024 18:45:50",185160,1,"questionnaire-xamc",NA,39264915,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 107.0.0.0","1536x960","1024x743",NA,NA,0,"Attention Check 1 (Clone)",1,"IAHBGCFDE","Passed AC2","",1,2,"SUPPRF09747"
1,1722271839888,"29/07/2024 16:50:39",1722275439888,1,"29/07/2024 18:50:39",185160,1,"questionnaire-xamc",NA,39265012,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 1 (Clone)",1,"ABICHDGEF","Passed AC2","",1,2,"SUPPRF23034"
1,1722272124946,"29/07/2024 16:55:24",1722254124946,-5,"29/07/2024 06:55:24",185160,1,"questionnaire-xamc",NA,39265096,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADIEHFG","Passed AC2","",1,2,"SUPPRF25179"
1,1722273091876,"29/07/2024 17:11:31",1722276691876,1,"29/07/2024 19:11:31",185160,1,"questionnaire-xamc",NA,39265336,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFIGH","Passed AC2","",1,2,"SUPPRF70972"
1,1722273393664,"29/07/2024 17:16:33",1722276993664,1,"29/07/2024 19:16:33",185160,1,"questionnaire-xamc",NA,39265435,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHI","Passed AC2","",1,2,"SUPPRF84687"
1,1722273457463,"29/07/2024 17:17:37",1722248257463,-7,"29/07/2024 03:17:37",185160,1,"questionnaire-xamc",NA,39265448,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIA","Passed AC2","",1,2,"SUPPRF59725"
1,1722279181178,"29/07/2024 18:53:01",1722282781178,1,"29/07/2024 20:53:01",185160,1,"questionnaire-xamc",NA,39266751,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x864","1707x781",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEADBC","Passed AC2","",1,2,"SUPPRF76109"
1,1722279545672,"29/07/2024 18:59:05",1722283145672,1,"29/07/2024 20:59:05",185160,1,"questionnaire-xamc",NA,39266824,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGAFBECD","Passed AC2","",1,2,"SUPPRF50018"
1,1722282553212,"29/07/2024 19:49:13",1722268153212,-4,"29/07/2024 11:49:13",185160,1,"questionnaire-xamc",NA,39267488,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1280x800","1283x607",NA,NA,0,"Attention Check 1 (Clone)",1,"IAHBGCFDE","Passed AC2","",1,2,"SUPPRF94245"
1,1722282623545,"29/07/2024 19:50:23",1722286223545,1,"29/07/2024 21:50:23",185160,1,"questionnaire-xamc",NA,39267519,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"ABICHDGEF","Passed AC2","",1,2,"SUPPRF00586"
1,1722284922955,"29/07/2024 20:28:42",1722259722955,-7,"29/07/2024 06:28:42",185160,1,"questionnaire-xamc",NA,39268138,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1352x878","1352x723",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADIEHFG","Passed AC2","",1,2,"SUPPRF33934"
