"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.af8t","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks..video.and.audio.recordings...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely.and.anonymously...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that....a..I.understand.the.inclusion.criteria.as.detailed.in.the.Study.Description..b..I.meet.these.criteria..and.do.not.meet.any.of.the.exclusion.criteria..c..I.do.not.have.current.or.past.experiences.of.psychosis.or.neurological.conditions....I.Agree.","Consent.Form.object.2.I.confirm.that.I.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1702492331663,"13/12/2023 18:32:11",1702492331663,0,"13/12/2023 18:32:11",157047,5,"questionnaire-s6dh",NA,33647302,9958623,NA,"complete",NA,"6579f88fa880780f5ec4dcd3","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Consent (Clone)",7,"EFDGCHBIAJ","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF61954"
"1",1702492685406,"13/12/2023 18:38:05",1702474685406,-5,"13/12/2023 08:38:05",157047,5,"questionnaire-s6dh",NA,33647441,9958649,NA,"complete",NA,"6579f9f657e6bd9df97dc5f6","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x612",NA,NA,0,"Consent (Clone)",7,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF49764"
"1",1702493588791,"13/12/2023 18:53:08",1702475588791,-5,"13/12/2023 08:53:08",157047,5,"questionnaire-s6dh",NA,33647727,9958700,NA,"complete",NA,"6579fd63922f0206731c9fcd","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x632",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF92791"
"1",1702494154272,"13/12/2023 19:02:34",1702476154272,-5,"13/12/2023 09:02:34",157047,5,"questionnaire-s6dh",NA,33647931,9958736,NA,"complete",NA,"6579ffbfd8a48d68d1907fc0","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","1600x751",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF64663"
"1",1702494355223,"13/12/2023 19:05:55",1702497955223,1,"13/12/2023 21:05:55",157047,5,"questionnaire-s6dh",NA,33647997,9958759,NA,"complete",NA,"6579ffca36fd1eb86db52566","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","1600x773",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF09275"
"1",1702494767191,"13/12/2023 19:12:47",1702498367191,1,"13/12/2023 21:12:47",157047,5,"questionnaire-s6dh",NA,33648153,9958788,NA,"complete",NA,"657a0211e01645c641be8985","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","610x738",NA,NA,0,"Consent (Clone)",7,"JAIBHCGDFE","Failed AC2","Passed AC1","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF25764"
"1",1702495278503,"13/12/2023 19:21:18",1702473678503,-6,"13/12/2023 07:21:18",157047,5,"questionnaire-s6dh",NA,33648311,9958818,NA,"complete",NA,"657a041e453e501981a48244","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 111.0.0.0","1440x900","1440x821",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF96766"
"1",1702495528819,"13/12/2023 19:25:28",1702466728819,-8,"13/12/2023 03:25:28",157047,5,"questionnaire-s6dh",NA,33648377,9958831,NA,"complete",NA,"657a013563b921afefbe8823","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x800","1280x639",NA,NA,0,"Consent (Clone)",7,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF70678"
"1",1702495581751,"13/12/2023 19:26:21",1702473981751,-6,"13/12/2023 07:26:21",157047,5,"questionnaire-s6dh",NA,33648408,9958835,NA,"complete",NA,"657a03f251784acbbc968334","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF15646"
"1",1702491536608,"13/12/2023 18:18:56",1702491536608,0,"13/12/2023 18:18:56",157047,5,"questionnaire-s6dh",NA,33646980,9958550,NA,"complete",NA,"6579f4c9a63d54420e4e3405","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1800x911",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF76142"
"1",1702489599931,"13/12/2023 17:46:39",1702489599931,0,"13/12/2023 17:46:39",157047,5,"questionnaire-s6dh",NA,33646242,9958403,NA,"complete",NA,"6579ede741c407c8885ec577","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x551",NA,NA,0,"Consent (Clone)",7,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF78779"
"1",1702496116044,"13/12/2023 19:35:16",1702478116044,-5,"13/12/2023 09:35:16",157047,5,"questionnaire-s6dh",NA,33648541,9958859,NA,"complete",NA,"657a075716177c7c60bfb849","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","929x916",NA,NA,0,"Consent (Clone)",7,"EFDGCHBIAJ","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF30509"
"1",1702497011570,"13/12/2023 19:50:11",1702471811570,-7,"13/12/2023 05:50:11",157047,5,"questionnaire-s6dh",NA,33648738,9958898,NA,"complete",NA,"657a0ad8376b4cbf1cc17c74","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x730",NA,NA,0,"Consent (Clone)",7,"FGEHDICJBA","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF05707"
"1",1702497131150,"13/12/2023 19:52:11",1702468331150,-8,"13/12/2023 03:52:11",157047,5,"questionnaire-s6dh",NA,33648758,9958901,NA,"complete",NA,"657a0903cc921a57cf50ae0f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1512x982","1512x828",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF71127"
"1",1702497168548,"13/12/2023 19:52:48",1702475568548,-6,"13/12/2023 07:52:48",157047,5,"questionnaire-s6dh",NA,33648764,9958903,NA,"complete",NA,"657a0b639991455e828a5bad","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1542x758","1536x750",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF85554"
"1",1702497793203,"13/12/2023 20:03:13",1702497793203,0,"13/12/2023 20:03:13",157047,5,"questionnaire-s6dh",NA,33648915,9958939,NA,"complete",NA,"657a0c281916bca7b797b8d1","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x919",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF18856"
"1",1702498461821,"13/12/2023 20:14:21",1702498461821,0,"13/12/2023 20:14:21",157047,5,"questionnaire-s6dh",NA,33649109,9958990,NA,"complete",NA,"657a0f75376b4cbf1cc17d66","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Consent (Clone)",7,"ABJCIDHEGF","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF23580"
"1",1702499550715,"13/12/2023 20:32:30",1702481550715,-5,"13/12/2023 10:32:30",157047,5,"questionnaire-s6dh",NA,33649694,9959120,NA,"complete",NA,"657a13e6bb586490994f1f47","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent (Clone)",7,"DECFBGAHJI","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF72971"
"1",1702502018054,"13/12/2023 21:13:38",1702473218054,-8,"13/12/2023 05:13:38",157047,5,"questionnaire-s6dh",NA,33651173,9959371,NA,"complete",NA,"657a1e398a5bd029366a603c","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x715",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF93631"
"1",1702502056683,"13/12/2023 21:14:16",1702502056683,0,"13/12/2023 21:14:16",157047,5,"questionnaire-s6dh",NA,33651199,9959374,NA,"complete",NA,"657a1e95cb775bd78d97c049","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x779",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF07871"
"1",1702502235363,"13/12/2023 21:17:15",1702473435363,-8,"13/12/2023 05:17:15",157047,5,"questionnaire-s6dh",NA,33651251,9959384,NA,"complete",NA,"657a1ee9f7f4169c437fba06","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x585",NA,NA,0,"Consent (Clone)",7,"JAIBHCGDFE","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF51859"
"1",1702502315658,"13/12/2023 21:18:35",1702502315658,0,"13/12/2023 21:18:35",157047,5,"questionnaire-s6dh",NA,33651304,9959393,NA,"complete",NA,"657a1d8592a876e223023f8b","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x864","1536x747",NA,NA,0,"Consent (Clone)",7,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF79308"
"1",1702505421226,"13/12/2023 22:10:21",1702487421226,-5,"13/12/2023 12:10:21",157047,5,"questionnaire-s6dh",NA,33653238,9959702,NA,"complete",NA,"657a29ecbfb691d739a99e76","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1360x768","1360x599",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF92652"
"1",1702506318103,"13/12/2023 22:25:18",1702484718103,-6,"13/12/2023 10:25:18",157047,5,"questionnaire-s6dh",NA,33653551,9959751,NA,"complete",NA,"657a2d7fbb15e138105084e6","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","500x634",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF04851"
"1",1702507072051,"13/12/2023 22:37:52",1702507072051,0,"13/12/2023 22:37:52",157047,5,"questionnaire-s6dh",NA,33653781,9959790,NA,"complete",NA,"657a2f2689695ed70e5ecfac","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1600x732",NA,NA,0,"Consent (Clone)",7,"EFDGCHBIAJ","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF42239"
"1",1702507813690,"13/12/2023 22:50:13",1702507813690,0,"13/12/2023 22:50:13",157047,5,"questionnaire-s6dh",NA,33654088,9959853,NA,"complete",NA,"657a34a681def8178c4b0cb1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF62274"
"1",1702525347625,"14/12/2023 03:42:27",1702496547625,-8,"13/12/2023 11:42:27",157047,5,"questionnaire-s6dh",NA,33655631,9960316,NA,"complete",NA,"657a793241c407c8885ee251","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x945",NA,NA,0,"Consent (Clone)",7,"FGEHDICJBA","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF87722"
"1",1702530338316,"14/12/2023 05:05:38",1702508738316,-6,"13/12/2023 17:05:38",157047,5,"questionnaire-s6dh",NA,33655913,9960379,NA,"complete",NA,"657a8bbd206c41ca50e61220","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x651",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF70931"
"1",1702531122018,"14/12/2023 05:18:42",1702502322018,-8,"13/12/2023 13:18:42",157047,5,"questionnaire-s6dh",NA,33655947,9960387,NA,"complete",NA,"657a9023d24232e14b20171c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x779",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF32911"
"1",1702537285844,"14/12/2023 07:01:25",1702540885844,1,"14/12/2023 09:01:25",157047,5,"questionnaire-s6dh",NA,33656298,9960463,NA,"complete",NA,"657aa8195455bc6917dab1ab","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x593",NA,NA,0,"Consent (Clone)",7,"ABJCIDHEGF","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF16834"
"1",1702544704854,"14/12/2023 09:05:04",1702548304854,1,"14/12/2023 11:05:04",157047,5,"questionnaire-s6dh",NA,33657872,9960756,NA,"complete",NA,"657ac4f96ecfddc7d192c5f6","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","1600x773",NA,NA,0,"Consent (Clone)",7,"FGEHDICJBA","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF89484"
"1",1702546314639,"14/12/2023 09:31:54",1702546314639,0,"14/12/2023 09:31:54",157047,5,"questionnaire-s6dh",NA,33658454,9960852,NA,"complete",NA,"657acb79927fca5ef1da19ec","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x595",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF73458"
"1",1702546840729,"14/12/2023 09:40:40",1702546840729,0,"14/12/2023 09:40:40",157047,5,"questionnaire-s6dh",NA,33658607,9960878,NA,"complete",NA,"657acc8bf4c9a811fa38ac58","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF97977"
"1",1702541786928,"14/12/2023 08:16:26",1702516586928,-7,"13/12/2023 18:16:26",157047,5,"questionnaire-s6dh",NA,33656848,9960606,NA,"complete",NA,"657ab9cbe01645c641bea885","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1504x1003","1504x834",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF01609"
"1",1702538418244,"14/12/2023 07:20:18",1702538418244,0,"14/12/2023 07:20:18",157047,5,"questionnaire-s6dh",NA,33656381,9960477,NA,"complete",NA,"657aab45bb586490994f3864","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF24527"
"1",1702533224747,"14/12/2023 05:53:44",1702508024747,-7,"13/12/2023 15:53:44",157047,5,"questionnaire-s6dh",NA,33656053,9960412,NA,"complete",NA,"657a9854a880780f5ec4fe87","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x919",NA,NA,0,"Consent (Clone)",7,"JAIBHCGDFE","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF96230"
"1",1702526081155,"14/12/2023 03:54:41",1702508081155,-5,"13/12/2023 17:54:41",157047,5,"questionnaire-s6dh",NA,33655673,9960323,NA,"complete",NA,"657a7c726d29df341138a367","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x786",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF98911"
"1",1702524970411,"14/12/2023 03:36:10",1702506970411,-5,"13/12/2023 17:36:10",157047,5,"questionnaire-s6dh",NA,33655611,9960310,NA,"complete",NA,"657a780fc43f17b07e1d3685","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1494x935","1494x800",NA,NA,0,"Consent (Clone)",7,"EFDGCHBIAJ","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF40441"
"1",1702509750163,"13/12/2023 23:22:30",1702488150163,-6,"13/12/2023 11:22:30",157047,5,"questionnaire-s6dh",NA,33654477,9959910,NA,"complete",NA,"657a3c799adf5e76b76fc101","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x585",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF41927"
"1",1702509628090,"13/12/2023 23:20:28",1702484428090,-7,"13/12/2023 09:20:28",157047,5,"questionnaire-s6dh",NA,33654457,9959904,NA,"complete",NA,"657a3543667a958c02aae7c4","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1279x662",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF02996"
"1",1702507469554,"13/12/2023 22:44:29",1702507469554,0,"13/12/2023 22:44:29",157047,5,"questionnaire-s6dh",NA,33653889,9959808,NA,"complete",NA,"657a3356ddbf30bb5b9a79db","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1494x934","1494x765",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","External_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF85201"
"1",1702506221634,"13/12/2023 22:23:41",1702488221634,-5,"13/12/2023 12:23:41",157047,5,"questionnaire-s6dh",NA,33653539,9959747,NA,"complete",NA,"657a2eab36fd1eb86db5307e","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 119.0.0.0","1517x852","1517x696",NA,NA,0,"Consent (Clone)",7,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF62643"
