"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.af8t","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
"1",1702492379816,"13/12/2023 18:32:59",1702492379816,0,"13/12/2023 18:32:59",157047,5,"questionnaire-xamc",NA,33647325,9958623,NA,"complete",NA,"6579f88fa880780f5ec4dcd3","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","External_attention_first","1","2","SUPPRF61954"
"1",1702492826985,"13/12/2023 18:40:26",1702474826985,-5,"13/12/2023 08:40:26",157047,5,"questionnaire-xamc",NA,33647478,9958649,NA,"complete",NA,"6579f9f657e6bd9df97dc5f6","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x612",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF49764"
"1",1702493657115,"13/12/2023 18:54:17",1702475657115,-5,"13/12/2023 08:54:17",157047,5,"questionnaire-xamc",NA,33647749,9958700,NA,"complete",NA,"6579fd63922f0206731c9fcd","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x632",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","External_attention_first","1","2","SUPPRF92791"
"1",1702494208494,"13/12/2023 19:03:28",1702476208494,-5,"13/12/2023 09:03:28",157047,5,"questionnaire-xamc",NA,33647952,9958736,NA,"complete",NA,"6579ffbfd8a48d68d1907fc0","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","1600x751",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF64663"
"1",1702494448312,"13/12/2023 19:07:28",1702498048312,1,"13/12/2023 21:07:28",157047,5,"questionnaire-xamc",NA,33648035,9958759,NA,"complete",NA,"6579ffca36fd1eb86db52566","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","1600x773",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF09275"
"1",1702495255526,"13/12/2023 19:20:55",1702498855526,1,"13/12/2023 21:20:55",157047,5,"questionnaire-xamc",NA,33648295,9958788,NA,"complete",NA,"657a0211e01645c641be8985","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","610x738",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Failed AC2","Passed AC1","External_attention_first","1","2","SUPPRF25764"
"1",1702495432927,"13/12/2023 19:23:52",1702473832927,-6,"13/12/2023 07:23:52",157047,5,"questionnaire-xamc",NA,33648365,9958818,NA,"complete",NA,"657a041e453e501981a48244","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 111.0.0.0","1440x900","1440x821",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","External_attention_first","1","2","SUPPRF96766"
"1",1702495665807,"13/12/2023 19:27:45",1702474065807,-6,"13/12/2023 07:27:45",157047,5,"questionnaire-xamc",NA,33648421,9958835,NA,"complete",NA,"657a03f251784acbbc968334","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF15646"
"1",1702495888198,"13/12/2023 19:31:28",1702467088198,-8,"13/12/2023 03:31:28",157047,5,"questionnaire-xamc",NA,33648460,9958831,NA,"complete",NA,"657a013563b921afefbe8823","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x800","1280x639",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF70678"
"1",1702496215034,"13/12/2023 19:36:55",1702478215034,-5,"13/12/2023 09:36:55",157047,5,"questionnaire-xamc",NA,33648565,9958859,NA,"complete",NA,"657a075716177c7c60bfb849","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","929x916",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF30509"
"1",1702497078090,"13/12/2023 19:51:18",1702471878090,-7,"13/12/2023 05:51:18",157047,5,"questionnaire-xamc",NA,33648751,9958898,NA,"complete",NA,"657a0ad8376b4cbf1cc17c74","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","External_attention_first","1","2","SUPPRF05707"
"1",1702497194469,"13/12/2023 19:53:14",1702468394469,-8,"13/12/2023 03:53:14",157047,5,"questionnaire-xamc",NA,33648774,9958901,NA,"complete",NA,"657a0903cc921a57cf50ae0f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1512x982","1512x828",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","External_attention_first","1","2","SUPPRF71127"
"1",1702497376511,"13/12/2023 19:56:16",1702475776511,-6,"13/12/2023 07:56:16",157047,5,"questionnaire-xamc",NA,33648813,9958903,NA,"complete",NA,"657a0b639991455e828a5bad","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1542x758","1536x750",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF85554"
"1",1702497836888,"13/12/2023 20:03:56",1702497836888,0,"13/12/2023 20:03:56",157047,5,"questionnaire-xamc",NA,33648926,9958939,NA,"complete",NA,"657a0c281916bca7b797b8d1","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF18856"
"1",1702498550729,"13/12/2023 20:15:50",1702498550729,0,"13/12/2023 20:15:50",157047,5,"questionnaire-xamc",NA,33649131,9958990,NA,"complete",NA,"657a0f75376b4cbf1cc17d66","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2","","External_attention_first","1","2","SUPPRF23580"
"1",1702498663872,"13/12/2023 20:17:43",1702480663872,-5,"13/12/2023 10:17:43",157047,5,"questionnaire-xamc",NA,33649159,9958998,NA,"complete",NA,"657a10edbb15e13810507dd0","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x925",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","External_attention_first","1","2","SUPPRF67062"
"1",1702499627057,"13/12/2023 20:33:47",1702481627057,-5,"13/12/2023 10:33:47",157047,5,"questionnaire-xamc",NA,33649743,9959120,NA,"complete",NA,"657a13e6bb586490994f1f47","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x911",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","External_attention_first","1","2","SUPPRF72971"
"1",1702501175886,"13/12/2023 20:59:35",1702479575886,-6,"13/12/2023 08:59:35",157047,5,"questionnaire-xamc",NA,33650578,9959253,NA,"complete",NA,"657a1a8c81def8178c4b079b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x551",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","External_attention_first","1","2","SUPPRF80125"
"1",1702501512886,"13/12/2023 21:05:12",1702501512886,0,"13/12/2023 21:05:12",157047,5,"questionnaire-xamc",NA,33650859,9959314,NA,"complete",NA,"657a1c0b5c7577dc0efc009f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x735",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF99862"
"1",1702502073024,"13/12/2023 21:14:33",1702473273024,-8,"13/12/2023 05:14:33",157047,5,"questionnaire-xamc",NA,33651202,9959371,NA,"complete",NA,"657a1e398a5bd029366a603c","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","External_attention_first","1","2","SUPPRF93631"
"1",1702502122319,"13/12/2023 21:15:22",1702502122319,0,"13/12/2023 21:15:22",157047,5,"questionnaire-xamc",NA,33651221,9959374,NA,"complete",NA,"657a1e95cb775bd78d97c049","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x779",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","External_attention_first","1","2","SUPPRF07871"
"1",1702502487729,"13/12/2023 21:21:27",1702473687729,-8,"13/12/2023 05:21:27",157047,5,"questionnaire-xamc",NA,33651377,9959384,NA,"complete",NA,"657a1ee9f7f4169c437fba06","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF51859"
"1",1702502732565,"13/12/2023 21:25:32",1702502732565,0,"13/12/2023 21:25:32",157047,5,"questionnaire-xamc",NA,33651489,9959393,NA,"complete",NA,"657a1d8592a876e223023f8b","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF79308"
"1",1702505493746,"13/12/2023 22:11:33",1702487493746,-5,"13/12/2023 12:11:33",157047,5,"questionnaire-xamc",NA,33653269,9959702,NA,"complete",NA,"657a29ecbfb691d739a99e76","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1360x768","1360x599",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","1","2","SUPPRF92652"
"1",1702506672614,"13/12/2023 22:31:12",1702488672614,-5,"13/12/2023 12:31:12",157047,5,"questionnaire-xamc",NA,33653685,9959747,NA,"complete",NA,"657a2eab36fd1eb86db5307e","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 119.0.0.0","1517x852","1517x696",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF62643"
"1",1702507131933,"13/12/2023 22:38:51",1702507131933,0,"13/12/2023 22:38:51",157047,5,"questionnaire-xamc",NA,33653789,9959790,NA,"complete",NA,"657a2f2689695ed70e5ecfac","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1600x732",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF42239"
"1",1702507408856,"13/12/2023 22:43:28",1702485808856,-6,"13/12/2023 10:43:28",157047,5,"questionnaire-xamc",NA,33653863,9959751,NA,"complete",NA,"657a2d7fbb15e138105084e6","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","External_attention_first","1","2","SUPPRF04851"
"1",1702507546783,"13/12/2023 22:45:46",1702507546783,0,"13/12/2023 22:45:46",157047,5,"questionnaire-xamc",NA,33653949,9959808,NA,"complete",NA,"657a3356ddbf30bb5b9a79db","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1494x934","1494x765",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","External_attention_first","1","2","SUPPRF85201"
"1",1702508076869,"13/12/2023 22:54:36",1702508076869,0,"13/12/2023 22:54:36",157047,5,"questionnaire-xamc",NA,33654152,9959853,NA,"complete",NA,"657a34a681def8178c4b0cb1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF62274"
"1",1702509683501,"13/12/2023 23:21:23",1702484483501,-7,"13/12/2023 09:21:23",157047,5,"questionnaire-xamc",NA,33654464,9959904,NA,"complete",NA,"657a3543667a958c02aae7c4","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1279x662",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF02996"
"1",1702509888345,"13/12/2023 23:24:48",1702488288345,-6,"13/12/2023 11:24:48",157047,5,"questionnaire-xamc",NA,33654496,9959910,NA,"complete",NA,"657a3c799adf5e76b76fc101","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","1","2","SUPPRF41927"
"1",1702525037989,"14/12/2023 03:37:17",1702507037989,-5,"13/12/2023 17:37:17",157047,5,"questionnaire-xamc",NA,33655616,9960310,NA,"complete",NA,"657a780fc43f17b07e1d3685","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1494x935","1494x800",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF40441"
"1",1702525415252,"14/12/2023 03:43:35",1702496615252,-8,"13/12/2023 11:43:35",157047,5,"questionnaire-xamc",NA,33655637,9960316,NA,"complete",NA,"657a793241c407c8885ee251","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x945",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","External_attention_first","1","2","SUPPRF87722"
"1",1702526140305,"14/12/2023 03:55:40",1702508140305,-5,"13/12/2023 17:55:40",157047,5,"questionnaire-xamc",NA,33655682,9960323,NA,"complete",NA,"657a7c726d29df341138a367","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x786",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF98911"
"1",1702530449198,"14/12/2023 05:07:29",1702508849198,-6,"13/12/2023 17:07:29",157047,5,"questionnaire-xamc",NA,33655918,9960379,NA,"complete",NA,"657a8bbd206c41ca50e61220","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","External_attention_first","1","2","SUPPRF70931"
"1",1702531200292,"14/12/2023 05:20:00",1702502400292,-8,"13/12/2023 13:20:00",157047,5,"questionnaire-xamc",NA,33655951,9960387,NA,"complete",NA,"657a9023d24232e14b20171c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x779",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF32911"
"1",1702533347131,"14/12/2023 05:55:47",1702508147131,-7,"13/12/2023 15:55:47",157047,5,"questionnaire-xamc",NA,33656058,9960412,NA,"complete",NA,"657a9854a880780f5ec4fe87","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF96230"
"1",1702537458857,"14/12/2023 07:04:18",1702541058857,1,"14/12/2023 09:04:18",157047,5,"questionnaire-xamc",NA,33656313,9960463,NA,"complete",NA,"657aa8195455bc6917dab1ab","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x593",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2","","External_attention_first","1","2","SUPPRF16834"
"1",1702538469561,"14/12/2023 07:21:09",1702538469561,0,"14/12/2023 07:21:09",157047,5,"questionnaire-xamc",NA,33656384,9960477,NA,"complete",NA,"657aab45bb586490994f3864","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF24527"
"1",1702541922668,"14/12/2023 08:18:42",1702516722668,-7,"13/12/2023 18:18:42",157047,5,"questionnaire-xamc",NA,33656900,9960606,NA,"complete",NA,"657ab9cbe01645c641bea885","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1504x1003","1504x834",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","1","2","SUPPRF01609"
"1",1702545267453,"14/12/2023 09:14:27",1702548867453,1,"14/12/2023 11:14:27",157047,5,"questionnaire-xamc",NA,33658071,9960756,NA,"complete",NA,"657ac4f96ecfddc7d192c5f6","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","1600x773",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","External_attention_first","1","2","SUPPRF89484"
"1",1702546367346,"14/12/2023 09:32:47",1702546367346,0,"14/12/2023 09:32:47",157047,5,"questionnaire-xamc",NA,33658473,9960852,NA,"complete",NA,"657acb79927fca5ef1da19ec","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x595",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF73458"
"1",1702546924486,"14/12/2023 09:42:04",1702546924486,0,"14/12/2023 09:42:04",157047,5,"questionnaire-xamc",NA,33658634,9960878,NA,"complete",NA,"657acc8bf4c9a811fa38ac58","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","External_attention_first","1","2","SUPPRF97977"
"1",1702547579121,"14/12/2023 09:52:59",1702547579121,0,"14/12/2023 09:52:59",157047,5,"questionnaire-xamc",NA,33658902,9960929,NA,"complete",NA,"657acf9ddb6be73f0209685e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1200x680",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","External_attention_first","1","2","SUPPRF28854"
"1",1702547982882,"14/12/2023 09:59:42",1702529982882,-5,"13/12/2023 23:59:42",157047,5,"questionnaire-xamc",NA,33659112,9960966,NA,"complete",NA,"657ad147850ec43e6f4bad5f","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Passed AC2","","Self_focused_attention_first","1","2","SUPPRF45504"
"1",1702548860562,"14/12/2023 10:14:20",1702548860562,0,"14/12/2023 10:14:20",157047,5,"questionnaire-xamc",NA,33659535,9960934,NA,"complete",NA,"657acfee9a780a99ee2b118d","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x738",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Failed AC2","Passed AC1","External_attention_first","1","2","SUPPRF21062"
