"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"2",1718359409067,"14/06/2024 10:03:29",1718363009067,1,"14/06/2024 12:03:29",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",15112.2820000238,15097.082,15112.2820000238,15112.2820000238,15097.082,15112.2820000238,1,15112.2820000238,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM46030"
"3",1718359409068,"14/06/2024 10:03:29",1718363009068,1,"14/06/2024 12:03:29",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",5948.682,15097.082,15113.582,5948.682,15097.082,15113.582,1,5948.682,9164.9,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM46030"
"4",1718359409068,"14/06/2024 10:03:29",1718363009068,1,"14/06/2024 12:03:29",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",13247.582,15097.082,15113.582,13247.582,15097.082,15113.582,1,13247.582,1866,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM46030"
"5",1718359418310,"14/06/2024 10:03:38",1718363018310,1,"14/06/2024 12:03:38",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",9259.1,9248.4,9259.1,9259.1,9248.4,9259.1,1,9259.1,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM46030"
"6",1718359418312,"14/06/2024 10:03:38",1718363018312,1,"14/06/2024 12:03:38",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","1",4716.5,9248.4,9260.29999992847,4716.5,9248.4,9260.29999992847,1,4716.5,4543.79999992847,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM46030"
"7",1718359418312,"14/06/2024 10:03:38",1718363018312,1,"14/06/2024 12:03:38",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","8",6682.1,9248.4,9260.49999997616,6682.1,9248.4,9260.49999997616,1,6682.1,2578.39999997616,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM46030"
"8",1718359434496,"14/06/2024 10:03:54",1718363034496,1,"14/06/2024 12:03:54",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",16196.2,16180.4,16196.2,16196.2,16180.4,16196.2,1,16196.2,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM46030"
"9",1718359434501,"14/06/2024 10:03:54",1718363034501,1,"14/06/2024 12:03:54",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","1",2932.7,16180.4,16197.1,2932.7,16180.4,16197.1,1,2932.7,13264.4,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM46030"
"10",1718359434502,"14/06/2024 10:03:54",1718363034502,1,"14/06/2024 12:03:54",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","2",15363.8,16180.4,16197.1,15363.8,16180.4,16197.1,1,15363.8,833.299999999996,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM46030"
"11",1718359444475,"14/06/2024 10:04:04",1718363044475,1,"14/06/2024 12:04:04",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",9994.8,9981.5,9994.8,9994.8,9981.5,9994.8,1,9994.8,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM46030"
"12",1718359444475,"14/06/2024 10:04:04",1718363044475,1,"14/06/2024 12:04:04",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",2766.10000000001,9981.5,9995.49999992848,2766.10000000001,9981.5,9995.49999992848,1,2766.10000000001,7229.39999992847,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM46030"
"13",1718359444476,"14/06/2024 10:04:04",1718363044476,1,"14/06/2024 12:04:04",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",4815.9,9981.5,9995.8,4815.9,9981.5,9995.8,1,4815.9,5179.9,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM46030"
"14",1718359444476,"14/06/2024 10:04:04",1718363044476,1,"14/06/2024 12:04:04",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",9164.9,9981.5,9996.09999995232,9164.9,9981.5,9996.09999995232,1,9164.9,831.199999952318,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPLCM46030"
"15",1718359444481,"14/06/2024 10:04:04",1718363044481,1,"14/06/2024 12:04:04",180348,1,"task-7hcp",NA,38250089,11245520,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1283x554",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM46030"
"1",1718359515731,"14/06/2024 10:05:15",1718370315731,3,"14/06/2024 16:05:15",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM52921"
"2",1718359522099,"14/06/2024 10:05:22",1718370322099,3,"14/06/2024 16:05:22",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",6429.9,6413.4,6429.9,6429.9,6413.4,6429.9,1,6429.9,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM52921"
"3",1718359522117,"14/06/2024 10:05:22",1718370322117,3,"14/06/2024 16:05:22",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",3184.9,6413.4,6429.9,3184.9,6413.4,6429.9,1,3184.9,3245,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM52921"
"4",1718359522127,"14/06/2024 10:05:22",1718370322127,3,"14/06/2024 16:05:22",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",3877.6,6413.4,6429.9,3877.6,6413.4,6429.9,1,3877.6,2552.3,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM52921"
"5",1718359524407,"14/06/2024 10:05:24",1718370324407,3,"14/06/2024 16:05:24",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",2336.9,2320.3,2336.9,2336.9,2320.3,2336.9,1,2336.9,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM52921"
"6",1718359524414,"14/06/2024 10:05:24",1718370324414,3,"14/06/2024 16:05:24",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","6",1458.1,2320.3,2336.9,1458.1,2320.3,2336.9,1,1458.1,878.800000000003,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM52921"
"7",1718359524417,"14/06/2024 10:05:24",1718370324417,3,"14/06/2024 16:05:24",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","6",1905.6,2320.3,2336.9,1905.6,2320.3,2336.9,1,1905.6,431.300000000003,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM52921"
"8",1718359527962,"14/06/2024 10:05:27",1718370327962,3,"14/06/2024 16:05:27",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",3579.7,3563.2,3579.7,3579.7,3563.2,3579.7,1,3579.7,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM52921"
"9",1718359527990,"14/06/2024 10:05:27",1718370327990,3,"14/06/2024 16:05:27",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","5",1060.7,3563.2,3579.7,1060.7,3563.2,3579.7,1,1060.7,2519,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM52921"
"10",1718359527994,"14/06/2024 10:05:27",1718370327994,3,"14/06/2024 16:05:27",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","3",3115.4,3563.2,3579.7,3115.4,3563.2,3579.7,1,3115.4,464.299999999999,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM52921"
"11",1718359530833,"14/06/2024 10:05:30",1718370330833,3,"14/06/2024 16:05:30",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",2883.1,2866.6,2883.1,2883.1,2866.6,2883.1,1,2883.1,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM52921"
"12",1718359530848,"14/06/2024 10:05:30",1718370330848,3,"14/06/2024 16:05:30",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","6",1077.1,2866.6,2883.1,1077.1,2866.6,2883.1,1,1077.1,1806,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM52921"
"13",1718359530851,"14/06/2024 10:05:30",1718370330851,3,"14/06/2024 16:05:30",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","6",1573.7,2866.6,2883.1,1573.7,2866.6,2883.1,1,1573.7,1309.4,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM52921"
"14",1718359530854,"14/06/2024 10:05:30",1718370330854,3,"14/06/2024 16:05:30",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","4",2038.1,2866.6,2883.1,2038.1,2866.6,2883.1,1,2038.1,845,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPLCM52921"
