"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.huxg","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1709577515337,"04/03/2024 18:38:35",1709559515337,-5,"04/03/2024 08:38:35",169741,4,"task-v7r7",NA,35768341,10572173,NA,"complete",NA,"65e6121c13c300c867dade4b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF85564"
"2",1709577522232,"04/03/2024 18:38:42",1709559522232,-5,"04/03/2024 08:38:42",169741,4,"task-v7r7",NA,35768341,10572173,NA,"complete",NA,"65e6121c13c300c867dade4b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",6837.40000038147,6833,6837.40000038147,6837.40000038147,6833,6837.40000038147,1,6837.40000038147,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF85564"
"3",1709577525797,"04/03/2024 18:38:45",1709559525797,-5,"04/03/2024 08:38:45",169741,4,"task-v7r7",NA,35768341,10572173,NA,"complete",NA,"65e6121c13c300c867dade4b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",3570.59999923706,3566.4,3570.59999923706,3570.59999923706,3566.4,3570.59999923706,1,3570.59999923706,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF85564"
"4",1709577530000,"04/03/2024 18:38:50",1709559530000,-5,"04/03/2024 08:38:50",169741,4,"task-v7r7",NA,35768341,10572173,NA,"complete",NA,"65e6121c13c300c867dade4b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",4207.9,4199.7,4207.9,4207.9,4199.7,4207.9,1,4207.9,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF85564"
"5",1709577534502,"04/03/2024 18:38:54",1709559534502,-5,"04/03/2024 08:38:54",169741,4,"task-v7r7",NA,35768341,10572173,NA,"complete",NA,"65e6121c13c300c867dade4b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",4,"continue","",4509.80000038147,4499.8,4509.80000038147,4509.80000038147,4499.8,4509.80000038147,1,4509.80000038147,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF85564"
"6",1709577540159,"04/03/2024 18:39:00",1709559540159,-5,"04/03/2024 08:39:00",169741,4,"task-v7r7",NA,35768341,10572173,NA,"complete",NA,"65e6121c13c300c867dade4b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",5,"continue","",5666.3,5633,5666.3,5666.3,5633,5666.3,1,5666.3,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF85564"
"7",1709577543130,"04/03/2024 18:39:03",1709559543130,-5,"04/03/2024 08:39:03",169741,4,"task-v7r7",NA,35768341,10572173,NA,"complete",NA,"65e6121c13c300c867dade4b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",6,"continue","",3005.19999923706,2999.9,3005.19999923706,3005.19999923706,2999.9,3005.19999923706,1,3005.19999923706,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF85564"
"8",1709577546254,"04/03/2024 18:39:06",1709559546254,-5,"04/03/2024 08:39:06",169741,4,"task-v7r7",NA,35768341,10572173,NA,"complete",NA,"65e6121c13c300c867dade4b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",7,"continue","",3129.20000076294,3099.8,3129.20000076294,3129.20000076294,3099.8,3129.20000076294,1,3129.20000076294,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF85564"
"9",1709577549268,"04/03/2024 18:39:09",1709559549268,-5,"04/03/2024 08:39:09",169741,4,"task-v7r7",NA,35768341,10572173,NA,"complete",NA,"65e6121c13c300c867dade4b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3043.80000038147,3033.1,3043.80000038147,3043.80000038147,3033.1,3043.80000038147,1,3043.80000038147,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF85564"
"10",1709577549270,"04/03/2024 18:39:09",1709559549270,-5,"04/03/2024 08:39:09",169741,4,"task-v7r7",NA,35768341,10572173,NA,"complete",NA,"65e6121c13c300c867dade4b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF85564"
"1",1709578315385,"04/03/2024 18:51:55",1709578315385,0,"04/03/2024 18:51:55",169741,4,"task-v7r7",NA,35768825,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF01010"
"2",1709578318695,"04/03/2024 18:51:58",1709578318695,0,"04/03/2024 18:51:58",169741,4,"task-v7r7",NA,35768825,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3186.69999999851,3183.7,3186.69999999851,3186.69999999851,3183.7,3186.69999999851,1,3186.69999999851,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF01010"
"3",1709578329345,"04/03/2024 18:52:09",1709578329345,0,"04/03/2024 18:52:09",169741,4,"task-v7r7",NA,35768825,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",10653.6999999978,10650.4,10653.6999999978,10653.6999999978,10650.4,10653.6999999978,1,10653.6999999978,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF01010"
"4",1709578334937,"04/03/2024 18:52:14",1709578334937,0,"04/03/2024 18:52:14",169741,4,"task-v7r7",NA,35768825,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",5595.50000000075,5583.2,5595.50000000075,5595.50000000075,5583.2,5595.50000000075,1,5595.50000000075,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF01010"
"5",1709578347405,"04/03/2024 18:52:27",1709578347405,0,"04/03/2024 18:52:27",169741,4,"task-v7r7",NA,35768825,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",4,"continue","",12478.1999999993,12467.1,12478.1999999993,12478.1999999993,12467.1,12478.1999999993,1,12478.1999999993,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF01010"
"6",1709578353469,"04/03/2024 18:52:33",1709578353469,0,"04/03/2024 18:52:33",169741,4,"task-v7r7",NA,35768825,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",5,"continue","",6074.99999999777,6066.8,6074.99999999777,6074.99999999777,6066.8,6074.99999999777,1,6074.99999999777,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF01010"
"7",1709578356798,"04/03/2024 18:52:36",1709578356798,0,"04/03/2024 18:52:36",169741,4,"task-v7r7",NA,35768825,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",6,"continue","",3337.19999999776,3333.6,3337.19999999776,3337.19999999776,3333.6,3337.19999999776,1,3337.19999999776,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF01010"
"8",1709578359548,"04/03/2024 18:52:39",1709578359548,0,"04/03/2024 18:52:39",169741,4,"task-v7r7",NA,35768825,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",7,"continue","",2754.09999999776,2750,2754.09999999776,2754.09999999776,2750,2754.09999999776,1,2754.09999999776,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF01010"
"9",1709578365677,"04/03/2024 18:52:45",1709578365677,0,"04/03/2024 18:52:45",169741,4,"task-v7r7",NA,35768825,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",6133.19999999925,6116.9,6133.19999999925,6133.19999999925,6116.9,6133.19999999925,1,6133.19999999925,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF01010"
"10",1709578365683,"04/03/2024 18:52:45",1709578365683,0,"04/03/2024 18:52:45",169741,4,"task-v7r7",NA,35768825,10572250,NA,"complete",NA,"65e6145c5ea714f6ca7020b0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x595",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF01010"
"1",1709578770451,"04/03/2024 18:59:30",1709578770451,0,"04/03/2024 18:59:30",169741,4,"task-v7r7",NA,35769092,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF90122"
"2",1709578774082,"04/03/2024 18:59:34",1709578774082,0,"04/03/2024 18:59:34",169741,4,"task-v7r7",NA,35769092,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3509.607,3499.86,3509.607,3509.607,3499.86,3509.607,1,3509.607,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF90122"
"3",1709578779349,"04/03/2024 18:59:39",1709578779349,0,"04/03/2024 18:59:39",169741,4,"task-v7r7",NA,35769092,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",5267.322,5250.656,5267.322,5267.322,5250.656,5267.322,1,5267.322,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF90122"
"4",1709578789597,"04/03/2024 18:59:49",1709578789597,0,"04/03/2024 18:59:49",169741,4,"task-v7r7",NA,35769092,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",10274.1910001431,10267.047,10274.1910001431,10274.1910001431,10267.047,10274.1910001431,1,10274.1910001431,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF90122"
"5",1709578799530,"04/03/2024 18:59:59",1709578799530,0,"04/03/2024 18:59:59",169741,4,"task-v7r7",NA,35769092,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",4,"continue","",9940.94400009537,9932.936,9940.94400009537,9940.94400009537,9932.936,9940.94400009537,1,9940.94400009537,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF90122"
"6",1709578812348,"04/03/2024 19:00:12",1709578812348,0,"04/03/2024 19:00:12",169741,4,"task-v7r7",NA,35769092,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",5,"continue","",12826.9080001907,12817.813,12826.9080001907,12826.9080001907,12817.813,12826.9080001907,1,12826.9080001907,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF90122"
"7",1709578815397,"04/03/2024 19:00:15",1709578815397,0,"04/03/2024 19:00:15",169741,4,"task-v7r7",NA,35769092,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",6,"continue","",3057.795,3049.878,3057.795,3057.795,3049.878,3057.795,1,3057.795,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF90122"
"8",1709578822198,"04/03/2024 19:00:22",1709578822198,0,"04/03/2024 19:00:22",169741,4,"task-v7r7",NA,35769092,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",7,"continue","",6809.417,6799.728,6809.417,6809.417,6799.728,6809.417,1,6809.417,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF90122"
"9",1709578825565,"04/03/2024 19:00:25",1709578825565,0,"04/03/2024 19:00:25",169741,4,"task-v7r7",NA,35769092,10572350,NA,"complete",NA,"65e61655112ede9803cb7027","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 113.0.0.0","1440x900","1440x700",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3376.88900004768,3367.438,3376.88900004768,3376.88900004768,3367.438,3376.88900004768,1,3376.88900004768,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF90122"
