"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.af8t","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1702494257420,"13/12/2023 19:04:17",1702476257420,-5,"13/12/2023 09:04:17",157047,5,"questionnaire-wop8",NA,33647968,9958649,NA,"complete",NA,"6579f9f657e6bd9df97dc5f6","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x612",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF49764"
"1",1702494369469,"13/12/2023 19:06:09",1702476369469,-5,"13/12/2023 09:06:09",157047,5,"questionnaire-wop8",NA,33647994,9958700,NA,"complete",NA,"6579fd63922f0206731c9fcd","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x632",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2","","External_attention_first","1-0","1","SUPPRF92791"
"1",1702494683895,"13/12/2023 19:11:23",1702476683895,-5,"13/12/2023 09:11:23",157047,5,"questionnaire-wop8",NA,33648123,9958736,NA,"complete",NA,"6579ffbfd8a48d68d1907fc0","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","1600x751",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF64663"
"1",1702495927419,"13/12/2023 19:32:07",1702499527419,1,"13/12/2023 21:32:07",157047,5,"questionnaire-wop8",NA,33648472,9958759,NA,"complete",NA,"6579ffca36fd1eb86db52566","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","789x742",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF09275"
"1",1702496100276,"13/12/2023 19:35:00",1702474500276,-6,"13/12/2023 07:35:00",157047,5,"questionnaire-wop8",NA,33648534,9958818,NA,"complete",NA,"657a041e453e501981a48244","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 111.0.0.0","1440x900","1440x821",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","External_attention_first","1-0","1","SUPPRF96766"
"1",1702496347996,"13/12/2023 19:39:07",1702474747996,-6,"13/12/2023 07:39:07",157047,5,"questionnaire-wop8",NA,33648596,9958835,NA,"complete",NA,"657a03f251784acbbc968334","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF15646"
"1",1702496555355,"13/12/2023 19:42:35",1702467755355,-8,"13/12/2023 03:42:35",157047,5,"questionnaire-wop8",NA,33648630,9958831,NA,"complete",NA,"657a013563b921afefbe8823","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x800","1280x639",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF70678"
"1",1702496975371,"13/12/2023 19:49:35",1702500575371,1,"13/12/2023 21:49:35",157047,5,"questionnaire-wop8",NA,33648730,9958788,NA,"complete",NA,"657a0211e01645c641be8985","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","614x738",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Failed AC2","Passed AC1","External_attention_first","0-2","3","SUPPRF25764"
"1",1702497843661,"13/12/2023 20:04:03",1702472643661,-7,"13/12/2023 06:04:03",157047,5,"questionnaire-wop8",NA,33648927,9958898,NA,"complete",NA,"657a0ad8376b4cbf1cc17c74","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","External_attention_first","1-0","1","SUPPRF05707"
"1",1702497872958,"13/12/2023 20:04:32",1702479872958,-5,"13/12/2023 10:04:32",157047,5,"questionnaire-wop8",NA,33648932,9958859,NA,"complete",NA,"657a075716177c7c60bfb849","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","929x916",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF30509"
"1",1702497891323,"13/12/2023 20:04:51",1702476291323,-6,"13/12/2023 08:04:51",157047,5,"questionnaire-wop8",NA,33648940,9958903,NA,"complete",NA,"657a0b639991455e828a5bad","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1542x758","1536x750",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF85554"
"1",1702497964698,"13/12/2023 20:06:04",1702469164698,-8,"13/12/2023 04:06:04",157047,5,"questionnaire-wop8",NA,33648962,9958901,NA,"complete",NA,"657a0903cc921a57cf50ae0f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1512x982","1512x828",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2","","External_attention_first","1-0","1","SUPPRF71127"
"1",1702498924646,"13/12/2023 20:22:04",1702498924646,0,"13/12/2023 20:22:04",157047,5,"questionnaire-wop8",NA,33649255,9958939,NA,"complete",NA,"657a0c281916bca7b797b8d1","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF18856"
"1",1702499036290,"13/12/2023 20:23:56",1702481036290,-5,"13/12/2023 10:23:56",157047,5,"questionnaire-wop8",NA,33649326,9958998,NA,"complete",NA,"657a10edbb15e13810507dd0","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x925",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","External_attention_first","1-0","1","SUPPRF67062"
"1",1702499266307,"13/12/2023 20:27:46",1702499266307,0,"13/12/2023 20:27:46",157047,5,"questionnaire-wop8",NA,33649474,9958990,NA,"complete",NA,"657a0f75376b4cbf1cc17d66","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","External_attention_first","1-0","1","SUPPRF23580"
"1",1702500092217,"13/12/2023 20:41:32",1702482092217,-5,"13/12/2023 10:41:32",157047,5,"questionnaire-wop8",NA,33650016,9959120,NA,"complete",NA,"657a13e6bb586490994f1f47","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x911",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2","","External_attention_first","1-0","1","SUPPRF72971"
"1",1702501758810,"13/12/2023 21:09:18",1702480158810,-6,"13/12/2023 09:09:18",157047,5,"questionnaire-wop8",NA,33651046,9959253,NA,"complete",NA,"657a1a8c81def8178c4b079b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x551",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","External_attention_first","1-0","1","SUPPRF80125"
"1",1702501984253,"13/12/2023 21:13:04",1702501984253,0,"13/12/2023 21:13:04",157047,5,"questionnaire-wop8",NA,33651158,9959314,NA,"complete",NA,"657a1c0b5c7577dc0efc009f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x735",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF99862"
"1",1702502450214,"13/12/2023 21:20:50",1702473650214,-8,"13/12/2023 05:20:50",157047,5,"questionnaire-wop8",NA,33651364,9959371,NA,"complete",NA,"657a1e398a5bd029366a603c","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","External_attention_first","1-0","1","SUPPRF93631"
"1",1702502558332,"13/12/2023 21:22:38",1702502558332,0,"13/12/2023 21:22:38",157047,5,"questionnaire-wop8",NA,33651419,9959374,NA,"complete",NA,"657a1e95cb775bd78d97c049","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x779",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","External_attention_first","1-0","1","SUPPRF07871"
"1",1702504051212,"13/12/2023 21:47:31",1702475251212,-8,"13/12/2023 05:47:31",157047,5,"questionnaire-wop8",NA,33652315,9959384,NA,"complete",NA,"657a1ee9f7f4169c437fba06","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF51859"
"1",1702506517809,"13/12/2023 22:28:37",1702506517809,0,"13/12/2023 22:28:37",157047,5,"questionnaire-wop8",NA,33653636,9959393,NA,"complete",NA,"657a1d8592a876e223023f8b","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF79308"
"1",1702506537919,"13/12/2023 22:28:57",1702488537919,-5,"13/12/2023 12:28:57",157047,5,"questionnaire-wop8",NA,33653646,9959702,NA,"complete",NA,"657a29ecbfb691d739a99e76","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1360x768","1360x599",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","1-0","1","SUPPRF92652"
"1",1702507420243,"13/12/2023 22:43:40",1702489420243,-5,"13/12/2023 12:43:40",157047,5,"questionnaire-wop8",NA,33653878,9959747,NA,"complete",NA,"657a2eab36fd1eb86db5307e","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 119.0.0.0","1517x852","1517x696",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF62643"
"1",1702507930283,"13/12/2023 22:52:10",1702507930283,0,"13/12/2023 22:52:10",157047,5,"questionnaire-wop8",NA,33654115,9959808,NA,"complete",NA,"657a3356ddbf30bb5b9a79db","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1494x934","1494x765",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","External_attention_first","1-0","1","SUPPRF85201"
"1",1702508380488,"13/12/2023 22:59:40",1702508380488,0,"13/12/2023 22:59:40",157047,5,"questionnaire-wop8",NA,33654216,9959790,NA,"complete",NA,"657a2f2689695ed70e5ecfac","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1600x732",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF42239"
"1",1702508898839,"13/12/2023 23:08:18",1702508898839,0,"13/12/2023 23:08:18",157047,5,"questionnaire-wop8",NA,33654312,9959853,NA,"complete",NA,"657a34a681def8178c4b0cb1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF62274"
"1",1702509164201,"13/12/2023 23:12:44",1702487564201,-6,"13/12/2023 11:12:44",157047,5,"questionnaire-wop8",NA,33654369,9959751,NA,"complete",NA,"657a2d7fbb15e138105084e6","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2","","External_attention_first","1-0","1","SUPPRF04851"
"1",1702510492622,"13/12/2023 23:34:52",1702485292622,-7,"13/12/2023 09:34:52",157047,5,"questionnaire-wop8",NA,33654541,9959904,NA,"complete",NA,"657a3543667a958c02aae7c4","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1279x662",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF02996"
"1",1702511229345,"13/12/2023 23:47:09",1702489629345,-6,"13/12/2023 11:47:09",157047,5,"questionnaire-wop8",NA,33654600,9959910,NA,"complete",NA,"657a3c799adf5e76b76fc101","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","1-0","1","SUPPRF41927"
"1",1702525799341,"14/12/2023 03:49:59",1702507799341,-5,"13/12/2023 17:49:59",157047,5,"questionnaire-wop8",NA,33655655,9960310,NA,"complete",NA,"657a780fc43f17b07e1d3685","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1494x935","1494x800",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF40441"
"1",1702526191618,"14/12/2023 03:56:31",1702497391618,-8,"13/12/2023 11:56:31",157047,5,"questionnaire-wop8",NA,33655689,9960316,NA,"complete",NA,"657a793241c407c8885ee251","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x945",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","External_attention_first","1-0","1","SUPPRF87722"
"1",1702526642037,"14/12/2023 04:04:02",1702508642037,-5,"13/12/2023 18:04:02",157047,5,"questionnaire-wop8",NA,33655733,9960323,NA,"complete",NA,"657a7c726d29df341138a367","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x786",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF98911"
"1",1702531097090,"14/12/2023 05:18:17",1702509497090,-6,"13/12/2023 17:18:17",157047,5,"questionnaire-wop8",NA,33655945,9960379,NA,"complete",NA,"657a8bbd206c41ca50e61220","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","External_attention_first","1-0","1","SUPPRF70931"
"1",1702531584111,"14/12/2023 05:26:24",1702502784111,-8,"13/12/2023 13:26:24",157047,5,"questionnaire-wop8",NA,33655979,9960387,NA,"complete",NA,"657a9023d24232e14b20171c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x779",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF32911"
"1",1702534817768,"14/12/2023 06:20:17",1702509617768,-7,"13/12/2023 16:20:17",157047,5,"questionnaire-wop8",NA,33656153,9960412,NA,"complete",NA,"657a9854a880780f5ec4fe87","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF96230"
"1",1702538609799,"14/12/2023 07:23:29",1702542209799,1,"14/12/2023 09:23:29",157047,5,"questionnaire-wop8",NA,33656399,9960463,NA,"complete",NA,"657aa8195455bc6917dab1ab","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x593",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","External_attention_first","1-0","1","SUPPRF16834"
"1",1702539111963,"14/12/2023 07:31:51",1702539111963,0,"14/12/2023 07:31:51",157047,5,"questionnaire-wop8",NA,33656426,9960477,NA,"complete",NA,"657aab45bb586490994f3864","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF24527"
"1",1702542514602,"14/12/2023 08:28:34",1702517314602,-7,"13/12/2023 18:28:34",157047,5,"questionnaire-wop8",NA,33657129,9960606,NA,"complete",NA,"657ab9cbe01645c641bea885","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1504x1003","1504x834",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","1-0","1","SUPPRF01609"
"1",1702547042758,"14/12/2023 09:44:02",1702550642758,1,"14/12/2023 11:44:02",157047,5,"questionnaire-wop8",NA,33658655,9960756,NA,"complete",NA,"657ac4f96ecfddc7d192c5f6","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","1600x773",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","External_attention_first","1-0","1","SUPPRF89484"
"1",1702547156462,"14/12/2023 09:45:56",1702547156462,0,"14/12/2023 09:45:56",157047,5,"questionnaire-wop8",NA,33658719,9960852,NA,"complete",NA,"657acb79927fca5ef1da19ec","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x595",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF73458"
"1",1702547461259,"14/12/2023 09:51:01",1702547461259,0,"14/12/2023 09:51:01",157047,5,"questionnaire-wop8",NA,33658834,9960878,NA,"complete",NA,"657acc8bf4c9a811fa38ac58","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","External_attention_first","1-0","1","SUPPRF97977"
"1",1702548096131,"14/12/2023 10:01:36",1702548096131,0,"14/12/2023 10:01:36",157047,5,"questionnaire-wop8",NA,33659173,9960929,NA,"complete",NA,"657acf9ddb6be73f0209685e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1200x680",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","External_attention_first","1-0","1","SUPPRF28854"
"1",1702548613148,"14/12/2023 10:10:13",1702530613148,-5,"14/12/2023 00:10:13",157047,5,"questionnaire-wop8",NA,33659431,9960966,NA,"complete",NA,"657ad147850ec43e6f4bad5f","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2","","Self_focused_attention_first","1-0","1","SUPPRF45504"
"1",1702549956143,"14/12/2023 10:32:36",1702549956143,0,"14/12/2023 10:32:36",157047,5,"questionnaire-wop8",NA,33659989,9960934,NA,"complete",NA,"657acfee9a780a99ee2b118d","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x738",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Failed AC2","Passed AC1","External_attention_first","0","4","SUPPRF21062"
