"Trial.Number","Random_ID","Mood","Anxiety","fdbk","SubjPE","PE","Certainty_Rating","m_hist","Prediction","pilot_nr","pilot_details"
3,"SUPPRF00818",61,2,22,-13,-15,77,37,35,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF00818",66,0,29,4,0,73,29,25,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF00818",68,2,49,27,12,77,37,22,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF00818",70,0,71,44,0,89,71,27,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF00818",66,1,24,-11,-13,82,37,35,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF00818",75,0,96,23,16,78,80,73,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF00818",67,0,15,-10,-14,70,29,25,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF00818",65,0,16,-11,-13,66,29,27,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF00818",71,0,80,4,0,73,80,76,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF00818",73,1,38,13,1,79,37,25,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF00818",57,0,38,-11,-16,69,54,49,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF00818",53,0,6,-7,-14,65,20,13,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF00818",69,0,58,28,12,54,46,30,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF00818",74,0,70,-1,-1,73,71,71,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF00818",71,0,46,16,0,70,46,30,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF00818",74,0,66,7,12,77,54,59,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF00818",66,1,28,-6,-1,45,29,34,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF00818",72,0,61,24,24,72,37,37,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF00818",76,2,47,35,27,65,20,12,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF00818",63,0,55,17,1,64,54,38,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF00818",72,0,41,4,-13,64,54,37,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF00818",66,0,35,18,15,59,20,17,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF00818",72,0,54,13,0,52,54,41,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF00818",78,0,45,1,-1,45,46,44,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF00818",65,0,56,-7,-15,65,71,63,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF00818",89,0,75,34,29,78,46,41,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF00818",76,2,77,42,14,50,63,35,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF00818",65,0,20,8,0,59,20,12,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF00818",71,0,68,2,-12,68,80,66,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF00818",66,0,33,9,-13,49,46,24,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF00818",66,0,50,5,-13,69,63,45,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF00818",72,0,83,17,12,74,71,66,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF00818",72,0,19,2,-1,75,20,17,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF00818",74,0,46,13,17,67,29,33,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF00818",82,0,100,28,20,72,80,72,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF00818",75,0,81,10,1,75,80,71,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF00818",82,0,63,22,0,48,63,41,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF00818",71,0,47,-5,-16,52,63,52,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF00818",71,0,67,16,-13,40,80,51,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF00818",82,0,55,6,-16,58,71,49,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF00818",72,0,58,19,29,49,29,39,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF00818",59,1,34,-10,-12,60,46,44,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF00818",70,0,8,-1,-12,62,20,9,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF00818",80,0,88,44,25,67,63,44,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF00818",89,0,94,66,23,67,71,28,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF00818",75,0,62,15,-1,46,63,47,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF44058",69,65,81,62,1,71,80,19,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF44058",48,50,50,10,-13,84,63,40,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF44058",48,48,19,-21,-1,39,20,40,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF44058",68,51,16,-47,-13,65,29,63,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF44058",49,48,29,-31,0,62,29,60,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF44058",50,51,78,45,24,52,54,33,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF44058",50,50,47,37,-16,83,63,10,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF44058",51,51,66,54,12,86,54,12,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF44058",50,51,96,46,16,51,80,50,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF44058",53,54,83,71,12,20,71,12,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF44058",63,32,94,78,23,20,71,16,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF44058",52,52,54,37,0,34,54,17,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF44058",50,54,46,27,0,36,46,19,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF44058",50,50,33,-18,-13,51,46,51,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF44058",52,51,55,3,1,50,54,52,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF44058",51,53,67,35,-13,49,80,32,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF44058",51,54,45,-8,-1,52,46,53,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF44058",49,52,38,-13,1,50,37,51,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF44058",50,52,88,38,25,51,63,50,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF44058",51,50,46,-6,17,51,29,52,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF44058",51,52,71,48,0,29,71,23,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF44058",52,51,77,-13,14,91,63,90,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF44058",48,51,80,29,0,52,80,51,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF44058",49,52,62,28,-1,50,63,34,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF44058",75,43,28,-3,-1,36,29,31,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF44058",52,49,34,-3,-12,34,46,37,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF44058",47,49,37,-12,0,51,37,49,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF44058",46,50,35,-30,15,66,20,65,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF44058",52,51,63,22,0,39,63,41,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF44058",50,51,56,8,-15,50,71,48,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF44058",45,43,15,-9,-14,24,29,24,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF44058",52,50,100,59,20,39,80,41,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF44058",52,50,6,-43,-14,49,20,49,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF44058",47,47,68,18,-12,51,80,50,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF44058",49,51,70,31,-1,36,71,39,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF44058",48,50,20,-15,0,30,20,35,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF44058",47,49,49,30,12,16,37,19,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF44058",53,53,55,11,-16,51,71,44,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF44058",52,52,58,-8,12,65,46,66,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF44058",51,50,75,35,29,43,46,40,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF44058",51,50,58,8,29,50,29,50,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF44058",51,51,22,-23,-15,37,37,45,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF44058",51,52,61,11,24,51,37,50,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF44058",48,48,38,-12,-16,50,54,50,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF44058",39,40,8,-41,-12,50,20,49,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF44058",50,49,24,-25,-13,51,37,49,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF44058",49,52,47,32,27,19,20,15,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF44058",45,49,41,-8,-13,51,54,49,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF69688",66,22,29,3,0,54,29,26,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF69688",63,30,47,-16,-16,57,63,63,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF69688",65,27,46,13,0,60,46,33,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF69688",56,35,24,-8,-13,59,37,32,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF69688",55,36,55,-7,-16,61,71,62,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF69688",56,33,56,-3,-15,42,71,59,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF69688",53,40,15,-8,-14,46,29,23,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF69688",67,30,80,12,0,50,80,68,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF69688",56,40,28,5,-1,45,29,23,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF69688",63,36,55,15,1,45,54,40,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF69688",73,26,35,21,15,49,20,14,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF69688",72,23,100,28,20,47,80,72,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF69688",52,46,63,5,0,24,63,58,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF69688",61,28,50,-7,-13,44,63,57,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF69688",63,23,61,28,24,51,37,33,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF69688",61,32,38,-7,-16,50,54,45,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF69688",68,25,70,6,-1,50,71,64,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF69688",29,65,41,2,-13,33,54,39,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF69688",60,29,67,15,-13,37,80,52,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF69688",64,34,71,10,0,56,71,61,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF69688",60,33,75,28,29,51,46,47,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF69688",69,27,83,17,12,40,71,66,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF69688",58,51,58,38,29,47,29,20,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF69688",50,56,20,4,0,48,20,16,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF69688",49,53,47,24,27,52,20,23,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF69688",62,52,49,29,12,46,37,20,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF69688",45,51,78,39,24,37,54,39,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF69688",48,45,96,26,16,51,80,70,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF69688",48,49,54,18,0,47,54,36,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF69688",45,55,16,0,-13,38,29,16,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF69688",43,54,6,-14,-14,50,20,20,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF69688",48,49,81,6,1,50,80,75,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF69688",49,47,19,2,-1,44,20,17,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF69688",46,47,33,-9,-13,49,46,42,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF69688",50,48,58,13,12,50,46,45,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF69688",49,47,94,30,23,49,71,64,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF69688",49,48,62,11,-1,49,63,51,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF69688",48,49,68,2,-12,46,80,66,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF69688",50,48,66,18,12,49,54,48,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF69688",48,48,88,25,25,49,63,63,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF69688",48,48,45,4,-1,47,46,41,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF69688",50,49,37,6,0,48,37,31,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF69688",50,49,38,-6,1,29,37,44,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF69688",48,48,8,-10,-12,47,20,18,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF69688",48,47,77,34,14,48,63,43,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF69688",47,49,46,27,17,48,29,19,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF69688",49,49,34,-11,-12,48,46,45,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF69688",48,48,22,-15,-15,50,37,37,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF14681",60,74,88,64,25,68,63,24,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF14681",50,78,49,-2,12,57,37,51,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF14681",66,63,61,35,24,47,37,26,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF14681",51,91,34,-3,-12,54,46,37,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF14681",51,73,62,14,-1,69,63,48,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF14681",57,82,71,40,0,20,71,31,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF14681",63,72,83,32,12,21,71,51,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF14681",57,74,46,14,0,69,46,32,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF14681",54,72,78,20,24,27,54,58,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF14681",57,76,46,26,17,86,29,20,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF14681",31,88,16,-22,-13,49,29,38,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF14681",52,80,29,20,0,90,29,9,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF14681",54,56,75,45,29,89,46,30,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF14681",52,60,47,30,27,87,20,17,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF14681",49,89,77,44,14,55,63,33,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF14681",51,79,58,27,29,13,29,31,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF14681",23,94,67,-8,-13,8,80,75,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF14681",53,50,35,27,15,89,20,8,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF14681",48,87,19,0,-1,96,20,19,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF14681",53,76,20,1,0,79,20,19,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF14681",50,80,68,0,-12,42,80,68,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF14681",13,98,38,30,-16,93,54,8,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF14681",28,74,15,-16,-14,91,29,31,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF14681",51,81,50,12,-13,64,63,38,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF14681",31,75,24,-7,-13,21,37,31,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF14681",51,83,47,7,-16,55,63,40,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF14681",46,65,55,12,1,71,54,43,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF14681",32,59,66,38,12,19,54,28,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF14681",67,65,22,-7,-15,78,37,29,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF14681",49,63,70,17,-1,80,71,53,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF14681",57,53,55,1,-16,71,71,54,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF14681",74,75,45,29,-1,99,46,16,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF14681",82,58,58,26,12,82,46,32,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF14681",52,74,56,-2,-15,45,71,58,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF14681",58,52,54,22,0,72,54,32,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF14681",82,73,63,10,0,18,63,53,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF14681",83,50,94,45,23,81,71,49,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF14681",49,57,33,2,-13,87,46,31,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF14681",77,56,28,6,-1,77,29,22,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF14681",53,72,81,25,1,58,80,56,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF14681",52,72,80,50,0,7,80,30,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF14681",42,70,38,21,1,10,37,17,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF14681",67,50,8,-7,-12,94,20,15,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF14681",91,67,96,45,16,85,80,51,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF14681",36,54,41,-6,-13,75,54,47,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF14681",92,17,100,35,20,22,80,65,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF14681",55,74,37,17,0,93,37,20,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF14681",74,91,6,2,-14,9,20,4,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF28831",62,15,34,-11,-12,66,46,45,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF28831",60,15,35,15,15,70,20,20,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF28831",58,17,47,13,27,76,20,34,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF28831",73,13,83,5,12,75,71,78,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF28831",69,0,94,20,23,72,71,74,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF28831",66,0,66,-5,12,78,54,71,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF28831",66,0,33,-13,-13,32,46,46,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF28831",70,0,88,18,25,49,63,70,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF28831",57,0,67,-12,-13,77,80,79,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF28831",67,0,20,0,0,0,20,20,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF28831",76,0,62,-5,-1,23,63,67,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF28831",66,0,61,36,24,100,37,25,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF28831",65,0,24,-17,-13,75,37,41,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF28831",64,3,47,-28,-16,94,63,75,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF28831",69,0,55,-13,-16,50,71,68,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF28831",64,0,50,-23,-13,72,63,73,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF28831",60,0,22,-46,-15,0,37,68,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF28831",68,0,68,0,-12,76,80,68,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF28831",72,3,58,-13,29,75,29,71,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF28831",66,0,55,-21,1,72,54,76,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF28831",72,0,75,32,29,10,46,43,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF28831",65,0,54,-17,0,68,54,71,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF28831",67,0,29,23,0,100,29,6,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF28831",70,0,6,-5,-14,73,20,11,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF28831",75,0,96,11,16,16,80,85,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF28831",71,0,56,-19,-15,77,71,75,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF28831",70,0,78,40,24,78,54,38,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF28831",74,0,15,-28,-14,63,29,43,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF28831",70,0,41,-26,-13,74,54,67,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF28831",66,0,63,-3,0,66,63,66,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF28831",63,0,58,20,12,12,46,38,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF28831",66,0,16,-26,-13,78,29,42,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF28831",68,0,71,-8,0,95,71,79,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF28831",81,2,46,21,17,81,29,25,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF28831",67,0,38,-34,-16,74,54,72,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF28831",72,0,19,-11,-1,77,20,30,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF28831",71,0,49,7,12,73,37,42,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF28831",68,0,8,-20,-12,80,20,28,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF28831",70,0,28,2,-1,76,29,26,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF28831",67,0,70,-10,-1,87,71,80,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF28831",74,0,45,-4,-1,84,46,49,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF28831",66,0,38,38,1,0,37,0,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF28831",76,0,77,18,14,75,63,59,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF28831",70,0,46,-3,0,86,46,49,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF28831",68,0,37,-6,0,87,37,43,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF28831",75,0,80,-4,0,22,80,84,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF28831",76,0,100,13,20,82,80,87,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF28831",74,0,81,3,1,72,80,78,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF77733",53,51,8,-42,-12,50,20,50,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF77733",49,49,38,-25,-16,50,54,63,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF77733",50,50,47,-15,-16,50,63,62,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF77733",51,51,71,21,0,50,71,50,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF77733",50,48,61,-11,24,50,37,72,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF77733",51,53,45,0,-1,50,46,45,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF77733",51,50,34,-13,-12,50,46,47,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF77733",50,48,28,-2,-1,50,29,30,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF77733",50,50,50,5,-13,49,63,45,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF77733",48,48,56,-14,-15,50,71,70,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF77733",49,48,62,2,-1,50,63,60,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF77733",48,48,47,3,27,50,20,44,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF77733",49,47,22,-22,-15,50,37,44,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF77733",48,49,66,22,12,50,54,44,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF77733",50,49,46,-1,0,50,46,47,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF77733",49,48,78,20,24,50,54,58,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF77733",47,49,80,0,0,50,80,80,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF77733",48,48,49,5,12,50,37,44,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF77733",49,49,54,-7,0,50,54,61,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF77733",47,49,58,-2,12,50,46,60,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF77733",49,52,88,23,25,50,63,65,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF77733",50,49,24,-20,-13,50,37,44,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF77733",50,47,46,16,17,50,29,30,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF77733",50,50,100,32,20,50,80,68,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF77733",51,49,70,10,-1,50,71,60,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF77733",50,47,68,-2,-12,50,80,70,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF77733",50,47,83,24,12,50,71,59,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF77733",50,47,41,-19,-13,50,54,60,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF77733",48,45,81,19,1,50,80,62,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF77733",49,49,38,-25,1,50,37,63,"Pilot 8","Pilot 8: max feedback + text"
